@relation 1_seq-auslan_10000_weight
@attribute att1 {0, 1}
@attribute att2 {0, 1}
@attribute att3 {0, 1}
@attribute att4 {0, 1}
@attribute att5 {0, 1}
@attribute att6 {0, 1}
@attribute att7 {0, 1}
@attribute att8 {0, 1}
@attribute att9 {0, 1}
@attribute att10 {0, 1}
@attribute att11 {0, 1}
@attribute att12 {0, 1}
@attribute Class {'-8', '-4', '-11', '-5', '-3', '-7', '-10', '-6', '-9', '-12'}


@data
1,0,0,0,0,1,1,1,0,0,0,0,'-4'
1,0,0,0,0,1,1,1,0,0,0,0,'-4'
1,0,0,0,0,1,1,1,0,1,1,0,'-4'
1,0,0,0,0,1,1,1,0,0,0,0,'-4'
1,0,0,0,0,1,1,1,1,0,0,1,'-4'
1,0,0,0,0,1,1,1,1,0,0,0,'-4'
1,0,0,0,0,1,1,1,0,0,0,0,'-4'
1,0,0,0,0,1,1,1,0,0,0,0,'-4'
1,0,0,0,0,1,1,1,1,1,1,1,'-4'
1,0,0,0,0,1,1,1,0,0,0,0,'-5'
1,0,0,0,0,1,1,1,0,0,0,0,'-5'
1,0,0,0,0,1,1,1,1,0,0,1,'-5'
1,0,0,0,0,1,0,0,1,0,0,1,'-5'
1,0,0,0,0,1,1,1,0,0,0,0,'-5'
1,0,0,0,0,1,1,1,0,0,0,0,'-5'
1,0,0,0,0,1,1,1,0,0,0,0,'-5'
1,0,0,0,0,1,1,1,1,0,0,1,'-5'
1,0,0,0,0,1,1,1,1,0,0,1,'-5'
1,0,0,0,0,1,1,1,0,0,0,0,'-5'
1,0,0,0,0,1,1,1,0,0,0,0,'-5'
1,0,0,0,0,1,1,1,1,0,0,1,'-5'
1,0,0,0,0,1,1,1,1,0,0,0,'-5'
1,0,0,0,0,1,1,1,0,0,0,0,'-5'
1,0,0,0,0,1,0,0,0,0,0,0,'-5'
1,0,0,0,0,1,1,1,0,0,0,0,'-5'
1,0,0,0,0,1,0,0,1,0,0,1,'-5'
1,0,0,0,0,1,1,1,0,0,0,0,'-5'
1,0,0,0,0,1,1,1,0,0,0,0,'-5'
1,0,0,0,0,1,1,1,1,0,0,1,'-5'
1,0,0,0,0,1,0,0,1,0,0,0,'-6'
1,0,0,0,0,1,0,0,0,0,0,0,'-6'
1,0,0,0,0,1,0,0,1,0,0,1,'-6'
1,0,0,0,0,1,0,0,1,0,0,0,'-6'
1,0,0,0,0,1,0,0,0,0,0,0,'-6'
1,0,0,0,0,1,0,0,1,0,0,1,'-6'
1,0,0,0,0,1,0,0,0,0,0,0,'-6'
1,0,0,0,0,1,0,0,0,0,0,0,'-6'
1,0,0,0,0,1,0,0,0,0,0,0,'-6'
1,0,0,0,0,1,0,0,0,0,0,0,'-6'
1,0,0,0,0,1,1,1,0,0,0,0,'-6'
1,0,0,0,0,1,0,0,0,0,0,0,'-6'
1,0,0,0,0,1,0,0,0,0,0,0,'-6'
1,0,0,0,0,1,0,0,1,0,0,1,'-6'
1,0,0,0,0,1,0,0,1,1,1,0,'-6'
1,0,0,0,0,1,0,0,1,0,0,1,'-6'
1,0,0,0,0,1,0,0,1,0,0,0,'-6'
1,0,0,0,0,1,1,1,1,1,1,1,'-6'
1,0,0,0,0,1,0,0,1,0,0,1,'-6'
1,0,0,0,0,1,0,0,1,0,0,1,'-6'
1,0,0,0,0,1,1,1,0,1,1,0,'-7'
1,0,0,0,0,1,1,1,0,0,0,0,'-7'
1,0,0,0,0,1,1,1,0,0,0,0,'-7'
1,0,0,0,0,1,1,1,0,0,0,0,'-7'
1,0,0,0,0,1,1,1,1,0,0,1,'-7'
1,0,0,0,0,1,1,1,1,0,0,0,'-7'
1,0,0,0,0,1,1,1,0,0,0,0,'-7'
1,0,0,0,0,1,1,1,1,0,0,1,'-7'
1,0,0,0,0,1,1,1,1,0,0,0,'-7'
1,0,0,0,0,1,1,1,0,0,0,0,'-7'
1,0,0,0,0,1,1,1,1,0,0,1,'-7'
1,0,0,0,0,1,1,1,1,0,0,0,'-7'
1,0,0,0,0,1,1,1,0,0,0,0,'-7'
1,0,0,0,0,1,1,1,0,0,0,0,'-7'
1,0,0,0,0,1,1,1,0,1,1,0,'-7'
1,0,0,0,0,1,1,1,1,0,0,1,'-7'
1,0,0,0,0,1,1,1,0,0,0,0,'-7'
1,0,0,0,0,1,1,1,0,0,0,0,'-7'
1,0,0,0,0,1,1,1,0,0,0,0,'-7'
1,0,0,0,0,1,1,1,0,0,0,0,'-7'
1,0,0,0,0,1,1,1,1,0,0,1,'-8'
1,0,0,0,0,1,1,1,1,0,0,1,'-8'
1,0,0,0,0,1,1,1,1,0,0,1,'-8'
1,0,0,0,0,1,1,1,1,0,0,1,'-8'
1,0,0,0,0,1,0,0,1,0,0,1,'-8'
1,0,0,0,0,1,1,1,1,0,0,1,'-8'
1,0,0,0,0,1,0,0,1,0,0,1,'-8'
1,0,0,0,0,1,1,1,1,0,0,1,'-8'
1,0,0,0,0,1,0,0,1,0,0,1,'-8'
1,0,0,0,0,1,1,1,1,0,0,1,'-8'
1,0,0,0,0,1,1,1,1,0,0,1,'-8'
1,0,0,0,0,1,1,1,1,0,0,1,'-8'
1,0,0,0,0,1,0,0,1,0,0,1,'-8'
1,0,0,0,0,1,1,1,1,0,0,1,'-8'
1,0,0,0,0,1,1,1,1,0,0,1,'-8'
1,0,0,0,0,1,1,1,1,0,0,1,'-8'
1,0,0,0,0,1,1,1,1,0,0,1,'-8'
1,0,0,0,0,1,1,1,1,0,0,1,'-8'
1,0,0,0,0,1,1,1,0,0,0,0,'-8'
1,0,0,0,0,1,0,0,1,0,0,1,'-8'
1,0,0,0,0,1,0,0,0,0,0,0,'-9'
1,0,0,0,0,1,0,0,0,0,0,0,'-9'
1,0,0,0,0,1,0,0,0,0,0,0,'-9'
1,0,0,0,0,1,0,0,1,0,0,1,'-9'
1,0,0,0,0,1,0,0,1,0,0,0,'-9'
1,0,0,0,0,1,0,0,0,0,0,0,'-9'
1,0,0,0,0,1,0,0,0,0,0,0,'-9'
1,0,0,0,0,1,0,0,1,0,0,1,'-9'
1,0,0,0,0,1,0,0,1,0,0,0,'-9'
1,0,0,0,0,1,0,0,0,0,0,0,'-9'
1,0,0,0,0,1,0,0,0,0,0,0,'-9'
1,0,0,0,0,1,0,0,0,0,1,0,'-9'
1,0,0,0,0,1,0,0,0,1,1,0,'-9'
1,0,0,0,0,1,0,0,0,0,0,0,'-9'
1,0,0,0,0,1,0,0,0,0,0,0,'-9'
1,0,0,0,0,1,0,0,1,0,0,1,'-9'
1,0,0,0,0,1,0,0,1,0,0,0,'-9'
1,0,0,0,0,1,0,0,0,0,0,0,'-9'
1,0,0,0,0,1,0,0,0,0,0,0,'-9'
1,0,0,0,0,1,0,0,1,0,0,1,'-9'
1,0,0,0,0,1,0,0,1,0,0,0,'-10'
1,0,0,0,0,1,0,0,1,0,0,1,'-10'
1,0,0,0,0,1,0,0,1,0,0,1,'-10'
1,0,0,0,0,1,0,0,1,0,0,1,'-10'
1,0,0,0,0,1,0,0,1,0,0,0,'-10'
1,0,0,0,0,1,0,0,0,0,0,0,'-10'
1,0,0,0,0,1,0,0,0,0,0,0,'-10'
1,0,0,0,0,1,0,0,0,0,0,0,'-10'
1,0,0,0,0,1,0,0,0,0,0,0,'-10'
1,0,0,0,0,1,0,0,0,0,0,0,'-10'
1,0,0,0,0,1,0,0,0,0,0,0,'-10'
1,0,0,0,0,1,0,0,0,0,0,0,'-10'
1,0,0,0,0,1,0,0,0,0,0,0,'-10'
1,0,0,0,0,1,0,0,1,0,0,1,'-10'
1,0,0,0,0,1,0,0,1,0,0,0,'-10'
1,0,0,0,0,1,0,0,0,0,0,0,'-10'
1,0,0,0,0,1,0,0,0,0,0,0,'-10'
1,0,0,0,0,1,0,0,0,0,0,0,'-10'
1,0,0,0,0,1,0,0,0,0,0,0,'-10'
1,0,0,0,0,1,0,0,0,0,0,0,'-10'
1,0,0,0,0,1,0,0,0,0,0,0,'-11'
1,0,0,0,0,1,0,0,0,0,0,0,'-11'
1,0,0,0,0,1,0,0,0,0,0,0,'-11'
1,0,0,0,0,1,0,0,0,0,0,0,'-11'
1,0,0,0,0,1,0,0,1,0,0,1,'-11'
1,0,0,0,0,1,0,0,0,0,0,0,'-11'
1,0,0,0,0,1,0,0,0,1,1,0,'-11'
1,0,0,0,0,1,0,0,0,0,0,0,'-11'
1,0,0,0,0,1,0,0,0,0,0,0,'-11'
1,0,0,0,0,1,0,0,0,0,0,0,'-11'
1,0,0,0,0,1,0,0,0,0,0,0,'-11'
1,0,0,0,0,1,0,0,0,0,0,0,'-11'
1,0,0,0,0,1,0,0,0,0,0,0,'-11'
1,0,0,0,0,1,0,0,0,0,0,0,'-11'
1,0,0,0,0,1,0,0,1,0,0,1,'-11'
1,0,0,0,0,1,0,0,1,0,0,0,'-11'
1,0,0,0,0,1,0,0,0,0,0,0,'-11'
1,0,0,0,0,1,0,0,1,0,0,1,'-11'
1,0,0,0,0,1,0,0,1,0,0,0,'-11'
1,0,0,0,0,1,0,0,0,0,0,0,'-11'
1,0,0,0,0,1,1,1,1,0,0,1,'-12'
1,0,0,0,0,1,0,0,0,0,0,0,'-12'
1,0,0,0,0,1,1,1,0,0,0,0,'-12'
1,0,0,0,0,1,1,1,1,0,0,1,'-12'
1,0,0,0,0,1,1,1,0,0,0,0,'-12'
1,0,0,0,0,1,1,1,0,0,0,0,'-12'
1,0,0,0,0,1,1,1,0,0,0,0,'-12'
1,0,0,0,0,1,1,1,0,0,0,0,'-12'
1,0,0,0,0,1,1,1,0,0,0,0,'-12'
1,0,0,0,0,1,0,0,0,0,0,0,'-12'
1,0,0,0,0,1,1,1,0,0,0,0,'-12'
1,0,0,0,0,1,1,1,0,0,0,0,'-12'
1,0,0,0,0,1,1,1,0,0,0,0,'-12'
1,0,0,0,0,1,0,0,1,0,0,1,'-12'
1,0,0,0,0,1,1,1,0,0,0,0,'-12'
1,0,0,0,0,1,1,1,1,0,0,1,'-12'
1,0,0,0,0,1,1,1,1,0,0,1,'-12'
1,0,0,0,0,1,1,1,1,0,0,1,'-12'
1,0,0,0,0,1,1,1,0,0,0,0,'-12'
1,1,1,1,1,1,1,1,1,0,1,0,'-12'
