#subsequence (s \in Sample : s ~ D)	freq(s,D)	freq(s,Sample)

5 -1 1 3 5 -1 3 -1 -2	1010	1
2 -1 6 -1 -2	339	4
1 -1 1 -1 2 -1 1 -1 6 -1 -2	183	1
2 3 -1 1 -1 6 -1 6 -1 -2	39	1
1 -1 2 5 -1 -2	2165	8
1 -1 1 -1 1 -1 2 -1 -2	1813	3
3 5 -1 1 -1 -2	1675	4
3 -1 3 -1 3 -1 1 -1 1 -1 -2	725	1
1 -1 1 -1 1 5 -1 -2	4474	4
1 -1 2 -1 5 -1 -2	2160	9
3 5 -1 3 -1 1 -1 -2	1176	1
1 3 -1 5 -1 1 -1 -2	1416	1
2 -1 2 -1 3 -1 -2	815	3
5 -1 3 -1 -2	2216	28
3 -1 5 -1 1 -1 5 -1 -2	1351	2
2 -1 6 -1 1 -1 -2	276	5
1 -1 1 3 -1 -2	1783	11
2 -1 1 5 -1 -2	2222	6
1 -1 2 -1 2 -1 3 -1 1 -1 5 -1 1 4 -1 1 -1 3 -1 -2	24	1
6 -1 1 3 -1 1 -1 -2	184	1
1 -1 3 -1 5 -1 -2	1684	6
4 5 -1 6 -1 4 -1 3 -1 1 2 6 -1 1 -1 -2	12	1
3 -1 2 -1 -2	1066	14
2 -1 3 -1 1 5 -1 1 -1 -2	631	1
1 6 -1 2 -1 1 -1 1 -1 1 -1 -2	161	1
6 -1 3 -1 5 6 -1 -2	123	1
2 3 5 -1 -2	698	1
5 -1 2 -1 1 -1 5 -1 -2	1745	1
5 -1 6 -1 5 -1 2 3 -1 6 -1 4 -1 -2	21	1
5 -1 1 -1 1 2 -1 3 -1 -2	603	1
1 -1 1 -1 6 -1 -2	542	1
4 6 -1 -2	156	4
2 -1 5 -1 2 -1 -2	2078	5
3 -1 1 -1 1 3 -1 5 -1 -2	912	1
5 -1 6 -1 5 -1 -2	530	1
4 -1 1 5 -1 -2	1500	2
1 -1 5 -1 1 -1 5 -1 -2	4105	3
2 4 -1 4 -1 1 -1 -2	452	1
4 6 -1 1 5 -1 1 2 -1 -2	76	1
1 -1 5 -1 4 -1 -2	1490	2
1 -1 1 -1 2 -1 1 -1 2 -1 -2	1035	1
1 -1 4 -1 4 -1 -2	1268	4
1 -1 1 5 -1 3 -1 -2	1511	2
1 -1 3 -1 1 2 -1 -2	734	1
1 5 -1 5 -1 3 -1 1 -1 3 -1 1 4 -1 3 5 -1 1 -1 -2	69	1
1 -1 4 -1 2 -1 -2	798	5
4 -1 3 -1 -2	761	8
5 -1 3 -1 1 -1 5 -1 3 -1 1 -1 5 -1 -2	340	1
1 5 -1 6 -1 1 -1 1 2 6 -1 -2	81	1
5 -1 4 -1 1 -1 5 -1 2 5 -1 -2	447	1
1 5 -1 3 -1 -2	1751	6
3 -1 1 -1 6 -1 -2	219	1
1 -1 1 2 -1 -2	2175	14
4 -1 4 -1 3 5 -1 -2	446	1
1 -1 5 -1 3 -1 -2	1678	8
1 -1 1 -1 5 -1 5 -1 3 -1 3 -1 -2	564	1
5 -1 1 3 -1 -2	1643	3
4 -1 5 -1 1 -1 -2	1430	4
1 -1 6 -1 1 -1 -2	518	3
3 -1 1 -1 1 -1 2 -1 -2	677	1
1 2 -1 3 -1 1 -1 -2	710	2
4 -1 5 -1 1 4 -1 5 -1 3 -1 -2	266	1
5 -1 5 6 -1 3 -1 1 -1 -2	149	1
4 -1 1 -1 1 -1 -2	1496	8
2 5 -1 1 -1 5 -1 -2	1840	1
1 -1 5 -1 1 -1 1 -1 -2	4137	2
3 5 -1 2 -1 -2	903	3
1 3 -1 3 -1 3 5 -1 -2	866	1
4 -1 1 5 -1 1 -1 1 -1 -2	1020	1
1 3 -1 1 5 -1 -2	1492	2
4 -1 2 -1 -2	1025	17
1 -1 3 6 -1 4 5 -1 -2	73	1
5 -1 1 -1 1 -1 3 -1 -2	1389	1
6 -1 4 -1 3 -1 -2	109	1
1 -1 3 -1 1 -1 2 4 -1 -2	241	1
1 -1 1 -1 1 5 -1 5 -1 -2	3607	1
5 -1 1 -1 1 5 -1 5 -1 5 -1 -2	2739	1
1 -1 3 -1 4 5 -1 -2	546	1
4 -1 1 5 -1 2 -1 -2	689	1
2 -1 5 -1 1 -1 4 -1 -2	636	1
1 5 -1 1 3 -1 -2	1487	3
6 -1 6 -1 -2	501	8
5 -1 5 -1 1 -1 -2	5339	14
1 -1 3 -1 4 -1 1 -1 1 -1 -2	406	1
1 -1 2 -1 2 -1 -2	1971	7
1 3 -1 1 -1 3 -1 -2	1285	1
3 -1 4 -1 2 -1 -2	378	1
1 -1 1 3 -1 1 -1 5 -1 -2	1169	1
5 -1 1 5 -1 -2	5345	14
5 -1 2 -1 3 -1 -2	903	1
5 -1 1 -1 6 -1 6 -1 -2	237	1
1 5 -1 5 -1 2 5 -1 -2	1765	1
1 -1 1 2 -1 1 -1 2 -1 -2	1240	1
1 -1 4 -1 6 -1 -2	206	1
3 5 -1 5 -1 -2	1897	4
5 -1 6 -1 4 -1 1 -1 -2	176	1
5 -1 4 -1 1 -1 -2	1494	5
5 -1 2 5 -1 2 -1 1 -1 1 5 -1 3 -1 1 4 -1 1 -1 1 -1 1 2 -1 -2	20	1
2 5 -1 1 -1 1 2 -1 -2	1295	1
4 -1 1 -1 1 -1 1 2 -1 2 -1 -2	350	1
1 -1 1 2 -1 2 5 -1 1 -1 -2	1050	1
1 2 -1 5 -1 1 -1 -2	1762	1
2 5 -1 1 -1 1 -1 -2	1784	2
1 -1 1 -1 1 -1 2 -1 1 -1 5 -1 -2	906	1
1 -1 2 -1 4 -1 -2	797	2
3 -1 1 -1 5 -1 -2	1688	6
5 -1 3 -1 3 -1 -2	1631	3
1 -1 1 -1 3 -1 2 -1 1 -1 -2	540	1
1 -1 1 5 -1 1 -1 -2	4486	3
1 -1 1 -1 4 -1 -2	1550	6
4 -1 3 4 -1 4 -1 -2	334	1
1 2 5 -1 -2	1955	4
5 -1 5 -1 6 -1 1 -1 -2	406	1
5 -1 1 -1 4 -1 -2	1491	4
3 -1 3 -1 3 -1 -2	1617	3
1 3 -1 3 -1 -2	1541	5
1 -1 3 -1 1 -1 2 -1 -2	697	1
1 2 -1 1 -1 5 -1 -2	1738	1
6 -1 2 -1 -2	340	3
1 -1 5 6 -1 -2	472	3
1 -1 3 6 -1 5 -1 -2	133	1
4 -1 2 -1 2 -1 5 -1 1 -1 -2	390	1
6 -1 4 -1 4 -1 -2	160	1
4 -1 4 -1 1 -1 5 -1 1 -1 4 -1 -2	330	1
5 -1 5 -1 4 5 -1 1 -1 -2	1075	1
1 -1 1 -1 6 -1 1 5 -1 -2	372	1
6 -1 3 -1 -2	247	4
5 -1 1 6 -1 6 -1 -2	260	1
5 -1 1 -1 1 -1 1 -1 -2	4118	2
5 -1 5 -1 6 -1 -2	545	1
1 -1 2 -1 5 -1 5 -1 -2	1729	3
1 -1 1 -1 5 -1 3 -1 -2	1386	1
4 -1 6 -1 1 -1 -2	189	1
2 3 -1 5 -1 -2	735	1
2 5 -1 5 -1 -2	2465	2
3 -1 1 -1 4 -1 4 -1 -2	379	1
5 -1 2 5 -1 -2	2486	2
5 -1 3 5 -1 -2	1901	2
1 -1 1 5 -1 1 -1 5 -1 -2	3588	1
1 -1 2 -1 1 -1 -2	2242	14
6 -1 1 -1 5 -1 1 -1 -2	394	1
3 -1 1 5 -1 -2	1772	3
1 -1 1 -1 5 -1 1 -1 5 -1 2 3 -1 -2	309	1
2 -1 5 -1 1 3 -1 -2	729	1
1 3 5 -1 1 -1 -2	1359	1
1 -1 1 -1 1 6 -1 6 -1 -2	231	1
1 2 -1 1 -1 -2	2164	12
3 -1 3 -1 6 -1 -2	198	1
1 5 -1 5 -1 1 2 -1 -2	1646	1
1 5 -1 1 5 -1 1 5 -1 1 -1 -2	3012	1
1 -1 4 -1 1 -1 2 -1 -2	620	1
1 3 -1 1 3 -1 -2	1349	1
1 -1 2 -1 1 -1 1 -1 5 -1 -2	1260	1
1 -1 5 -1 1 -1 3 -1 -2	1370	1
1 5 -1 3 -1 3 -1 -2	1252	1
2 -1 4 -1 4 -1 -2	632	3
5 -1 1 -1 1 5 -1 3 -1 -2	1250	1
2 -1 4 6 -1 -2	101	1
4 5 -1 4 -1 5 -1 -2	1126	1
3 4 -1 1 -1 -2	487	2
5 -1 5 -1 2 -1 -2	2526	3
1 -1 4 -1 5 -1 4 -1 1 -1 5 -1 1 -1 -2	269	1
2 3 -1 1 -1 1 -1 -2	604	2
5 -1 1 2 -1 -2	2081	4
2 3 5 -1 1 3 -1 -2	467	1
1 2 -1 2 -1 -2	1936	9
2 -1 1 -1 1 -1 -2	2184	7
6 -1 1 -1 2 -1 -2	277	2
3 -1 5 -1 5 -1 -2	1947	2
3 -1 4 -1 3 -1 -2	552	2
2 -1 2 -1 2 -1 -2	2046	5
1 4 -1 2 -1 2 -1 5 -1 -2	452	1
1 6 -1 1 4 -1 -2	198	1
2 -1 1 -1 1 4 -1 1 -1 1 -1 -2	419	1
2 -1 2 -1 4 -1 -2	725	2
5 -1 4 -1 4 -1 -2	1334	1
4 -1 6 -1 2 -1 -2	136	1
1 2 -1 5 -1 2 -1 1 -1 1 -1 1 -1 -2	615	1
1 -1 2 -1 1 -1 1 3 -1 -2	610	1
2 -1 1 6 -1 1 -1 -2	234	1
6 -1 5 6 -1 1 -1 -2	282	1
3 -1 5 -1 3 -1 2 -1 3 -1 -2	363	1
3 -1 1 -1 3 4 -1 1 2 -1 1 -1 -2	146	1
1 5 -1 2 3 6 -1 1 -1 -2	61	1
4 -1 1 -1 4 -1 -2	1247	1
1 5 -1 1 5 -1 2 5 -1 -2	1587	1
5 -1 1 -1 5 -1 1 -1 -2	4128	2
1 -1 1 -1 4 -1 3 4 -1 3 -1 3 -1 -2	104	1
1 6 -1 1 -1 3 4 5 -1 -2	69	1
4 -1 1 -1 2 -1 -2	774	2
1 -1 1 5 -1 2 -1 -2	1909	1
1 -1 1 -1 1 6 -1 -2	446	2
3 -1 6 -1 4 -1 6 -1 1 4 5 -1 -2	23	1
5 -1 3 5 -1 1 -1 3 -1 3 5 -1 -2	542	1
4 -1 5 -1 2 -1 -2	816	2
1 -1 4 -1 1 -1 1 -1 -2	1221	2
6 -1 1 -1 1 -1 -2	518	1
1 -1 4 -1 1 -1 5 -1 -2	1133	1
3 -1 6 -1 -2	262	6
1 -1 5 -1 5 -1 -2	5246	6
4 -1 4 -1 2 -1 6 -1 -2	81	1
1 -1 4 -1 1 2 4 -1 -2	378	1
1 4 -1 4 -1 -2	1259	3
6 -1 2 -1 3 -1 4 -1 -2	68	1
1 -1 2 -1 5 -1 2 -1 4 -1 1 -1 1 -1 1 -1 -2	98	1
5 -1 3 -1 1 -1 -2	1700	1
1 -1 1 2 -1 1 3 -1 -2	654	1
5 6 -1 3 -1 5 -1 2 -1 -2	102	1
2 -1 2 -1 1 -1 1 -1 2 -1 -2	877	1
3 -1 1 -1 4 -1 -2	618	1
5 -1 2 -1 4 -1 1 -1 -2	637	1
1 2 5 -1 1 3 -1 -2	658	1
1 6 -1 1 -1 -2	488	3
2 5 -1 2 -1 -2	2168	3
5 -1 4 -1 1 -1 1 -1 -2	1163	1
1 -1 3 5 -1 1 3 -1 -2	1021	1
1 2 5 6 -1 1 -1 1 -1 1 5 -1 -2	116	1
4 -1 5 -1 4 -1 -2	1320	1
1 -1 1 -1 1 3 -1 -2	1544	3
4 5 -1 5 -1 -2	1613	1
5 -1 3 -1 5 -1 -2	1935	2
1 -1 3 -1 1 -1 6 -1 3 -1 3 -1 1 -1 1 -1 -2	31	1
1 -1 3 4 -1 1 2 -1 1 -1 4 -1 -2	125	1
1 5 -1 5 -1 1 -1 -2	4525	5
3 -1 3 -1 1 -1 3 -1 -2	1029	1
6 -1 5 -1 -2	608	4
1 3 5 -1 1 -1 1 3 -1 -2	895	1
5 -1 5 -1 3 -1 2 5 -1 -2	680	1
2 -1 1 -1 1 4 -1 -2	663	1
5 -1 1 5 -1 3 -1 -2	1551	1
1 -1 3 -1 1 5 -1 -2	1503	1
2 5 -1 1 -1 3 -1 1 -1 1 6 -1 -2	64	1
1 -1 1 -1 1 -1 1 -1 -2	4937	3
1 -1 3 -1 3 -1 4 -1 -2	423	1
5 -1 1 -1 5 -1 5 -1 5 -1 -2	3203	1
2 5 -1 2 -1 5 -1 -2	1846	1
1 3 -1 1 5 -1 2 -1 1 -1 5 -1 -2	441	1
2 -1 1 2 3 -1 -2	512	1
5 -1 1 4 5 -1 -2	1212	1
1 -1 4 -1 1 2 3 -1 -2	242	1
1 -1 1 -1 2 -1 1 5 -1 -2	1533	1
3 -1 1 5 -1 5 -1 -2	1530	1
1 3 5 -1 -2	1537	1
5 -1 5 -1 1 -1 1 -1 -2	4150	2
2 5 -1 1 2 -1 1 5 -1 -2	1235	1
1 -1 5 -1 5 -1 1 -1 -2	4114	1
4 -1 4 -1 4 -1 -2	1314	4
4 -1 3 -1 5 -1 -2	629	1
5 -1 6 -1 6 -1 -2	346	2
5 -1 1 5 -1 1 -1 -2	4515	1
2 -1 5 -1 3 5 -1 1 3 -1 -2	454	1
1 5 -1 4 -1 4 -1 -2	1045	1
1 -1 6 -1 2 -1 -2	288	1
2 4 -1 4 -1 -2	581	2
1 2 -1 1 3 -1 -2	750	1
2 3 -1 -2	861	8
1 -1 1 -1 5 -1 5 -1 -2	4130	2
2 4 -1 1 -1 3 -1 -2	271	1
1 -1 3 -1 2 -1 -2	847	1
4 -1 4 -1 3 -1 4 -1 -2	340	1
1 5 -1 3 -1 1 -1 -2	1474	2
1 4 5 -1 2 5 -1 -2	624	1
1 5 -1 1 3 -1 3 5 -1 -2	937	1
1 -1 3 -1 1 4 -1 3 -1 -2	376	1
5 -1 2 -1 5 -1 -2	2490	2
1 4 -1 2 -1 -2	785	4
1 -1 1 2 -1 1 -1 -2	1860	1
5 -1 1 -1 5 -1 1 2 -1 -2	1451	1
2 3 -1 2 -1 1 -1 -2	521	1
2 3 -1 2 -1 -2	668	2
5 -1 1 -1 2 3 -1 2 -1 -2	425	1
1 6 -1 6 -1 -2	353	1
1 -1 2 -1 1 -1 1 5 -1 -2	1502	1
4 -1 2 5 -1 1 -1 -2	677	1
4 -1 4 -1 3 -1 2 -1 -2	236	1
5 -1 2 -1 1 -1 1 -1 -2	1706	1
1 -1 1 -1 3 -1 2 -1 -2	698	1
3 5 -1 1 -1 1 -1 -2	1400	3
2 5 -1 1 5 -1 1 5 -1 1 -1 -2	1254	1
2 -1 5 -1 5 -1 -2	2442	2
4 -1 4 5 -1 -2	1333	1
3 -1 1 -1 3 -1 -2	1544	2
1 4 -1 3 5 -1 3 -1 1 -1 5 -1 -2	234	1
1 4 -1 1 -1 1 -1 1 -1 5 -1 -2	759	1
3 -1 2 -1 5 -1 1 2 5 -1 5 6 -1 -2	52	1
1 -1 1 -1 5 6 -1 -2	412	1
1 2 -1 6 -1 -2	286	1
2 5 -1 4 -1 -2	844	1
3 5 -1 1 -1 5 -1 -2	1440	1
1 -1 6 -1 3 -1 2 -1 6 -1 -2	45	1
1 -1 3 5 -1 2 -1 -2	743	1
2 5 -1 5 -1 5 -1 -2	2134	1
4 -1 2 -1 3 -1 1 -1 1 -1 -2	229	1
2 -1 4 -1 1 2 -1 -2	562	1
2 5 -1 2 5 -1 1 -1 -2	1448	1
2 -1 1 2 -1 1 -1 -2	1578	1
5 6 -1 1 -1 -2	466	4
1 3 5 6 -1 1 -1 5 -1 -2	110	1
3 -1 1 3 -1 5 -1 -2	1148	1
5 6 -1 5 -1 -2	515	3
1 6 -1 3 -1 5 -1 1 -1 -2	152	1
1 4 -1 1 -1 3 -1 -2	521	1
1 -1 5 6 -1 1 -1 1 5 -1 -2	326	1
1 -1 3 -1 4 -1 -2	632	1
3 -1 2 4 -1 -2	334	1
1 -1 3 -1 1 2 4 -1 -2	250	1
4 -1 1 -1 6 -1 -2	199	1
1 -1 1 -1 3 5 -1 1 -1 -2	1188	1
1 5 -1 1 2 -1 3 -1 -2	666	1
1 -1 3 4 -1 3 -1 -2	366	1
3 -1 1 -1 3 -1 1 3 -1 -2	855	1
4 -1 1 -1 1 -1 5 -1 1 -1 -2	877	2
2 4 -1 1 -1 2 -1 4 5 -1 2 4 6 -1 -2	17	1
3 -1 2 -1 1 5 -1 2 3 6 -1 3 -1 2 -1 3 -1 -2	10	1
1 -1 1 -1 3 -1 3 4 -1 -2	303	1
5 -1 3 -1 2 -1 6 -1 2 -1 -2	62	1
5 -1 3 5 -1 1 -1 3 -1 1 -1 -2	716	1
4 -1 1 -1 1 -1 4 -1 -2	936	1
2 4 -1 2 -1 2 -1 -2	449	1
4 -1 3 4 -1 5 -1 -2	360	1
1 -1 4 -1 1 -1 2 -1 6 -1 -2	87	1
4 -1 4 -1 4 -1 1 -1 1 -1 -2	563	1
2 -1 2 -1 5 -1 -2	2128	3
1 -1 1 2 5 -1 -2	1745	2
2 -1 1 5 -1 2 -1 2 -1 2 -1 -2	642	1
1 -1 3 -1 3 -1 -2	1549	3
5 -1 6 -1 -2	630	8
1 -1 1 -1 5 -1 1 -1 -2	4140	3
2 4 -1 1 -1 1 -1 -2	539	1
2 -1 5 -1 1 -1 1 -1 -2	1685	1
1 2 4 5 -1 5 -1 3 -1 2 4 -1 1 -1 1 -1 -2	71	1
1 -1 5 -1 6 -1 5 -1 1 -1 -2	333	1
3 5 -1 3 5 -1 -2	1462	1
1 5 -1 1 -1 3 -1 -2	1507	1
1 -1 4 5 -1 1 -1 -2	1212	2
3 -1 1 -1 2 -1 -2	853	2
3 -1 1 -1 4 -1 1 -1 5 -1 4 -1 -2	192	1
2 -1 2 -1 1 -1 1 -1 -2	1483	2
3 -1 4 -1 1 5 -1 2 -1 -2	278	1
1 -1 3 -1 1 -1 3 -1 -2	1208	1
1 4 -1 1 -1 1 5 -1 -2	1076	1
5 -1 2 6 -1 -2	216	1
5 -1 1 -1 2 -1 -2	2177	3
4 6 -1 4 -1 -2	107	2
1 -1 1 -1 4 5 -1 1 -1 1 -1 -2	766	2
2 3 -1 4 -1 1 -1 4 -1 -2	183	1
2 -1 1 -1 5 -1 -2	2103	3
3 -1 5 6 -1 -2	215	1
1 -1 5 -1 1 -1 5 -1 5 -1 -2	3053	1
2 3 -1 1 -1 -2	720	2
2 -1 1 5 -1 1 -1 -2	1848	1
1 -1 5 -1 1 -1 1 -1 5 -1 -2	3013	1
1 3 -1 5 -1 2 -1 1 5 -1 -2	555	1
1 -1 3 -1 1 -1 5 -1 5 -1 -2	1032	1
1 -1 1 4 -1 3 4 5 6 -1 1 4 5 -1 1 -1 -2	17	1
1 2 -1 1 -1 1 -1 -2	1846	1
1 5 -1 2 -1 1 4 -1 1 -1 5 -1 -2	406	1
1 -1 1 2 -1 4 -1 -2	699	1
4 -1 1 2 -1 -2	783	1
1 2 -1 2 -1 1 -1 -2	1600	1
2 3 -1 1 -1 1 5 -1 -2	544	1
2 -1 2 5 -1 -2	2160	3
4 -1 2 -1 1 -1 2 -1 1 -1 -2	382	1
3 -1 1 -1 1 -1 1 -1 -2	1456	2
2 -1 5 -1 3 -1 -2	888	3
5 -1 2 -1 2 -1 1 5 -1 1 -1 -2	941	1
5 -1 5 -1 1 -1 2 4 -1 -2	471	1
4 -1 1 -1 2 -1 5 -1 3 -1 -2	246	1
4 -1 1 2 5 -1 2 -1 4 -1 -2	312	1
2 -1 1 2 4 -1 -2	463	1
5 -1 1 -1 4 -1 3 -1 5 -1 -2	408	1
5 -1 3 -1 2 -1 -2	901	1
1 -1 2 -1 5 -1 1 -1 -2	1689	1
2 5 -1 6 -1 2 -1 5 -1 1 -1 -2	128	1
1 5 -1 2 -1 5 -1 -2	1958	1
2 -1 2 3 -1 -2	690	1
5 -1 1 -1 1 -1 5 -1 -2	4100	2
2 -1 1 5 -1 2 -1 1 -1 -2	1217	1
6 -1 4 -1 3 -1 1 5 -1 2 4 -1 -2	38	1
3 -1 1 2 -1 -2	837	1
3 -1 1 -1 1 6 -1 -2	184	1
1 4 -1 5 -1 -2	1404	3
1 3 -1 4 -1 -2	624	1
1 -1 4 -1 5 -1 1 -1 -2	1140	2
1 -1 5 -1 1 3 -1 -2	1406	2
1 -1 3 -1 3 5 -1 -2	1210	1
5 -1 5 -1 2 -1 5 -1 -2	2084	1
2 6 -1 1 -1 -2	212	3
2 3 5 -1 2 -1 1 5 -1 -2	428	1
3 5 -1 3 -1 -2	1629	1
3 -1 3 4 -1 -2	478	1
3 -1 5 6 -1 1 5 -1 -2	170	1
1 -1 1 -1 2 4 -1 -2	565	1
3 -1 1 3 -1 -2	1544	3
2 -1 4 -1 5 -1 -2	807	1
1 4 -1 1 5 -1 -2	1274	1
6 -1 1 5 -1 -2	502	1
1 2 5 -1 2 -1 1 -1 1 -1 1 -1 -2	784	1
5 -1 1 4 5 -1 5 -1 -2	1051	1
1 -1 2 -1 3 -1 -2	859	2
1 -1 4 5 -1 2 -1 -2	689	1
1 5 -1 1 -1 1 -1 -2	4481	4
1 -1 4 -1 1 -1 4 -1 -2	972	1
1 -1 1 -1 2 6 -1 1 -1 -2	155	1
4 -1 2 -1 2 5 -1 -2	613	1
1 -1 1 -1 1 -1 6 -1 -2	456	1
5 -1 3 5 -1 2 -1 -2	807	1
3 -1 1 -1 2 -1 1 -1 -2	680	1
1 -1 3 -1 2 -1 1 -1 -2	693	3
3 -1 5 6 -1 6 -1 3 -1 -2	81	1
4 5 -1 1 -1 1 -1 -2	1193	1
1 -1 2 -1 1 -1 1 -1 -2	1757	2
1 -1 2 -1 4 -1 2 4 -1 -2	304	1
5 -1 5 -1 1 -1 2 -1 -2	1791	2
3 5 6 -1 -2	162	1
3 -1 5 -1 3 -1 4 -1 -2	416	1
1 5 -1 4 5 -1 2 -1 1 -1 -2	531	1
2 3 -1 2 5 -1 -2	579	1
2 5 -1 1 4 -1 2 -1 -2	496	1
