#subsequence (s \in Sample : s ~ D)	freq(s,D)	freq(s,Sample)

2 -1 36 -1 179 -1 54 -1 245 -1 16 -1 -2	1	1
269 -1 -2	7	1
35 -1 144 -1 -2	337	3
77 -1 64 -1 45 -1 58 -1 -2	1	1
10 -1 38 -1 41 -1 -2	32	1
22 -1 10 -1 28 -1 -2	31	1
4 -1 55 -1 7 -1 68 -1 -2	4	1
41 -1 245 -1 16 -1 -2	22	1
120 -1 -2	155	5
147 -1 -2	88	5
118 -1 44 -1 37 -1 39 -1 -2	1	1
20 -1 86 -1 197 -1 -2	2	1
28 -1 25 -1 -2	121	1
20 -1 26 -1 -2	220	1
9 -1 49 -1 78 -1 146 -1 -2	11	1
72 -1 13 -1 117 -1 144 -1 -2	13	1
41 -1 60 -1 32 -1 98 -1 57 -1 46 -1 -2	1	1
79 -1 143 -1 248 -1 -2	26	1
130 -1 109 -1 110 -1 -2	2	1
16 -1 8 -1 49 -1 70 -1 -2	2	1
63 -1 14 -1 110 -1 117 -1 6 -1 149 -1 191 -1 209 -1 102 -1 253 -1 -2	1	1
132 -1 -2	313	22
105 -1 110 -1 64 -1 34 -1 -2	1	1
27 -1 2 -1 -2	55	2
50 -1 136 -1 255 -1 -2	6	1
79 -1 17 -1 143 -1 43 -1 -2	7	1
23 -1 31 -1 -2	160	1
84 -1 26 -1 109 -1 49 -1 250 -1 -2	2	1
144 -1 -2	440	22
5 -1 8 -1 53 -1 40 -1 -2	17	1
78 -1 32 -1 253 -1 -2	65	1
33 -1 139 -1 -2	96	1
149 -1 39 -1 -2	39	1
19 -1 -2	423	25
4 -1 22 -1 252 -1 -2	18	1
77 -1 72 -1 -2	17	1
38 -1 30 -1 56 -1 79 -1 -2	2	1
11 -1 139 -1 -2	174	1
8 -1 26 -1 7 -1 144 -1 18 -1 -2	6	1
83 -1 35 -1 114 -1 118 -1 309 -1 -2	1	1
17 -1 21 -1 -2	220	2
27 -1 110 -1 143 -1 209 -1 -2	51	1
38 -1 218 -1 47 -1 -2	1	1
8 -1 35 -1 143 -1 246 -1 -2	198	1
13 -1 10 -1 12 -1 -2	22	1
8 -1 45 -1 13 -1 -2	46	1
6 -1 1 -1 16 -1 36 -1 118 -1 -2	3	1
19 -1 70 -1 4 -1 132 -1 139 -1 -2	1	1
11 -1 17 -1 61 -1 43 -1 -2	10	1
23 -1 22 -1 57 -1 11 -1 -2	2	1
6 -1 246 -1 -2	155	1
46 -1 21 -1 38 -1 -2	13	1
46 -1 79 -1 1 -1 109 -1 44 -1 13 -1 -2	1	1
26 -1 149 -1 11 -1 -2	18	1
22 -1 67 -1 147 -1 -2	9	1
14 -1 150 -1 -2	112	1
29 -1 56 -1 30 -1 11 -1 -2	4	1
28 -1 117 -1 52 -1 -2	50	1
118 -1 6 -1 24 -1 -2	12	1
22 -1 16 -1 9 -1 -2	7	1
5 -1 27 -1 -2	142	1
4 -1 37 -1 59 -1 -2	14	1
16 -1 31 -1 35 -1 149 -1 -2	19	1
247 -1 -2	202	11
19 -1 41 -1 253 -1 -2	119	1
25 -1 45 -1 52 -1 110 -1 -2	2	1
24 -1 60 -1 258 -1 -2	4	1
91 -1 61 -1 52 -1 54 -1 78 -1 132 -1 -2	1	1
18 -1 1 -1 119 -1 44 -1 -2	1	1
24 -1 187 -1 -2	16	1
10 -1 -2	507	29
6 -1 173 -1 -2	14	1
8 -1 136 -1 -2	82	1
43 -1 171 -1 -2	12	1
119 -1 31 -1 26 -1 14 -1 -2	1	1
44 -1 9 -1 73 -1 -2	10	1
1 -1 72 -1 195 -1 -2	27	1
54 -1 79 -1 117 -1 3 -1 66 -1 198 -1 -2	1	1
1 -1 76 -1 59 -1 35 -1 44 -1 -2	1	1
56 -1 133 -1 -2	70	1
11 -1 13 -1 14 -1 50 -1 29 -1 -2	1	1
70 -1 118 -1 253 -1 -2	75	1
57 -1 -2	222	8
40 -1 210 -1 -2	18	1
63 -1 64 -1 -2	46	1
29 -1 56 -1 120 -1 145 -1 38 -1 184 -1 24 -1 14 -1 -2	1	1
22 -1 9 -1 117 -1 120 -1 139 -1 164 -1 -2	1	1
38 -1 132 -1 20 -1 -2	18	1
71 -1 27 -1 -2	40	1
36 -1 34 -1 -2	133	1
41 -1 55 -1 23 -1 7 -1 68 -1 191 -1 210 -1 -2	1	1
62 -1 -2	197	16
59 -1 -2	217	9
14 -1 195 -1 -2	64	1
134 -1 169 -1 -2	3	1
35 -1 99 -1 1 -1 -2	5	1
41 -1 189 -1 -2	40	1
58 -1 60 -1 189 -1 11 -1 21 -1 -2	1	1
69 -1 59 -1 61 -1 70 -1 -2	1	1
84 -1 81 -1 64 -1 146 -1 19 -1 -2	1	1
22 -1 246 -1 -2	258	1
62 -1 75 -1 79 -1 16 -1 -2	2	1
26 -1 25 -1 14 -1 67 -1 246 -1 -2	2	1
8 -1 84 -1 35 -1 144 -1 50 -1 197 -1 -2	1	1
28 -1 75 -1 18 -1 39 -1 117 -1 92 -1 149 -1 170 -1 -2	1	1
26 -1 -2	601	27
83 -1 150 -1 -2	23	1
136 -1 253 -1 -2	100	1
21 -1 30 -1 36 -1 53 -1 79 -1 24 -1 146 -1 205 -1 -2	1	1
26 -1 38 -1 -2	202	2
5 -1 15 -1 48 -1 -2	23	1
42 -1 1 -1 23 -1 135 -1 -2	1	1
51 -1 247 -1 -2	82	1
44 -1 79 -1 104 -1 -2	2	1
13 -1 28 -1 92 -1 -2	7	1
6 -1 63 -1 26 -1 69 -1 42 -1 -2	1	1
30 -1 1 -1 149 -1 37 -1 183 -1 54 -1 -2	1	1
8 -1 28 -1 18 -1 108 -1 57 -1 -2	1	1
59 -1 113 -1 -2	49	1
50 -1 7 -1 -2	64	1
209 -1 -2	76	7
20 -1 262 -1 -2	57	1
22 -1 143 -1 247 -1 -2	104	1
18 -1 245 -1 -2	390	1
96 -1 31 -1 43 -1 -2	7	1
103 -1 41 -1 70 -1 44 -1 -2	1	1
14 -1 -2	420	16
36 -1 -2	528	18
4 -1 40 -1 -2	123	2
75 -1 -2	118	10
18 -1 38 -1 -2	185	1
38 -1 23 -1 46 -1 -2	15	1
117 -1 1 -1 203 -1 -2	2	1
36 -1 110 -1 83 -1 135 -1 -2	3	1
57 -1 10 -1 4 -1 146 -1 -2	2	1
44 -1 117 -1 164 -1 -2	9	1
44 -1 26 -1 51 -1 -2	16	1
1 -1 245 -1 -2	517	2
62 -1 50 -1 59 -1 253 -1 -2	7	1
3 -1 33 -1 115 -1 44 -1 -2	1	1
87 -1 47 -1 57 -1 -2	2	1
26 -1 168 -1 -2	20	1
141 -1 -2	104	4
1 -1 42 -1 -2	223	1
23 -1 55 -1 46 -1 309 -1 -2	2	1
56 -1 -2	245	10
202 -1 245 -1 -2	4	1
17 -1 113 -1 7 -1 -2	52	1
41 -1 117 -1 143 -1 -2	193	1
40 -1 247 -1 -2	74	1
8 -1 18 -1 35 -1 -2	222	1
64 -1 97 -1 69 -1 12 -1 71 -1 87 -1 -2	1	1
10 -1 20 -1 14 -1 57 -1 132 -1 69 -1 76 -1 261 -1 45 -1 -2	1	1
47 -1 44 -1 -2	55	2
82 -1 114 -1 120 -1 5 -1 -2	2	1
23 -1 -2	442	30
9 -1 46 -1 -2	212	1
9 -1 13 -1 22 -1 31 -1 147 -1 -2	7	1
15 -1 28 -1 139 -1 -2	42	1
80 -1 139 -1 255 -1 -2	7	1
143 -1 253 -1 -2	569	1
99 -1 -2	44	2
9 -1 197 -1 25 -1 -2	6	1
117 -1 245 -1 34 -1 -2	43	1
64 -1 253 -1 -2	144	1
108 -1 79 -1 55 -1 -2	3	1
39 -1 253 -1 -2	278	2
27 -1 169 -1 -2	7	1
37 -1 6 -1 -2	74	1
36 -1 40 -1 309 -1 54 -1 -2	1	1
19 -1 143 -1 -2	278	1
8 -1 23 -1 247 -1 -2	80	1
65 -1 -2	180	7
55 -1 45 -1 -2	61	1
121 -1 45 -1 143 -1 163 -1 -2	2	1
9 -1 91 -1 246 -1 -2	16	1
34 -1 36 -1 -2	98	1
86 -1 246 -1 12 -1 -2	1	1
72 -1 56 -1 70 -1 253 -1 -2	4	1
18 -1 -2	552	22
179 -1 54 -1 -2	4	1
30 -1 42 -1 81 -1 246 -1 -2	2	1
21 -1 35 -1 56 -1 14 -1 55 -1 73 -1 86 -1 258 -1 -2	1	1
39 -1 -2	340	11
70 -1 35 -1 52 -1 44 -1 22 -1 -2	1	1
9 -1 132 -1 54 -1 -2	35	1
24 -1 -2	357	22
13 -1 35 -1 245 -1 59 -1 -2	14	1
10 -1 73 -1 12 -1 139 -1 7 -1 -2	1	1
24 -1 27 -1 84 -1 114 -1 145 -1 179 -1 209 -1 -2	1	1
3 -1 119 -1 -2	16	1
74 -1 187 -1 -2	13	2
30 -1 35 -1 113 -1 1 -1 65 -1 -2	1	1
48 -1 118 -1 191 -1 -2	22	1
2 -1 7 -1 67 -1 79 -1 -2	5	1
26 -1 1 -1 13 -1 117 -1 -2	4	1
29 -1 120 -1 180 -1 -2	3	1
36 -1 86 -1 -2	29	1
5 -1 -2	352	15
2 -1 44 -1 6 -1 -2	26	1
21 -1 1 -1 32 -1 59 -1 3 -1 139 -1 -2	1	1
56 -1 34 -1 -2	54	1
8 -1 10 -1 99 -1 132 -1 115 -1 54 -1 100 -1 185 -1 -2	1	1
17 -1 46 -1 25 -1 -2	58	1
18 -1 138 -1 -2	4	1
32 -1 113 -1 253 -1 -2	84	1
61 -1 64 -1 -2	43	1
65 -1 113 -1 -2	53	1
20 -1 23 -1 -2	153	1
12 -1 63 -1 43 -1 -2	7	1
38 -1 78 -1 62 -1 118 -1 24 -1 146 -1 -2	1	1
26 -1 39 -1 -2	201	1
29 -1 36 -1 132 -1 46 -1 -2	4	1
26 -1 144 -1 -2	354	2
4 -1 54 -1 -2	104	1
14 -1 15 -1 141 -1 84 -1 -2	2	1
30 -1 37 -1 33 -1 149 -1 -2	3	1
36 -1 34 -1 118 -1 139 -1 246 -1 -2	13	1
11 -1 101 -1 7 -1 37 -1 -2	1	1
22 -1 195 -1 245 -1 -2	42	1
18 -1 60 -1 209 -1 -2	10	1
22 -1 8 -1 121 -1 30 -1 -2	1	1
68 -1 58 -1 18 -1 45 -1 -2	3	1
53 -1 153 -1 -2	22	1
68 -1 -2	190	5
49 -1 132 -1 61 -1 262 -1 -2	5	1
82 -1 47 -1 17 -1 -2	3	1
18 -1 125 -1 88 -1 59 -1 -2	1	1
84 -1 8 -1 89 -1 21 -1 69 -1 118 -1 146 -1 -2	1	1
12 -1 37 -1 198 -1 250 -1 -2	3	1
31 -1 -2	417	15
48 -1 -2	294	12
14 -1 111 -1 104 -1 186 -1 12 -1 258 -1 -2	1	1
68 -1 40 -1 -2	40	1
83 -1 110 -1 -2	23	1
18 -1 112 -1 1 -1 70 -1 33 -1 -2	1	1
20 -1 133 -1 149 -1 6 -1 59 -1 -2	1	1
41 -1 43 -1 253 -1 -2	61	1
54 -1 78 -1 28 -1 47 -1 117 -1 -2	1	1
9 -1 79 -1 13 -1 11 -1 -2	4	1
88 -1 73 -1 85 -1 -2	1	1
4 -1 72 -1 91 -1 25 -1 73 -1 60 -1 65 -1 6 -1 -2	1	1
20 -1 71 -1 -2	47	1
22 -1 79 -1 162 -1 7 -1 -2	3	1
55 -1 12 -1 53 -1 28 -1 37 -1 13 -1 54 -1 72 -1 39 -1 -2	1	1
44 -1 57 -1 68 -1 56 -1 -2	2	1
7 -1 69 -1 -2	33	2
34 -1 27 -1 110 -1 139 -1 247 -1 -2	8	1
28 -1 143 -1 245 -1 48 -1 309 -1 -2	6	1
46 -1 54 -1 -2	80	2
146 -1 39 -1 -2	23	1
112 -1 62 -1 11 -1 58 -1 75 -1 -2	1	1
59 -1 13 -1 253 -1 -2	25	1
37 -1 3 -1 210 -1 28 -1 50 -1 -2	1	1
67 -1 139 -1 253 -1 -2	68	1
134 -1 253 -1 -2	63	1
17 -1 117 -1 29 -1 70 -1 -2	4	1
12 -1 135 -1 -2	23	1
18 -1 25 -1 21 -1 139 -1 10 -1 184 -1 -2	1	1
2 -1 136 -1 -2	47	1
4 -1 82 -1 46 -1 247 -1 60 -1 -2	1	1
247 -1 254 -1 -2	20	1
14 -1 79 -1 23 -1 67 -1 68 -1 -2	1	1
25 -1 16 -1 -2	67	1
5 -1 15 -1 79 -1 18 -1 144 -1 150 -1 -2	1	1
6 -1 -2	324	8
34 -1 18 -1 96 -1 85 -1 -2	1	1
32 -1 149 -1 -2	107	2
1 -1 84 -1 113 -1 -2	27	1
9 -1 119 -1 -2	59	1
79 -1 171 -1 189 -1 -2	1	1
49 -1 6 -1 -2	50	1
52 -1 24 -1 -2	64	1
4 -1 90 -1 51 -1 64 -1 21 -1 210 -1 -2	1	1
78 -1 143 -1 -2	326	2
65 -1 1 -1 118 -1 -2	13	1
7 -1 195 -1 -2	59	1
31 -1 17 -1 3 -1 -2	14	1
113 -1 255 -1 -2	72	1
24 -1 78 -1 14 -1 72 -1 117 -1 -2	1	1
25 -1 20 -1 -2	61	1
65 -1 245 -1 -2	119	2
3 -1 -2	219	6
44 -1 40 -1 50 -1 132 -1 84 -1 -2	1	1
113 -1 -2	341	13
61 -1 74 -1 16 -1 122 -1 47 -1 -2	1	1
49 -1 -2	269	10
69 -1 41 -1 46 -1 247 -1 -2	2	1
13 -1 54 -1 20 -1 168 -1 -2	1	1
21 -1 245 -1 -2	168	2
88 -1 176 -1 -2	1	1
18 -1 113 -1 117 -1 -2	185	1
45 -1 26 -1 -2	82	1
12 -1 13 -1 -2	86	1
50 -1 6 -1 49 -1 -2	5	1
37 -1 28 -1 44 -1 109 -1 20 -1 245 -1 -2	1	1
9 -1 43 -1 255 -1 -2	38	1
33 -1 37 -1 110 -1 14 -1 71 -1 -2	1	1
117 -1 1 -1 246 -1 -2	49	1
25 -1 14 -1 15 -1 47 -1 -2	3	1
35 -1 39 -1 143 -1 43 -1 -2	15	1
79 -1 33 -1 -2	80	1
53 -1 132 -1 40 -1 21 -1 -2	6	1
198 -1 -2	37	1
17 -1 9 -1 133 -1 -2	37	1
1 -1 11 -1 23 -1 120 -1 -2	17	1
77 -1 -2	100	4
6 -1 5 -1 28 -1 33 -1 253 -1 -2	4	1
42 -1 18 -1 1 -1 40 -1 141 -1 245 -1 -2	1	1
25 -1 16 -1 31 -1 139 -1 144 -1 55 -1 71 -1 -2	1	1
20 -1 -2	428	19
138 -1 90 -1 115 -1 -2	1	1
118 -1 41 -1 150 -1 245 -1 -2	11	1
17 -1 75 -1 60 -1 81 -1 -2	3	1
119 -1 13 -1 34 -1 94 -1 89 -1 -2	1	1
166 -1 -2	22	2
105 -1 119 -1 133 -1 57 -1 -2	1	1
89 -1 246 -1 49 -1 -2	6	1
248 -1 11 -1 -2	6	1
20 -1 17 -1 149 -1 10 -1 -2	2	1
76 -1 245 -1 -2	84	1
78 -1 11 -1 92 -1 87 -1 119 -1 -2	1	1
28 -1 29 -1 114 -1 245 -1 -2	11	1
117 -1 -2	575	27
44 -1 38 -1 46 -1 149 -1 -2	2	1
55 -1 117 -1 69 -1 -2	5	1
44 -1 191 -1 -2	24	1
45 -1 52 -1 56 -1 6 -1 -2	3	1
35 -1 24 -1 255 -1 -2	42	1
8 -1 46 -1 198 -1 -2	10	1
48 -1 256 -1 34 -1 -2	3	1
47 -1 -2	302	17
53 -1 84 -1 117 -1 132 -1 -2	5	1
105 -1 49 -1 245 -1 -2	1	1
36 -1 176 -1 67 -1 -2	1	1
31 -1 139 -1 246 -1 -2	93	1
69 -1 30 -1 72 -1 -2	6	1
48 -1 35 -1 13 -1 -2	15	1
9 -1 27 -1 53 -1 -2	98	1
37 -1 117 -1 139 -1 -2	104	1
21 -1 67 -1 -2	29	2
31 -1 113 -1 139 -1 39 -1 -2	6	1
8 -1 66 -1 117 -1 33 -1 -2	9	1
9 -1 102 -1 -2	19	1
1 -1 28 -1 -2	317	1
86 -1 117 -1 25 -1 -2	5	1
42 -1 -2	289	15
109 -1 -2	92	6
19 -1 113 -1 44 -1 -2	17	1
1 -1 133 -1 247 -1 -2	99	1
119 -1 -2	75	2
37 -1 16 -1 54 -1 145 -1 52 -1 -2	1	1
13 -1 24 -1 189 -1 -2	18	1
33 -1 6 -1 -2	64	1
52 -1 25 -1 -2	61	1
35 -1 45 -1 37 -1 -2	23	1
35 -1 120 -1 43 -1 146 -1 -2	2	1
82 -1 132 -1 -2	25	1
4 -1 33 -1 -2	123	2
114 -1 -2	199	13
110 -1 250 -1 -2	74	1
4 -1 144 -1 -2	220	2
14 -1 24 -1 60 -1 44 -1 11 -1 113 -1 -2	1	1
26 -1 27 -1 117 -1 -2	263	1
46 -1 11 -1 26 -1 -2	25	1
9 -1 191 -1 193 -1 -2	9	1
1 -1 120 -1 139 -1 82 -1 247 -1 -2	2	1
67 -1 15 -1 -2	46	1
8 -1 10 -1 76 -1 41 -1 19 -1 -2	2	1
22 -1 70 -1 30 -1 253 -1 -2	12	1
13 -1 177 -1 -2	3	1
55 -1 -2	234	10
144 -1 24 -1 -2	58	1
52 -1 54 -1 71 -1 78 -1 3 -1 -2	1	1
144 -1 245 -1 -2	334	2
9 -1 68 -1 19 -1 -2	31	1
30 -1 132 -1 133 -1 -2	49	1
31 -1 45 -1 -2	106	1
19 -1 143 -1 16 -1 -2	34	1
95 -1 84 -1 44 -1 65 -1 6 -1 -2	1	1
14 -1 18 -1 64 -1 -2	39	1
3 -1 246 -1 -2	106	1
36 -1 134 -1 149 -1 -2	30	1
17 -1 10 -1 108 -1 26 -1 41 -1 133 -1 29 -1 144 -1 77 -1 256 -1 -2	1	1
118 -1 144 -1 -2	327	2
84 -1 131 -1 147 -1 149 -1 -2	1	1
