#subsequence (s \in Sample : s ~ D)	freq(s,D)	freq(s,Sample)

111 -1 -2	73	14
66 -1 -2	170	39
1 -1 78 -1 -2	277	2
138 -1 -2	6	2
110 -1 136 -1 -2	51	1
72 -1 -2	153	33
18 -1 51 -1 -2	153	1
4 -1 29 -1 245 -1 -2	78	1
8 -1 118 -1 -2	361	1
10 -1 247 -1 -2	158	1
113 -1 -2	341	78
120 -1 133 -1 -2	68	1
44 -1 -2	315	74
30 -1 46 -1 -2	66	1
2 -1 28 -1 -2	143	1
68 -1 32 -1 -2	54	2
136 -1 -2	104	23
36 -1 114 -1 -2	119	1
34 -1 6 -1 -2	57	1
8 -1 35 -1 118 -1 132 -1 -2	116	1
17 -1 16 -1 -2	240	1
199 -1 253 -1 -2	37	1
9 -1 27 -1 -2	333	2
11 -1 31 -1 -2	171	1
110 -1 199 -1 -2	39	1
260 -1 -2	24	4
88 -1 -2	62	12
45 -1 15 -1 -2	69	1
76 -1 149 -1 -2	39	1
19 -1 27 -1 -2	155	1
68 -1 -2	190	27
89 -1 252 -1 -2	6	1
119 -1 -2	75	17
5 -1 246 -1 -2	187	1
95 -1 -2	37	11
35 -1 18 -1 -2	126	1
88 -1 246 -1 -2	35	1
54 -1 9 -1 -2	41	1
198 -1 -2	37	5
9 -1 73 -1 34 -1 -2	33	1
114 -1 12 -1 -2	44	1
174 -1 -2	12	2
24 -1 -2	357	78
13 -1 139 -1 37 -1 -2	26	1
27 -1 117 -1 70 -1 58 -1 -2	4	1
58 -1 246 -1 261 -1 -2	3	1
133 -1 107 -1 47 -1 -2	1	1
247 -1 -2	202	41
13 -1 53 -1 -2	154	2
118 -1 19 -1 -2	72	1
50 -1 146 -1 -2	49	1
61 -1 117 -1 -2	105	1
166 -1 -2	22	8
1 -1 49 -1 45 -1 -2	45	1
259 -1 -2	93	16
94 -1 18 -1 -2	12	1
65 -1 -2	180	27
28 -1 253 -1 -2	368	3
68 -1 254 -1 -2	12	1
32 -1 19 -1 -2	77	1
58 -1 49 -1 -2	54	1
21 -1 150 -1 -2	57	1
43 -1 64 -1 -2	36	2
58 -1 2 -1 54 -1 -2	4	1
13 -1 40 -1 -2	157	1
1 -1 28 -1 -2	317	2
141 -1 -2	104	14
286 -1 -2	19	4
11 -1 26 -1 -2	224	1
84 -1 -2	94	21
78 -1 68 -1 -2	52	1
35 -1 36 -1 -2	377	2
189 -1 -2	83	18
117 -1 25 -1 -2	122	2
30 -1 132 -1 -2	99	1
8 -1 21 -1 -2	238	1
8 -1 54 -1 132 -1 -2	59	1
10 -1 136 -1 -2	58	1
34 -1 121 -1 -2	12	1
39 -1 209 -1 -2	33	1
126 -1 -2	7	1
27 -1 15 -1 -2	127	1
112 -1 36 -1 -2	14	1
2 -1 65 -1 -2	65	2
26 -1 31 -1 -2	276	1
40 -1 295 -1 -2	5	1
74 -1 98 -1 -2	9	1
117 -1 246 -1 -2	321	3
18 -1 253 -1 -2	478	2
70 -1 -2	200	35
50 -1 48 -1 143 -1 -2	38	1
15 -1 79 -1 66 -1 133 -1 250 -1 -2	2	1
12 -1 22 -1 74 -1 -2	10	1
51 -1 -2	262	52
137 -1 -2	26	7
93 -1 -2	32	9
70 -1 143 -1 -2	161	1
103 -1 -2	25	3
38 -1 253 -1 -2	270	2
41 -1 246 -1 -2	193	2
13 -1 29 -1 -2	172	1
20 -1 120 -1 -2	62	1
114 -1 59 -1 -2	29	1
13 -1 28 -1 26 -1 -2	25	1
44 -1 247 -1 -2	78	2
72 -1 256 -1 -2	18	1
181 -1 245 -1 -2	30	1
79 -1 38 -1 -2	70	1
113 -1 56 -1 -2	54	1
213 -1 -2	10	1
41 -1 141 -1 -2	55	1
28 -1 38 -1 -2	124	1
13 -1 136 -1 -2	60	1
1 -1 18 -1 -2	369	2
79 -1 52 -1 -2	65	1
283 -1 -2	17	4
262 -1 -2	96	24
43 -1 -2	285	57
46 -1 132 -1 191 -1 -2	21	1
16 -1 35 -1 -2	116	2
86 -1 -2	67	12
80 -1 42 -1 -2	21	1
8 -1 69 -1 -2	168	1
90 -1 -2	56	7
23 -1 144 -1 -2	217	1
30 -1 22 -1 -2	80	1
28 -1 110 -1 -2	168	1
41 -1 245 -1 -2	240	1
72 -1 71 -1 -2	34	1
20 -1 62 -1 -2	65	1
24 -1 85 -1 -2	15	1
113 -1 86 -1 -2	18	1
6 -1 78 -1 -2	72	1
3 -1 257 -1 -2	11	1
10 -1 51 -1 -2	136	1
270 -1 -2	1	2
35 -1 66 -1 37 -1 -2	11	1
197 -1 -2	51	15
55 -1 59 -1 -2	43	1
25 -1 63 -1 -2	36	1
35 -1 117 -1 -2	431	3
8 -1 10 -1 32 -1 246 -1 -2	52	1
56 -1 62 -1 -2	40	1
143 -1 246 -1 -2	349	1
22 -1 4 -1 -2	75	1
36 -1 32 -1 -2	157	1
64 -1 25 -1 -2	43	1
43 -1 245 -1 -2	166	1
69 -1 39 -1 -2	68	1
84 -1 253 -1 -2	75	1
2 -1 11 -1 -2	176	1
96 -1 -2	31	6
18 -1 143 -1 -2	433	1
79 -1 16 -1 -2	82	1
32 -1 41 -1 -2	90	2
176 -1 -2	6	1
193 -1 -2	13	5
39 -1 250 -1 -2	53	1
59 -1 43 -1 -2	52	1
27 -1 17 -1 -2	93	1
153 -1 -2	35	5
7 -1 12 -1 65 -1 -2	6	1
8 -1 32 -1 -2	291	1
43 -1 27 -1 16 -1 -2	15	1
1 -1 7 -1 253 -1 27 -1 -2	10	1
61 -1 69 -1 -2	36	1
17 -1 52 -1 -2	181	1
97 -1 38 -1 -2	12	1
18 -1 41 -1 -2	203	3
38 -1 -2	336	52
40 -1 78 -1 143 -1 -2	75	1
28 -1 117 -1 58 -1 -2	33	1
190 -1 -2	75	9
53 -1 28 -1 309 -1 -2	3	1
46 -1 114 -1 -2	62	1
27 -1 255 -1 -2	123	1
179 -1 -2	72	14
13 -1 195 -1 -2	74	3
13 -1 9 -1 -2	94	1
250 -1 38 -1 -2	9	1
144 -1 146 -1 -2	71	1
58 -1 16 -1 -2	55	1
24 -1 68 -1 -2	44	1
23 -1 18 -1 36 -1 147 -1 -2	5	1
199 -1 -2	46	8
10 -1 14 -1 38 -1 -2	47	1
40 -1 147 -1 -2	36	1
79 -1 132 -1 -2	104	1
4 -1 253 -1 -2	354	1
10 -1 26 -1 -2	280	1
10 -1 164 -1 -2	18	1
53 -1 72 -1 -2	43	1
189 -1 61 -1 -2	5	1
22 -1 13 -1 -2	94	1
92 -1 -2	45	10
10 -1 11 -1 5 -1 -2	36	1
45 -1 11 -1 -2	75	1
17 -1 19 -1 -2	305	1
132 -1 150 -1 -2	81	1
134 -1 -2	68	10
23 -1 46 -1 -2	101	1
17 -1 89 -1 -2	39	1
32 -1 60 -1 -2	40	1
8 -1 253 -1 -2	583	1
10 -1 18 -1 -2	239	2
14 -1 189 -1 45 -1 -2	4	1
1 -1 65 -1 63 -1 -2	36	1
28 -1 246 -1 -2	216	1
8 -1 33 -1 -2	238	2
37 -1 139 -1 -2	122	1
43 -1 108 -1 -2	21	1
187 -1 -2	37	4
139 -1 209 -1 -2	61	1
83 -1 132 -1 -2	27	1
118 -1 309 -1 -2	18	1
84 -1 86 -1 -2	11	1
25 -1 46 -1 -2	51	1
39 -1 62 -1 150 -1 -2	10	1
180 -1 -2	65	12
110 -1 144 -1 -2	261	1
102 -1 -2	22	5
52 -1 54 -1 -2	64	1
1 -1 57 -1 -2	176	1
7 -1 209 -1 -2	27	1
70 -1 163 -1 -2	8	1
8 -1 150 -1 -2	175	1
19 -1 6 -1 -2	103	1
118 -1 119 -1 -2	38	1
101 -1 149 -1 -2	19	1
28 -1 124 -1 -2	10	1
28 -1 117 -1 -2	267	1
26 -1 88 -1 -2	38	1
19 -1 245 -1 -2	261	1
67 -1 66 -1 -2	38	1
63 -1 10 -1 -2	34	1
54 -1 58 -1 -2	49	1
49 -1 144 -1 -2	120	1
163 -1 -2	27	7
27 -1 28 -1 -2	201	1
26 -1 29 -1 -2	219	1
1 -1 36 -1 -2	381	1
36 -1 262 -1 -2	71	1
2 -1 245 -1 -2	278	2
26 -1 11 -1 -2	154	1
35 -1 237 -1 -2	2	1
31 -1 34 -1 -2	107	1
99 -1 -2	44	16
7 -1 56 -1 -2	52	1
3 -1 14 -1 146 -1 -2	3	1
121 -1 -2	43	7
17 -1 23 -1 -2	313	1
35 -1 54 -1 -2	136	1
281 -1 -2	9	4
51 -1 139 -1 -2	100	1
66 -1 25 -1 -2	50	1
19 -1 46 -1 -2	107	1
35 -1 113 -1 -2	256	1
55 -1 10 -1 -2	58	1
35 -1 22 -1 -2	141	1
48 -1 16 -1 -2	71	1
18 -1 22 -1 -2	255	1
1 -1 246 -1 -2	378	2
74 -1 47 -1 52 -1 -2	8	1
79 -1 255 -1 -2	98	1
111 -1 36 -1 -2	13	1
13 -1 2 -1 -2	68	1
88 -1 85 -1 -2	10	1
29 -1 49 -1 -2	61	1
253 -1 262 -1 -2	82	2
59 -1 57 -1 -2	38	1
11 -1 39 -1 9 -1 253 -1 -2	7	1
68 -1 12 -1 -2	41	1
53 -1 258 -1 -2	31	1
3 -1 256 -1 -2	15	1
94 -1 -2	49	9
120 -1 -2	155	21
119 -1 245 -1 -2	65	1
46 -1 55 -1 -2	66	1
135 -1 48 -1 -2	12	1
10 -1 46 -1 23 -1 118 -1 -2	7	1
35 -1 90 -1 -2	19	1
143 -1 28 -1 -2	62	1
24 -1 71 -1 -2	36	1
257 -1 -2	51	10
113 -1 5 -1 -2	49	1
147 -1 -2	88	16
64 -1 134 -1 -2	9	1
28 -1 16 -1 -2	133	2
268 -1 -2	12	1
12 -1 133 -1 -2	118	2
7 -1 133 -1 150 -1 -2	28	1
4 -1 210 -1 -2	27	1
130 -1 -2	6	5
29 -1 26 -1 -2	94	1
97 -1 256 -1 -2	9	1
14 -1 117 -1 -2	250	1
11 -1 43 -1 49 -1 -2	18	1
45 -1 132 -1 20 -1 -2	15	1
9 -1 98 -1 25 -1 -2	10	1
117 -1 137 -1 33 -1 -2	4	1
41 -1 72 -1 253 -1 -2	33	1
36 -1 110 -1 32 -1 65 -1 -2	5	1
57 -1 65 -1 -2	28	1
10 -1 5 -1 18 -1 -2	21	1
60 -1 58 -1 -2	47	2
94 -1 260 -1 -2	3	1
170 -1 -2	19	5
27 -1 4 -1 -2	93	1
30 -1 23 -1 -2	98	1
20 -1 40 -1 143 -1 -2	64	1
245 -1 42 -1 -2	58	1
18 -1 34 -1 -2	174	1
1 -1 38 -1 -2	254	2
142 -1 54 -1 132 -1 -2	1	1
22 -1 64 -1 -2	82	2
3 -1 118 -1 -2	79	1
113 -1 150 -1 246 -1 -2	61	1
35 -1 143 -1 -2	484	2
47 -1 133 -1 -2	108	1
145 -1 -2	84	14
2 -1 117 -1 92 -1 -2	11	1
15 -1 3 -1 118 -1 -2	17	1
17 -1 26 -1 -2	453	2
39 -1 257 -1 -2	27	1
17 -1 83 -1 -2	46	1
28 -1 1 -1 -2	78	3
27 -1 97 -1 -2	20	1
133 -1 250 -1 -2	115	2
80 -1 -2	85	17
44 -1 23 -1 -2	81	1
8 -1 66 -1 -2	129	1
117 -1 66 -1 -2	62	1
18 -1 139 -1 -2	224	3
1 -1 74 -1 -2	136	1
12 -1 209 -1 -2	37	1
123 -1 25 -1 -2	3	1
5 -1 21 -1 -2	129	1
74 -1 98 -1 149 -1 209 -1 -2	2	1
25 -1 218 -1 -2	10	1
310 -1 -2	25	2
46 -1 253 -1 -2	272	2
68 -1 79 -1 23 -1 -2	14	1
2 -1 26 -1 24 -1 -2	65	1
4 -1 39 -1 -2	143	2
165 -1 -2	21	5
3 -1 24 -1 -2	51	1
87 -1 -2	51	7
92 -1 62 -1 -2	14	1
108 -1 153 -1 -2	7	1
24 -1 12 -1 -2	89	1
117 -1 17 -1 -2	30	1
55 -1 74 -1 68 -1 -2	4	1
111 -1 118 -1 -2	44	1
78 -1 50 -1 -2	73	1
144 -1 64 -1 -2	22	1
63 -1 26 -1 113 -1 -2	19	1
41 -1 115 -1 117 -1 70 -1 -2	1	1
133 -1 52 -1 -2	38	1
10 -1 15 -1 -2	178	1
56 -1 248 -1 -2	28	1
21 -1 144 -1 245 -1 -2	94	1
4 -1 2 -1 -2	69	1
61 -1 259 -1 -2	24	1
12 -1 53 -1 -2	71	1
10 -1 114 -1 28 -1 -2	15	1
123 -1 17 -1 -2	2	1
4 -1 19 -1 -2	151	1
50 -1 257 -1 84 -1 -2	2	1
2 -1 46 -1 110 -1 -2	45	1
70 -1 1 -1 -2	33	1
15 -1 5 -1 -2	88	1
62 -1 246 -1 -2	101	1
70 -1 55 -1 -2	36	1
133 -1 170 -1 -2	11	1
32 -1 247 -1 -2	93	1
143 -1 46 -1 -2	63	1
154 -1 52 -1 253 -1 -2	1	1
249 -1 -2	28	3
12 -1 54 -1 -2	76	1
49 -1 4 -1 48 -1 69 -1 -2	1	1
152 -1 -2	5	1
35 -1 67 -1 -2	96	1
10 -1 56 -1 -2	125	1
85 -1 -2	61	8
146 -1 -2	162	36
135 -1 150 -1 -2	32	1
12 -1 32 -1 197 -1 -2	4	1
13 -1 32 -1 255 -1 -2	39	1
14 -1 57 -1 -2	78	2
5 -1 25 -1 245 -1 -2	51	1
74 -1 3 -1 -2	28	1
121 -1 33 -1 -2	14	1
61 -1 88 -1 -2	17	1
11 -1 253 -1 -2	391	3
247 -1 254 -1 -2	20	1
23 -1 37 -1 -2	120	2
53 -1 259 -1 -2	42	1
146 -1 15 -1 -2	27	1
37 -1 133 -1 -2	93	1
104 -1 -2	21	5
20 -1 16 -1 -2	123	1
76 -1 81 -1 -2	23	1
49 -1 149 -1 -2	82	1
8 -1 23 -1 -2	331	2
110 -1 143 -1 -2	347	2
37 -1 92 -1 -2	10	1
53 -1 255 -1 -2	67	2
108 -1 50 -1 -2	29	1
38 -1 9 -1 -2	58	1
14 -1 70 -1 -2	65	1
100 -1 68 -1 -2	7	1
40 -1 81 -1 6 -1 -2	2	1
75 -1 246 -1 -2	51	1
21 -1 246 -1 -2	140	1
12 -1 246 -1 -2	158	1
64 -1 118 -1 -2	64	2
23 -1 143 -1 -2	289	1
105 -1 57 -1 149 -1 -2	2	1
26 -1 218 -1 -2	17	1
139 -1 174 -1 102 -1 -2	1	1
27 -1 246 -1 -2	276	1
30 -1 37 -1 -2	75	1
74 -1 108 -1 245 -1 9 -1 -2	1	1
68 -1 143 -1 76 -1 -2	12	1
59 -1 253 -1 -2	177	1
37 -1 66 -1 -2	54	2
96 -1 147 -1 -2	4	1
15 -1 250 -1 -2	62	1
60 -1 28 -1 -2	54	1
33 -1 64 -1 139 -1 -2	14	1
79 -1 47 -1 -2	66	2
28 -1 114 -1 -2	76	1
20 -1 78 -1 -2	142	1
96 -1 16 -1 -2	11	1
253 -1 33 -1 -2	32	1
14 -1 72 -1 -2	51	1
19 -1 79 -1 -2	137	2
7 -1 23 -1 -2	79	2
62 -1 9 -1 -2	22	1
31 -1 36 -1 -2	182	1
146 -1 250 -1 17 -1 -2	1	1
27 -1 58 -1 -2	105	1
40 -1 168 -1 -2	9	1
12 -1 30 -1 -2	101	1
17 -1 117 -1 -2	488	1
81 -1 -2	92	18
144 -1 250 -1 -2	78	1
18 -1 14 -1 -2	138	2
73 -1 255 -1 -2	52	1
13 -1 16 -1 -2	180	2
125 -1 84 -1 -2	3	1
73 -1 78 -1 -2	113	2
121 -1 179 -1 -2	8	1
60 -1 27 -1 117 -1 -2	43	1
10 -1 143 -1 -2	390	2
17 -1 144 -1 245 -1 -2	282	1
17 -1 36 -1 -2	373	2
8 -1 69 -1 67 -1 -2	33	1
18 -1 17 -1 257 -1 -2	5	1
35 -1 149 -1 16 -1 -2	27	1
53 -1 1 -1 -2	63	1
1 -1 64 -1 -2	140	1
46 -1 144 -1 -2	154	2
9 -1 5 -1 16 -1 -2	27	1
19 -1 71 -1 -2	50	1
64 -1 33 -1 -2	37	1
9 -1 23 -1 -2	283	1
18 -1 144 -1 44 -1 -2	26	1
8 -1 18 -1 -2	393	2
11 -1 81 -1 -2	37	1
147 -1 150 -1 -2	61	1
195 -1 198 -1 -2	37	1
63 -1 61 -1 -2	48	1
40 -1 73 -1 -2	44	1
36 -1 22 -1 63 -1 82 -1 248 -1 -2	1	1
2 -1 50 -1 -2	129	1
219 -1 -2	11	2
114 -1 146 -1 -2	47	1
245 -1 46 -1 -2	37	2
11 -1 247 -1 -2	130	1
1 -1 23 -1 -2	317	1
23 -1 45 -1 -2	122	1
23 -1 1 -1 -2	94	2
5 -1 133 -1 -2	130	1
11 -1 27 -1 -2	196	1
88 -1 117 -1 143 -1 -2	32	1
9 -1 117 -1 -2	434	1
36 -1 195 -1 -2	122	3
8 -1 108 -1 109 -1 -2	59	1
8 -1 86 -1 -2	56	1
50 -1 65 -1 262 -1 -2	9	1
8 -1 144 -1 -2	376	2
82 -1 -2	93	14
1 -1 165 -1 -2	21	1
10 -1 111 -1 -2	43	1
31 -1 21 -1 -2	109	1
11 -1 144 -1 -2	238	2
46 -1 111 -1 -2	28	1
71 -1 38 -1 -2	39	1
1 -1 77 -1 3 -1 -2	13	1
9 -1 6 -1 -2	190	1
34 -1 9 -1 177 -1 -2	2	1
133 -1 144 -1 195 -1 -2	45	1
44 -1 32 -1 -2	88	1
3 -1 144 -1 -2	118	2
18 -1 117 -1 -2	376	3
6 -1 14 -1 -2	67	2
36 -1 133 -1 30 -1 -2	38	1
26 -1 143 -1 -2	486	2
23 -1 84 -1 -2	40	1
210 -1 -2	36	8
23 -1 39 -1 -2	129	1
65 -1 26 -1 -2	56	1
117 -1 2 -1 -2	59	1
57 -1 259 -1 -2	38	1
25 -1 11 -1 -2	65	2
128 -1 -2	3	2
32 -1 8 -1 -2	41	1
97 -1 113 -1 -2	21	1
50 -1 24 -1 -2	65	1
263 -1 -2	9	3
27 -1 7 -1 143 -1 -2	83	1
1 -1 49 -1 -2	201	2
70 -1 83 -1 86 -1 -2	3	1
266 -1 -2	35	5
195 -1 247 -1 -2	38	1
13 -1 31 -1 76 -1 -2	21	1
56 -1 13 -1 -2	45	1
53 -1 30 -1 -2	80	1
55 -1 15 -1 -2	48	1
7 -1 135 -1 -2	26	2
56 -1 65 -1 -2	35	1
202 -1 -2	9	2
8 -1 23 -1 245 -1 -2	197	1
60 -1 74 -1 -2	28	1
61 -1 103 -1 -2	7	1
36 -1 54 -1 -2	123	1
58 -1 253 -1 -2	210	1
51 -1 146 -1 -2	54	1
7 -1 42 -1 -2	71	1
19 -1 45 -1 -2	112	2
309 -1 -2	32	3
17 -1 245 -1 -2	478	3
100 -1 -2	25	2
52 -1 252 -1 -2	27	1
2 -1 87 -1 -2	25	1
79 -1 113 -1 195 -1 -2	72	1
108 -1 27 -1 -2	19	1
24 -1 7 -1 -2	84	1
31 -1 144 -1 -2	213	1
9 -1 246 -1 -2	338	2
141 -1 144 -1 -2	46	1
9 -1 63 -1 -2	137	1
122 -1 69 -1 -2	3	1
18 -1 248 -1 -2	62	2
143 -1 166 -1 -2	19	1
33 -1 38 -1 256 -1 -2	7	1
11 -1 12 -1 -2	141	1
18 -1 37 -1 -2	167	2
31 -1 6 -1 -2	100	1
2 -1 71 -1 184 -1 -2	3	1
9 -1 37 -1 -2	217	1
7 -1 143 -1 -2	220	1
48 -1 118 -1 -2	117	1
144 -1 48 -1 -2	45	1
132 -1 29 -1 -2	61	1
10 -1 61 -1 246 -1 -2	40	1
1 -1 50 -1 -2	217	1
5 -1 245 -1 -2	239	1
29 -1 66 -1 -2	46	1
8 -1 50 -1 -2	212	1
43 -1 144 -1 -2	131	1
89 -1 20 -1 -2	15	1
49 -1 245 -1 -2	168	1
2 -1 72 -1 256 -1 -2	10	1
14 -1 149 -1 -2	147	1
4 -1 37 -1 24 -1 -2	22	1
121 -1 139 -1 -2	33	1
61 -1 187 -1 253 -1 -2	10	1
184 -1 -2	48	13
42 -1 266 -1 -2	12	1
73 -1 17 -1 43 -1 -2	7	1
168 -1 -2	33	3
16 -1 71 -1 246 -1 -2	18	1
82 -1 106 -1 -2	4	1
50 -1 13 -1 -2	51	1
47 -1 36 -1 1 -1 53 -1 -2	1	1
66 -1 22 -1 118 -1 -2	23	1
11 -1 46 -1 -2	129	3
16 -1 118 -1 -2	136	1
55 -1 187 -1 -2	7	1
25 -1 254 -1 -2	23	1
39 -1 61 -1 -2	47	1
74 -1 37 -1 139 -1 250 -1 -2	3	1
38 -1 39 -1 -2	104	1
36 -1 110 -1 -2	256	3
114 -1 13 -1 -2	21	1
20 -1 22 -1 -2	148	1
2 -1 56 -1 -2	105	1
82 -1 53 -1 70 -1 -2	5	1
1 -1 144 -1 -2	405	2
29 -1 19 -1 -2	90	1
33 -1 146 -1 51 -1 -2	4	1
77 -1 6 -1 -2	17	1
51 -1 143 -1 -2	167	1
35 -1 145 -1 -2	71	2
10 -1 16 -1 -2	183	1
58 -1 53 -1 -2	59	1
38 -1 22 -1 -2	78	1
120 -1 27 -1 -2	10	1
59 -1 17 -1 -2	42	1
17 -1 50 -1 -2	199	1
10 -1 78 -1 -2	220	1
22 -1 117 -1 -2	287	3
36 -1 108 -1 149 -1 -2	36	1
27 -1 113 -1 -2	172	1
10 -1 21 -1 209 -1 -2	10	1
26 -1 72 -1 -2	82	1
7 -1 118 -1 -2	130	1
22 -1 26 -1 70 -1 189 -1 -2	7	1
14 -1 16 -1 -2	132	1
111 -1 47 -1 -2	18	1
133 -1 44 -1 -2	35	1
1 -1 65 -1 -2	147	1
78 -1 120 -1 -2	71	1
79 -1 50 -1 -2	69	1
25 -1 256 -1 -2	31	1
13 -1 98 -1 -2	23	1
9 -1 248 -1 -2	69	1
39 -1 70 -1 149 -1 -2	14	1
62 -1 53 -1 -2	49	2
24 -1 33 -1 -2	92	1
66 -1 69 -1 -2	30	1
72 -1 17 -1 -2	36	1
44 -1 38 -1 -2	79	2
42 -1 96 -1 38 -1 -2	3	1
103 -1 144 -1 -2	8	1
32 -1 190 -1 86 -1 -2	3	1
