#subsequence (s \in Sample : s ~ D)	freq(s,D)	freq(s,Sample)

5 -1 1 5 -1 1 4 -1 1 8 -1 -2	368	1
10 -1 8 -1 1 9 -1 6 -1 -2	58	1
7 -1 1 -1 8 -1 8 -1 1 -1 -2	1105	1
9 -1 1 5 -1 7 9 -1 5 -1 1 -1 5 -1 10 -1 -2	95	1
2 -1 10 -1 7 -1 5 -1 -2	238	1
1 -1 5 -1 1 -1 6 -1 -2	251	1
1 -1 8 -1 5 -1 -2	3026	4
1 -1 1 -1 4 -1 4 -1 -2	638	1
7 -1 1 9 -1 -2	2497	4
8 -1 8 -1 7 9 -1 1 10 -1 -2	243	1
2 -1 8 -1 9 -1 9 -1 -2	1130	1
1 -1 3 5 7 9 -1 3 -1 5 -1 7 -1 -2	155	1
9 -1 4 7 -1 4 -1 9 -1 -2	311	1
1 8 -1 -2	3867	51
1 -1 9 -1 8 -1 1 -1 -2	2253	1
7 10 -1 8 -1 9 -1 2 7 -1 1 9 -1 1 -1 3 -1 -2	26	1
5 7 -1 1 -1 2 -1 9 -1 5 -1 -2	539	1
4 -1 9 -1 3 -1 -2	326	1
10 -1 1 -1 8 -1 -2	722	2
5 -1 2 -1 5 -1 -2	1972	2
1 -1 1 -1 5 8 -1 8 -1 1 9 -1 -2	1010	1
1 -1 2 -1 9 -1 1 -1 1 -1 1 -1 8 10 -1 -2	52	1
3 -1 1 -1 -2	1536	23
5 8 -1 8 -1 2 -1 -2	1259	1
5 -1 3 5 7 -1 1 7 -1 2 -1 7 8 -1 9 -1 5 -1 -2	49	1
4 -1 1 -1 9 -1 9 -1 4 -1 -2	366	1
5 -1 7 -1 -2	3622	26
1 -1 7 8 -1 2 5 -1 7 -1 7 -1 4 5 9 -1 9 -1 9 -1 -2	22	1
5 -1 5 -1 9 -1 -2	4210	5
5 -1 7 9 -1 7 -1 5 -1 -2	1525	1
5 -1 1 -1 1 -1 9 -1 -2	2679	1
5 10 -1 7 -1 9 -1 -2	473	1
9 -1 1 -1 1 7 -1 -2	1976	1
5 -1 3 5 -1 8 -1 -2	904	1
1 5 -1 -2	4507	69
5 8 -1 -2	4141	23
1 -1 1 -1 1 -1 -2	5023	30
9 -1 3 -1 -2	1603	15
2 9 -1 1 -1 -2	1599	4
3 4 -1 5 -1 3 5 -1 -2	167	1
5 8 -1 6 7 -1 2 -1 -2	85	1
8 -1 10 -1 4 7 -1 7 -1 1 -1 4 -1 -2	28	1
3 -1 2 5 -1 -2	627	1
4 -1 4 -1 9 -1 -2	869	1
4 5 7 9 -1 5 8 10 -1 2 -1 4 9 -1 1 5 -1 2 -1 -2	12	1
1 -1 2 9 -1 5 -1 -2	1208	2
2 3 9 -1 -2	429	2
1 -1 5 7 -1 1 -1 -2	2002	1
2 8 -1 9 -1 1 2 -1 2 7 -1 -2	284	1
4 -1 3 -1 -2	445	1
1 -1 2 3 -1 9 -1 2 -1 1 2 -1 -2	146	1
1 8 -1 4 -1 1 -1 3 4 -1 -2	103	1
7 -1 1 7 8 -1 -2	1501	1
2 -1 2 -1 1 -1 -2	1666	2
2 -1 1 5 -1 -2	1669	1
7 -1 4 -1 8 -1 3 7 9 -1 5 -1 1 7 -1 8 -1 9 -1 -2	17	1
9 -1 5 -1 5 -1 -2	4129	3
2 9 -1 3 4 -1 1 8 -1 2 -1 1 -1 9 -1 -2	29	1
5 -1 7 -1 3 -1 10 -1 2 8 -1 1 -1 1 -1 1 5 -1 -2	12	1
6 8 9 -1 9 -1 -2	203	1
5 10 -1 -2	1022	2
9 -1 2 -1 5 -1 6 -1 1 -1 7 -1 -2	47	1
2 5 8 10 -1 1 -1 6 8 -1 -2	18	1
9 -1 7 -1 2 -1 1 5 -1 -2	704	1
1 9 -1 2 -1 1 -1 -2	1337	1
1 10 -1 10 -1 1 -1 9 -1 1 -1 -2	251	1
9 -1 8 -1 1 8 -1 -2	2345	2
1 4 5 8 -1 1 -1 -2	390	2
1 9 -1 2 -1 7 -1 -2	945	1
2 -1 1 2 -1 3 -1 3 -1 10 -1 8 -1 5 -1 9 -1 1 8 -1 -2	4	1
1 4 -1 1 -1 -2	950	3
2 5 -1 8 -1 -2	1495	1
5 8 -1 5 -1 8 -1 10 -1 8 -1 -2	328	1
9 -1 7 -1 -2	3532	19
4 5 -1 -2	1212	4
2 -1 8 -1 5 -1 5 -1 1 3 -1 -2	213	1
1 -1 1 -1 3 -1 -2	1294	4
10 -1 1 8 -1 3 -1 -2	219	1
1 10 -1 -2	959	10
8 -1 3 -1 -2	1353	6
1 -1 1 -1 2 -1 -2	1911	5
7 -1 5 -1 -2	3637	24
2 -1 4 -1 8 -1 -2	422	1
1 -1 10 -1 1 -1 5 -1 1 9 -1 1 9 -1 -2	204	1
3 -1 3 -1 -2	1658	17
2 5 -1 -2	2161	19
4 -1 3 -1 9 -1 1 -1 1 2 -1 8 -1 -2	51	1
9 -1 5 -1 7 -1 -2	2600	4
5 7 10 -1 1 5 8 -1 -2	286	1
3 -1 4 -1 9 -1 -2	323	1
4 10 -1 5 -1 5 -1 4 -1 1 -1 9 -1 10 -1 2 10 -1 -2	2	1
7 9 -1 1 -1 4 -1 -2	527	1
1 -1 1 8 9 -1 5 -1 7 9 -1 3 10 -1 1 2 7 8 -1 -2	14	1
1 -1 8 -1 4 -1 1 -1 -2	617	2
5 7 8 -1 -2	1957	3
2 7 -1 8 -1 10 -1 -2	221	1
3 -1 5 -1 -2	1649	7
3 7 -1 1 3 -1 -2	523	1
2 -1 1 -1 -2	2246	43
1 -1 5 -1 5 -1 -2	4066	7
1 -1 10 -1 8 -1 3 -1 8 -1 -2	117	1
1 -1 1 4 -1 1 -1 5 9 -1 -2	455	1
1 5 -1 4 -1 1 9 -1 -2	605	1
3 -1 5 -1 1 -1 8 -1 1 -1 -2	512	1
7 -1 7 -1 1 3 -1 5 8 -1 -2	335	1
10 -1 1 7 9 -1 1 -1 1 -1 7 8 -1 7 -1 5 -1 2 9 -1 9 -1 -2	11	1
8 -1 3 -1 8 -1 -2	1096	1
1 5 -1 7 -1 4 -1 9 -1 1 7 -1 2 7 -1 4 8 -1 2 3 8 -1 -2	8	1
7 -1 5 -1 6 -1 5 -1 -2	209	1
8 -1 1 9 -1 5 -1 5 -1 2 -1 -2	619	1
3 -1 1 -1 3 -1 -2	1061	2
4 -1 2 9 -1 4 -1 1 -1 1 2 9 -1 8 -1 -2	54	1
1 -1 1 8 -1 -2	3420	12
1 -1 8 -1 3 -1 5 -1 1 8 -1 7 -1 -2	222	1
9 -1 1 -1 2 -1 -2	1678	3
9 -1 5 -1 10 -1 1 -1 1 -1 10 -1 9 10 -1 -2	51	1
4 -1 5 7 -1 -2	706	1
8 -1 7 -1 10 -1 1 -1 1 -1 5 -1 9 -1 5 -1 -2	70	1
1 -1 10 -1 -2	1107	21
4 -1 9 -1 -2	1240	8
9 -1 9 -1 1 -1 5 -1 7 -1 6 -1 -2	83	1
1 8 -1 1 -1 1 -1 -2	2865	2
1 -1 9 -1 9 -1 -2	3960	3
9 -1 1 -1 7 8 -1 -2	1574	1
4 -1 5 -1 9 -1 -2	912	1
8 -1 2 5 -1 -2	1465	3
3 -1 10 -1 3 5 -1 -2	210	1
5 8 -1 2 -1 9 -1 3 5 -1 5 -1 5 -1 9 -1 10 -1 -2	14	1
1 -1 1 -1 8 -1 -2	3501	6
1 -1 1 2 -1 -2	1800	5
1 9 -1 1 -1 1 -1 9 -1 7 -1 3 -1 -2	235	1
1 10 -1 1 -1 3 5 9 -1 -2	158	1
5 -1 2 5 -1 1 9 -1 2 5 -1 9 -1 -2	428	1
5 -1 1 -1 4 -1 1 -1 5 8 -1 2 -1 -2	130	1
7 -1 7 9 -1 1 5 8 9 -1 3 -1 7 -1 -2	168	1
7 -1 5 -1 2 5 -1 1 -1 1 -1 1 9 10 -1 1 -1 -2	44	1
7 -1 9 -1 1 -1 -2	2511	4
4 -1 1 -1 -2	1228	20
2 -1 4 -1 5 8 -1 7 -1 1 2 10 -1 7 8 -1 9 -1 1 -1 7 -1 -2	5	1
8 -1 7 -1 2 -1 1 -1 -2	773	1
4 -1 1 -1 8 -1 8 -1 -2	602	1
3 -1 8 -1 9 -1 -2	1002	1
8 -1 9 -1 1 -1 1 -1 -2	2243	2
9 -1 3 8 -1 5 7 -1 1 -1 -2	318	1
10 -1 1 -1 -2	1096	9
7 -1 1 -1 -2	3422	46
1 -1 7 -1 1 -1 -2	2776	5
8 9 -1 -2	3857	15
8 -1 9 -1 -2	4113	22
4 -1 1 2 -1 5 -1 5 8 -1 -2	205	1
8 -1 5 -1 4 -1 -2	853	1
1 8 -1 1 -1 1 3 9 -1 10 -1 9 -1 1 -1 -2	62	1
9 -1 2 -1 1 3 5 -1 -2	345	1
6 7 -1 1 9 -1 -2	194	1
1 -1 4 8 9 -1 1 -1 -2	403	1
4 -1 1 -1 7 -1 -2	664	1
5 -1 7 -1 5 -1 -2	3055	5
4 -1 5 -1 -2	1287	8
7 -1 2 -1 -2	1736	5
5 -1 1 -1 1 -1 -2	4035	8
1 4 -1 7 -1 -2	640	1
8 -1 9 -1 1 -1 10 -1 5 -1 -2	361	1
5 -1 5 -1 1 -1 1 5 -1 1 -1 -2	1881	1
5 -1 5 -1 7 9 -1 5 -1 -2	1706	1
1 3 8 -1 1 -1 -2	689	1
2 -1 2 -1 -2	2490	21
1 3 -1 6 -1 -2	114	2
1 -1 1 -1 5 10 -1 8 -1 -2	414	1
4 9 -1 -2	1122	2
4 -1 9 -1 9 -1 5 -1 -2	731	1
1 -1 5 -1 5 9 -1 2 -1 1 -1 -2	707	1
4 -1 4 -1 1 5 -1 -2	631	2
1 3 5 9 -1 1 -1 9 -1 10 -1 1 -1 -2	100	1
5 9 -1 3 -1 -2	1214	1
4 -1 5 9 -1 -2	947	2
8 9 -1 5 -1 1 -1 -2	2164	1
5 -1 1 7 -1 1 8 9 -1 7 -1 -2	770	1
1 -1 6 -1 -2	420	9
4 5 -1 3 -1 9 -1 -2	266	1
1 -1 8 -1 3 -1 5 -1 -2	735	1
5 8 -1 5 7 -1 3 -1 5 -1 5 -1 4 -1 2 8 9 -1 1 4 -1 -2	7	1
1 7 10 -1 5 -1 5 -1 1 -1 -2	271	1
2 -1 4 9 -1 9 -1 1 -1 -2	269	1
2 -1 1 -1 1 -1 1 5 -1 2 -1 -2	614	1
5 -1 1 -1 2 -1 9 -1 -2	1171	1
1 -1 2 5 -1 8 -1 -2	1066	1
9 -1 1 -1 1 -1 -2	3944	17
3 5 -1 9 -1 10 -1 -2	240	1
2 -1 3 5 9 -1 10 -1 7 -1 1 9 -1 1 -1 9 -1 -2	15	1
8 -1 3 -1 5 -1 3 -1 5 -1 9 -1 9 -1 3 9 -1 -2	39	1
1 5 -1 8 -1 -2	3027	4
9 -1 1 7 -1 9 -1 4 -1 -2	407	1
1 -1 3 -1 1 5 -1 -2	981	1
1 3 5 -1 -2	978	2
2 -1 5 8 -1 1 -1 2 -1 -2	715	1
2 -1 2 -1 9 -1 8 -1 2 8 -1 -2	430	1
5 -1 9 -1 2 5 -1 1 -1 2 -1 -2	548	1
1 -1 3 7 -1 1 -1 5 8 -1 7 -1 -2	220	1
6 -1 -2	558	33
1 -1 3 -1 4 -1 5 -1 -2	254	1
5 -1 4 -1 5 -1 3 -1 3 -1 1 -1 -2	87	1
2 9 -1 1 -1 9 -1 -2	1338	1
1 5 -1 4 -1 1 2 -1 8 -1 8 -1 2 3 -1 -2	29	1
1 -1 5 -1 1 7 -1 5 -1 8 -1 -2	959	1
3 -1 2 4 -1 1 -1 1 -1 8 -1 9 -1 8 -1 -2	17	1
3 7 -1 -2	950	5
10 -1 7 -1 7 10 -1 1 7 -1 9 10 -1 3 -1 -2	21	1
5 9 -1 3 9 -1 1 -1 2 5 -1 9 10 -1 -2	55	1
2 4 -1 7 -1 -2	279	1
2 -1 8 -1 5 -1 1 9 -1 -2	802	1
9 -1 1 9 -1 -2	3959	4
9 -1 8 -1 7 -1 -2	2222	1
5 -1 3 -1 5 -1 3 -1 -2	883	1
10 -1 5 -1 10 -1 7 10 -1 -2	222	1
7 10 -1 -2	711	3
2 5 -1 2 -1 -2	1685	1
1 10 -1 5 -1 1 -1 10 -1 -2	368	1
1 -1 5 -1 7 -1 -2	2491	3
2 -1 9 -1 1 4 7 -1 1 4 -1 1 -1 8 -1 7 -1 -2	31	1
1 -1 5 -1 6 7 9 -1 2 -1 3 -1 -2	22	1
9 -1 5 -1 -2	4954	32
3 -1 9 -1 -2	1579	8
7 -1 4 -1 -2	920	5
9 -1 9 -1 -2	6200	31
2 -1 7 -1 5 8 -1 -2	869	1
5 -1 7 -1 2 -1 -2	1322	2
1 6 9 -1 -2	259	1
2 -1 5 8 -1 -2	1547	1
10 -1 8 -1 1 2 -1 2 7 -1 4 -1 1 5 -1 -2	22	1
1 8 9 -1 2 -1 9 -1 -2	887	1
2 -1 5 -1 -2	2377	16
5 -1 1 -1 3 -1 3 -1 -2	693	1
5 -1 1 -1 1 -1 1 -1 5 -1 9 -1 -2	1279	1
7 8 -1 5 -1 -2	2142	6
8 -1 1 -1 4 5 7 -1 2 -1 5 -1 -2	110	1
8 -1 5 -1 1 -1 8 -1 9 -1 -2	1437	1
2 -1 9 -1 -2	2280	18
1 -1 1 9 -1 1 -1 -2	3279	3
5 -1 5 -1 -2	6418	57
1 5 -1 5 9 -1 4 -1 1 9 -1 -2	419	1
1 -1 1 -1 4 -1 4 9 -1 9 -1 -2	321	1
1 -1 8 -1 1 8 -1 -2	2749	1
10 -1 8 -1 8 -1 -2	776	1
7 -1 10 -1 1 10 -1 1 -1 10 -1 -2	138	1
9 -1 1 4 -1 4 -1 9 10 -1 1 -1 10 -1 4 9 -1 -2	5	1
9 -1 3 7 -1 -2	734	1
1 -1 5 -1 5 9 -1 3 5 -1 2 -1 1 -1 -2	173	1
2 -1 5 -1 8 -1 1 -1 -2	1020	1
7 -1 2 -1 5 -1 10 -1 -2	230	1
8 -1 8 -1 1 4 -1 4 6 10 -1 5 -1 7 -1 1 5 8 -1 -2	2	1
1 7 -1 3 -1 5 -1 9 -1 -2	473	1
8 9 -1 10 -1 8 -1 -2	599	1
1 3 -1 -2	1388	8
1 3 4 -1 10 -1 9 -1 1 -1 10 -1 -2	23	1
2 -1 1 5 7 -1 1 -1 -2	737	1
9 -1 2 -1 -2	2319	15
5 -1 7 -1 9 -1 2 -1 9 -1 -2	700	1
10 -1 4 -1 5 -1 1 -1 -2	167	1
1 2 -1 1 -1 -2	1776	4
6 7 -1 -2	298	1
1 8 -1 5 -1 2 10 -1 -2	176	1
1 -1 5 9 -1 8 -1 9 -1 5 -1 9 -1 -2	887	1
4 -1 7 -1 1 -1 5 8 -1 -2	363	1
1 10 -1 9 -1 3 9 -1 1 5 -1 -2	118	1
2 -1 9 -1 7 10 -1 8 -1 7 -1 -2	105	1
5 -1 1 -1 1 2 9 -1 -2	936	1
1 -1 5 -1 1 -1 -2	3992	17
5 -1 9 -1 -2	4953	26
1 -1 5 9 -1 2 -1 -2	1275	1
3 -1 5 10 -1 9 -1 -2	231	1
1 4 7 9 -1 8 9 -1 4 -1 1 9 -1 3 7 -1 -2	32	1
2 -1 5 -1 3 -1 1 9 -1 -2	344	1
1 9 -1 10 -1 1 -1 -2	692	1
7 -1 8 10 -1 8 -1 -2	413	1
10 -1 9 -1 5 -1 -2	782	2
7 -1 5 -1 1 -1 -2	2540	4
1 -1 8 -1 10 -1 5 -1 -2	521	1
1 -1 3 -1 1 7 -1 -2	689	1
1 4 7 -1 5 -1 7 -1 1 -1 -2	248	1
1 -1 2 8 -1 -2	1309	4
7 -1 1 -1 5 -1 10 -1 8 -1 10 -1 -2	118	1
7 -1 9 -1 10 -1 7 -1 7 9 -1 3 -1 -2	65	1
2 -1 5 -1 10 -1 5 -1 1 9 -1 -2	174	1
2 -1 5 -1 1 -1 -2	1666	6
8 -1 1 6 -1 -2	275	1
7 -1 1 2 -1 -2	1197	1
1 8 9 -1 1 7 -1 -2	1342	1
10 -1 5 -1 -2	1103	9
1 5 -1 1 5 7 -1 10 -1 7 -1 2 -1 5 -1 9 -1 9 -1 1 -1 -2	20	1
1 3 -1 7 -1 1 -1 2 -1 1 4 8 -1 3 -1 -2	21	1
9 -1 7 -1 2 -1 2 -1 8 -1 8 9 -1 -2	234	1
5 -1 5 7 -1 3 -1 4 -1 4 8 9 -1 -2	52	1
1 7 -1 7 -1 1 9 -1 8 9 -1 3 8 9 -1 7 -1 1 -1 -2	66	1
2 5 -1 1 -1 1 -1 8 9 -1 -2	668	1
5 9 -1 9 -1 -2	4148	2
1 -1 9 -1 1 -1 9 -1 1 5 9 -1 1 -1 -2	903	1
4 -1 1 5 -1 -2	932	2
5 -1 9 -1 1 -1 5 -1 -2	2723	1
1 -1 1 -1 9 -1 1 -1 -2	3093	2
1 -1 1 -1 4 -1 -2	1048	3
7 -1 7 -1 5 9 -1 1 -1 1 -1 8 -1 -2	534	1
5 -1 9 -1 1 -1 8 -1 -2	2095	2
8 9 -1 10 -1 8 -1 2 -1 1 -1 -2	152	1
2 7 -1 -2	1477	7
1 -1 1 7 -1 1 2 -1 -2	847	1
1 -1 3 -1 5 -1 -2	1169	2
5 -1 1 -1 7 -1 -2	2546	3
8 -1 3 -1 2 -1 -2	555	1
6 -1 6 -1 1 -1 5 -1 -2	182	1
1 9 -1 1 -1 -2	3915	12
9 -1 9 -1 5 -1 -2	4187	3
5 -1 8 -1 4 -1 -2	857	1
7 -1 7 9 -1 3 -1 5 -1 -2	486	1
1 -1 1 -1 1 -1 1 9 -1 1 -1 3 4 -1 7 -1 1 4 -1 -2	11	1
10 -1 1 -1 5 -1 -2	794	2
1 -1 2 -1 9 -1 4 5 -1 7 -1 4 9 -1 -2	63	1
10 -1 1 -1 1 7 -1 -2	527	1
9 -1 2 3 9 -1 10 -1 7 -1 4 -1 5 7 -1 1 -1 -2	5	1
1 9 -1 4 -1 1 8 9 -1 1 9 10 -1 3 7 9 -1 5 -1 -2	15	1
4 -1 1 -1 8 -1 2 9 -1 -2	230	1
2 4 5 -1 -2	356	1
4 5 -1 4 8 -1 8 -1 9 -1 5 -1 9 10 -1 5 -1 -2	18	1
4 9 -1 1 2 -1 -2	345	1
5 -1 9 -1 8 -1 3 -1 3 -1 -2	402	1
2 7 -1 2 -1 -2	1140	1
3 10 -1 -2	298	3
9 -1 1 4 5 -1 3 5 7 -1 3 8 -1 4 5 -1 7 -1 9 -1 5 -1 -2	7	1
6 -1 2 8 10 -1 1 -1 3 -1 1 -1 -2	9	1
1 5 -1 6 -1 -2	320	1
8 -1 5 -1 1 -1 1 3 -1 9 -1 -2	394	1
5 -1 6 -1 3 -1 1 -1 2 9 -1 4 -1 -2	13	1
1 -1 8 -1 1 -1 -2	3394	6
2 -1 1 8 -1 7 -1 -2	851	2
7 -1 7 9 -1 7 9 -1 5 -1 7 -1 -2	812	1
3 -1 1 4 -1 2 -1 1 -1 -2	118	1
1 5 7 -1 1 -1 -2	1913	2
1 -1 1 -1 1 -1 1 9 -1 4 9 -1 2 -1 -2	112	1
6 -1 6 -1 8 -1 -2	267	1
9 -1 7 -1 9 -1 -2	2959	2
1 -1 2 -1 7 -1 2 9 -1 -2	576	1
2 -1 1 8 -1 5 7 -1 5 -1 -2	552	1
9 -1 7 -1 7 -1 5 -1 -2	1875	1
1 -1 8 9 -1 -2	2847	1
8 -1 1 -1 1 9 -1 7 9 -1 -2	1066	1
8 -1 10 -1 10 -1 4 -1 1 -1 1 -1 -2	49	1
2 7 -1 1 -1 -2	1103	5
9 -1 1 7 -1 5 9 -1 5 -1 1 -1 9 -1 -2	607	1
2 -1 9 -1 1 -1 2 -1 1 -1 1 -1 -2	442	1
1 5 8 -1 -2	2716	3
1 -1 7 -1 5 7 -1 9 -1 -2	1315	1
5 8 -1 5 -1 -2	3642	2
2 -1 1 -1 1 9 -1 -2	1355	1
3 -1 3 -1 1 -1 5 -1 9 -1 -2	506	1
4 5 -1 1 -1 4 7 -1 5 -1 2 9 -1 -2	77	1
7 -1 1 5 -1 -2	2520	5
1 -1 1 2 4 -1 1 -1 7 -1 -2	146	1
5 -1 5 7 -1 5 -1 2 -1 1 -1 -2	553	1
9 -1 7 -1 9 -1 9 -1 5 -1 8 -1 2 -1 8 -1 2 5 -1 8 9 -1 -2	17	1
1 2 5 -1 1 -1 -2	1204	1
5 -1 1 -1 9 -1 5 7 -1 7 -1 -2	952	1
1 -1 1 -1 2 5 -1 5 9 -1 1 5 -1 -2	536	1
3 5 -1 -2	1524	12
9 -1 7 -1 8 -1 7 -1 -2	1595	2
2 5 7 -1 5 -1 1 9 -1 8 -1 -2	403	1
1 -1 4 -1 2 -1 9 -1 4 7 -1 -2	88	1
5 -1 1 -1 7 -1 3 -1 6 -1 4 -1 -2	18	1
