#subsequece (s \in Sample : s ~ D)	freq(s,D)	freq(s,Sample)

1 2 -1 5 -1 1 -1 2 -1 1 -1 2 -1 -2	5029	1
5 -1 3 5 -1 1 -1 3 -1 1 -1 -2	7326	1
1 -1 2 5 -1 1 -1 3 -1 1 5 -1 -2	4663	1
2 3 -1 2 4 -1 1 -1 5 -1 2 -1 -2	1166	1
1 -1 1 5 -1 1 -1 1 -1 3 -1 -2	9876	1
1 -1 2 5 -1 4 -1 4 -1 1 -1 5 -1 -2	2285	1
1 3 5 -1 1 -1 1 3 -1 -2	9318	1
1 3 -1 1 -1 1 -1 1 -1 2 3 -1 -2	2986	1
4 -1 2 5 -1 3 -1 1 -1 1 -1 -2	2214	1
2 -1 4 5 -1 2 -1 1 -1 5 -1 4 -1 -2	1747	1
4 -1 1 -1 5 -1 1 -1 2 3 -1 1 -1 -2	1422	1
1 -1 5 -1 1 3 -1 2 -1 1 -1 1 -1 -2	3526	1
1 -1 2 4 -1 5 -1 5 6 -1 1 -1 -2	589	1
1 4 -1 3 -1 3 -1 6 -1 5 -1 -2	481	1
4 -1 2 -1 2 -1 2 -1 1 -1 4 -1 5 -1 -2	967	1
2 -1 1 2 -1 1 -1 1 -1 3 -1 1 -1 -2	2828	1
1 2 5 -1 1 2 -1 4 5 -1 -2	4431	1
1 -1 1 -1 6 -1 4 -1 3 -1 -2	718	1
1 2 -1 2 -1 4 -1 1 -1 4 5 -1 -2	2288	1
1 -1 3 -1 1 -1 1 -1 5 -1 2 -1 2 -1 -2	1905	1
5 -1 3 -1 3 -1 1 -1 1 -1 1 3 -1 -2	3843	1
1 2 -1 1 4 -1 3 4 -1 -2	1843	1
1 -1 2 -1 1 5 -1 1 -1 1 -1 1 -1 -2	8503	1
2 4 -1 2 3 -1 1 -1 2 -1 1 -1 -2	1182	1
1 4 -1 1 -1 1 -1 5 -1 1 5 -1 -2	7389	1
4 5 -1 1 6 -1 1 3 -1 -2	873	1
4 -1 1 5 -1 3 5 -1 -2	5289	1
6 -1 1 3 -1 4 5 -1 4 -1 5 -1 -2	451	1
4 6 -1 1 -1 5 -1 2 -1 6 -1 2 -1 -2	208	1
1 3 -1 1 -1 1 -1 1 -1 3 6 -1 -2	705	1
2 -1 2 -1 5 -1 1 5 -1 1 -1 1 -1 -2	6529	1
1 -1 2 -1 6 -1 1 5 -1 3 5 -1 -2	800	1
2 4 -1 1 -1 1 -1 1 -1 5 -1 5 -1 -2	2677	1
2 -1 3 5 -1 2 -1 4 -1 2 -1 -2	1581	1
3 5 -1 2 4 -1 1 -1 5 -1 4 -1 -2	1332	1
4 -1 1 -1 1 -1 5 -1 1 5 -1 -2	8332	1
1 -1 1 -1 6 -1 3 -1 4 -1 3 -1 1 -1 -2	272	1
1 2 4 5 -1 1 -1 1 -1 3 -1 -2	1993	1
1 3 5 -1 1 -1 3 -1 1 -1 2 -1 -2	3459	1
1 3 -1 1 3 -1 4 -1 1 5 -1 -2	3172	1
6 -1 2 -1 1 -1 1 -1 1 5 -1 2 -1 -2	874	1
1 5 -1 5 -1 5 -1 1 -1 3 5 -1 -2	9126	1
4 -1 3 -1 6 -1 1 2 5 -1 1 -1 -2	460	1
1 -1 1 -1 5 -1 1 -1 1 -1 3 -1 5 -1 -2	4825	1
5 -1 1 -1 5 -1 2 5 -1 2 5 -1 -2	8795	1
1 -1 5 -1 2 -1 3 -1 4 5 -1 2 -1 -2	1353	1
1 -1 1 2 -1 3 -1 3 5 -1 2 -1 -2	2631	1
1 -1 5 -1 1 5 -1 4 5 -1 1 -1 -2	7657	1
6 -1 1 -1 5 -1 1 -1 6 -1 4 -1 5 -1 -2	318	1
1 -1 1 5 -1 1 -1 5 -1 3 -1 3 -1 -2	5078	1
4 -1 1 2 -1 1 3 5 -1 -2	2907	1
1 3 -1 4 5 -1 2 -1 1 -1 5 -1 -2	2060	1
5 -1 6 -1 1 4 -1 2 -1 5 -1 3 -1 -2	358	1
3 -1 1 -1 2 -1 2 -1 4 -1 3 4 -1 -2	634	1
1 -1 2 -1 2 3 -1 5 -1 2 -1 -2	2843	1
1 4 -1 1 -1 1 2 5 -1 1 -1 -2	4529	1
4 -1 4 -1 5 -1 1 5 -1 1 -1 -2	6255	1
3 5 -1 1 -1 1 -1 1 -1 5 -1 5 -1 -2	6573	1
3 -1 1 -1 1 -1 4 -1 1 4 -1 2 -1 -2	1167	1
3 5 -1 1 5 -1 2 -1 2 -1 1 -1 -2	3618	1
1 -1 1 3 -1 6 -1 3 -1 1 -1 -2	1013	1
5 -1 1 3 -1 4 -1 1 -1 3 -1 4 -1 -2	1361	1
1 3 -1 3 5 -1 1 -1 5 -1 -2	8410	1
1 -1 5 -1 1 -1 5 -1 1 2 5 -1 -2	10146	1
1 -1 5 -1 3 5 -1 1 2 5 -1 -2	5228	1
6 -1 4 -1 2 -1 3 -1 5 -1 5 -1 1 -1 -2	266	1
1 5 -1 3 -1 3 -1 1 -1 1 -1 3 -1 -2	3976	1
1 2 -1 1 4 -1 -2	7022	1
6 -1 3 6 -1 5 -1 1 6 -1 1 -1 -2	355	1
4 5 -1 1 -1 1 -1 2 -1 3 -1 5 -1 -2	1687	1
1 3 -1 3 -1 1 4 5 -1 -2	3651	1
5 -1 1 -1 1 3 -1 5 -1 1 3 -1 -2	6408	1
3 -1 1 3 -1 3 -1 1 3 -1 -2	6612	1
1 -1 2 5 -1 1 3 -1 3 -1 5 -1 -2	3392	1
1 5 -1 5 -1 6 -1 6 -1 2 4 -1 -2	385	1
1 -1 5 -1 3 -1 5 -1 3 -1 2 -1 2 -1 -2	1416	1
6 -1 5 -1 1 -1 1 5 -1 4 -1 5 -1 -2	899	1
4 -1 4 -1 2 -1 2 4 -1 4 -1 -2	1626	1
1 -1 3 4 -1 5 -1 4 -1 3 5 -1 -2	1692	1
1 -1 1 4 5 -1 5 -1 2 -1 -2	4994	1
2 5 -1 1 -1 6 -1 1 -1 1 -1 6 -1 -2	599	1
1 6 -1 3 4 -1 3 -1 1 -1 1 -1 -2	427	1
5 -1 1 3 -1 5 -1 1 5 -1 5 -1 -2	8631	1
2 -1 2 -1 1 -1 2 -1 1 -1 3 -1 -2	2563	1
2 -1 1 -1 2 -1 3 -1 2 -1 4 -1 5 -1 -2	790	1
5 -1 3 -1 5 -1 1 -1 3 -1 2 3 -1 -2	1914	1
5 -1 2 -1 2 5 -1 1 -1 2 -1 5 -1 -2	5296	1
1 -1 1 5 -1 4 -1 6 -1 4 -1 -2	827	1
3 -1 1 -1 3 4 -1 4 -1 2 -1 -2	1137	1
5 -1 3 -1 1 5 -1 5 -1 1 -1 -2	9764	1
4 -1 2 -1 4 -1 1 5 -1 1 -1 5 -1 -2	2381	1
1 -1 4 5 -1 2 -1 3 5 -1 1 -1 -2	2136	1
1 -1 1 -1 1 -1 5 -1 1 5 -1 -2	27181	1
1 5 -1 1 5 -1 1 3 -1 2 -1 -2	5562	1
2 -1 1 -1 1 -1 5 -1 4 5 -1 1 -1 -2	3208	1
1 -1 3 5 -1 1 5 -1 1 5 -1 -2	10345	1
4 6 -1 3 5 -1 3 -1 2 3 -1 -2	269	1
1 2 -1 2 3 5 -1 2 -1 1 -1 -2	3059	1
2 4 5 -1 2 4 -1 1 -1 5 -1 -2	2413	1
1 -1 4 -1 2 5 -1 1 -1 1 -1 1 -1 -2	3221	1
1 5 -1 5 -1 1 5 -1 1 -1 5 -1 -2	25515	1
1 -1 3 4 -1 2 -1 3 4 5 -1 -2	1152	1
5 -1 1 -1 1 -1 1 3 5 -1 -2	10486	1
2 -1 1 5 -1 2 -1 1 2 5 -1 -2	8288	1
2 3 -1 2 -1 3 -1 1 5 -1 3 -1 -2	2113	1
5 -1 1 -1 1 -1 2 5 -1 1 -1 -2	11577	1
2 5 -1 1 2 -1 3 -1 2 5 -1 -2	3742	1
1 5 -1 4 -1 2 -1 2 -1 3 -1 3 -1 -2	980	1
2 -1 2 -1 1 -1 4 -1 1 2 -1 4 -1 -2	1452	1
2 3 4 -1 1 2 -1 1 5 -1 -2	1477	1
2 3 -1 5 -1 5 -1 5 -1 2 5 -1 -2	3389	1
1 -1 1 -1 1 2 4 -1 3 4 -1 -2	1376	1
1 5 -1 1 -1 5 -1 5 -1 1 2 -1 -2	10586	1
2 -1 1 -1 5 -1 1 4 5 -1 4 -1 -2	2844	1
1 -1 1 -1 5 6 -1 1 -1 1 -1 2 -1 -2	1145	1
1 2 -1 1 5 -1 1 5 -1 1 -1 -2	12437	1
6 -1 5 6 -1 1 6 -1 1 -1 1 -1 -2	1012	1
5 6 -1 3 -1 1 -1 5 -1 5 6 -1 -2	699	1
2 -1 1 -1 1 2 -1 2 5 -1 5 -1 -2	6667	1
1 5 -1 2 -1 1 3 -1 1 2 -1 -2	4262	1
2 -1 5 -1 1 -1 2 5 -1 3 5 -1 -2	3792	1
3 -1 1 -1 1 -1 1 4 -1 1 2 -1 -2	2035	1
2 5 -1 1 -1 3 -1 3 -1 4 -1 6 -1 -2	289	1
2 -1 2 -1 2 -1 2 4 5 -1 2 -1 -2	1931	1
2 -1 2 6 -1 1 -1 1 2 -1 1 -1 -2	757	1
4 6 -1 2 -1 3 -1 5 -1 5 -1 4 -1 -2	205	1
1 -1 4 -1 4 -1 3 -1 1 4 -1 -2	2126	1
2 4 -1 3 -1 5 -1 5 -1 1 5 -1 -2	1838	1
1 6 -1 6 -1 6 -1 1 -1 2 -1 2 -1 -2	325	1
1 5 -1 5 -1 1 -1 1 5 -1 -2	33524	1
1 -1 3 -1 5 -1 1 -1 6 -1 2 6 -1 -2	268	1
1 -1 1 5 -1 1 -1 5 -1 1 5 -1 -2	24824	1
2 -1 2 3 -1 1 2 -1 5 -1 -2	3412	1
2 -1 4 -1 1 2 -1 2 -1 2 -1 4 -1 -2	1175	1
2 -1 4 -1 1 -1 1 -1 1 5 -1 -2	4418	1
5 -1 1 2 -1 5 -1 1 2 5 -1 -2	9512	1
5 -1 2 5 -1 5 -1 1 4 -1 -2	5214	1
2 -1 2 -1 2 5 -1 5 -1 5 -1 4 -1 -2	2224	1
1 2 5 -1 1 2 -1 4 -1 2 -1 -2	3343	1
1 4 -1 1 -1 5 -1 4 -1 1 -1 1 -1 -2	4036	1
1 -1 1 -1 4 -1 4 -1 1 4 -1 -2	4779	1
5 -1 3 -1 3 5 -1 1 -1 1 -1 -2	7132	1
3 5 -1 1 3 4 -1 1 -1 2 -1 -2	1625	1
2 6 -1 1 -1 1 -1 5 -1 1 -1 -2	1139	1
3 -1 1 -1 1 6 -1 2 -1 3 -1 5 -1 -2	448	1
1 2 3 -1 5 -1 2 -1 6 -1 3 -1 -2	435	1
3 -1 3 4 -1 4 -1 6 -1 6 -1 4 -1 -2	111	1
5 -1 1 2 -1 1 2 4 -1 2 -1 -2	2720	1
1 4 -1 1 -1 1 -1 -2	13132	1
1 -1 1 3 6 -1 2 -1 5 -1 4 -1 -2	315	1
1 4 -1 1 4 -1 1 -1 -2	9511	1
1 2 3 5 -1 5 6 -1 -2	985	1
1 2 3 -1 1 5 -1 4 -1 3 -1 -2	1721	1
2 3 4 5 -1 3 -1 1 5 -1 -2	1418	1
2 -1 1 -1 2 -1 5 -1 3 -1 1 -1 1 -1 -2	2026	1
1 3 -1 6 -1 3 -1 5 -1 1 3 -1 -2	747	1
1 3 5 -1 5 -1 1 4 -1 5 -1 -2	3818	1
5 -1 1 -1 1 -1 5 -1 3 4 5 -1 -2	2676	1
2 -1 1 5 -1 4 -1 4 -1 2 -1 1 -1 -2	1808	1
6 -1 1 5 -1 3 -1 6 -1 3 6 -1 -2	309	1
1 3 -1 2 5 -1 3 5 -1 -2	5085	1
1 -1 5 -1 3 -1 5 -1 1 -1 1 -1 6 -1 -2	695	1
5 -1 2 5 -1 6 -1 1 -1 5 -1 -2	1546	1
1 -1 1 2 -1 1 -1 4 -1 1 5 -1 -2	4192	1
5 -1 6 -1 1 3 -1 3 -1 3 5 -1 -2	755	1
3 -1 1 5 -1 3 -1 5 -1 1 -1 -2	7357	1
1 -1 5 -1 1 5 -1 5 -1 2 3 -1 -2	3914	1
1 -1 4 5 -1 1 -1 3 -1 1 -1 1 -1 -2	2638	1
2 -1 2 3 -1 1 5 -1 2 4 -1 -2	1429	1
1 3 -1 4 -1 2 -1 2 -1 2 -1 1 -1 -2	1063	1
5 -1 1 6 -1 1 -1 3 -1 1 -1 1 -1 -2	940	1
2 5 -1 3 -1 1 4 -1 1 6 -1 -2	531	1
1 -1 1 -1 1 5 -1 1 -1 1 4 -1 -2	7534	1
2 3 -1 1 -1 1 -1 1 -1 1 5 -1 -2	3796	1
3 -1 1 4 5 -1 1 -1 4 -1 1 -1 -2	2304	1
2 -1 1 -1 3 -1 3 -1 2 -1 2 -1 -2	1869	1
3 -1 4 -1 1 5 -1 5 -1 5 -1 -2	3728	1
1 -1 1 -1 1 5 -1 5 -1 1 -1 1 -1 -2	18640	1
2 -1 1 2 -1 1 -1 1 2 3 -1 -2	3131	1
2 -1 5 -1 1 -1 1 -1 5 -1 1 5 -1 -2	8426	1
1 5 -1 1 5 -1 1 -1 3 -1 4 -1 -2	3628	1
1 4 -1 1 2 -1 1 -1 5 6 -1 -2	809	1
2 3 -1 5 -1 4 -1 3 -1 1 -1 -2	1501	1
5 -1 1 -1 2 -1 5 -1 4 5 -1 1 -1 -2	3329	1
1 -1 1 -1 5 -1 5 -1 1 -1 1 2 -1 -2	8044	1
1 -1 3 6 -1 3 4 6 -1 5 -1 -2	191	1
1 -1 1 -1 1 -1 5 -1 2 -1 1 -1 5 -1 -2	5973	1
1 -1 4 -1 1 -1 1 5 -1 1 -1 4 -1 -2	4022	1
1 4 -1 1 -1 3 4 -1 4 -1 -2	2206	1
1 -1 5 -1 1 -1 3 -1 3 5 -1 -2	7222	1
2 -1 3 4 5 -1 1 -1 1 -1 5 -1 -2	1675	1
5 -1 4 -1 2 4 -1 1 -1 1 2 -1 -2	2136	1
1 -1 4 -1 5 -1 1 -1 3 5 -1 -2	3619	1
1 -1 1 -1 1 -1 5 -1 2 -1 1 -1 -2	9278	1
2 -1 2 5 -1 1 -1 1 4 -1 -2	4157	1
1 -1 4 -1 2 -1 6 -1 2 -1 1 -1 -2	457	1
3 5 -1 2 4 -1 2 -1 3 4 -1 -2	989	1
1 2 -1 1 3 5 -1 1 -1 -2	5943	1
1 5 -1 1 -1 3 -1 1 -1 2 -1 3 -1 -2	2753	1
3 -1 2 -1 4 -1 1 -1 2 -1 1 -1 4 -1 -2	634	1
2 -1 3 -1 5 -1 1 2 -1 1 3 -1 -2	2705	1
1 5 -1 2 5 -1 4 5 -1 1 -1 -2	5003	1
2 6 -1 1 5 -1 4 6 -1 2 -1 -2	308	1
1 5 -1 1 5 -1 3 -1 3 5 -1 -2	8414	2
5 -1 1 4 5 -1 4 5 -1 6 -1 -2	979	1
1 -1 1 -1 2 -1 1 5 -1 1 -1 2 -1 -2	6259	1
2 5 6 -1 2 -1 1 -1 -2	1415	1
2 -1 2 4 -1 5 -1 1 5 -1 2 -1 -2	2436	1
1 5 -1 5 -1 6 -1 2 -1 1 2 -1 -2	1202	1
1 -1 3 -1 1 5 -1 3 5 -1 -2	8978	1
1 -1 5 -1 1 -1 1 -1 4 6 -1 2 -1 -2	406	1
1 4 -1 4 -1 4 -1 4 -1 4 -1 -2	3321	1
4 -1 3 -1 5 -1 1 -1 2 4 -1 1 -1 -2	1014	1
5 -1 5 -1 4 -1 1 -1 1 -1 1 -1 1 -1 -2	4233	1
1 -1 3 5 -1 2 4 5 -1 -2	2424	1
1 2 -1 2 3 -1 4 -1 1 -1 -2	1902	1
1 -1 1 2 -1 1 -1 5 -1 1 3 -1 -2	4490	1
3 -1 1 -1 1 -1 5 -1 2 3 -1 -2	3246	1
6 -1 1 -1 1 -1 1 4 5 -1 1 -1 -2	1088	1
1 6 -1 1 3 -1 6 -1 1 -1 -2	938	1
1 -1 2 -1 2 -1 1 -1 2 5 -1 1 -1 -2	4972	1
1 4 -1 1 3 -1 2 -1 1 6 -1 -2	521	1
3 4 -1 1 -1 1 4 -1 3 -1 -2	2207	1
5 -1 5 -1 5 -1 5 -1 1 4 -1 1 -1 -2	5953	1
4 5 -1 5 -1 1 -1 6 -1 5 -1 5 -1 -2	882	1
1 5 6 -1 1 -1 1 -1 5 -1 1 -1 -2	2380	1
1 -1 1 -1 1 -1 1 5 -1 1 -1 5 -1 -2	18815	1
1 -1 1 -1 3 -1 1 4 -1 -2	4677	1
4 -1 5 -1 2 -1 1 2 5 -1 5 -1 -2	3283	1
2 6 -1 6 -1 5 6 -1 2 -1 -2	557	1
1 5 -1 2 -1 1 5 -1 1 4 -1 -2	4986	1
1 -1 5 -1 5 -1 1 2 -1 5 -1 5 -1 -2	8371	1
6 -1 5 -1 2 5 -1 1 -1 1 6 -1 -2	796	1
1 2 3 -1 4 -1 1 5 -1 3 -1 -2	1718	1
5 -1 5 -1 1 -1 1 5 -1 1 3 -1 -2	8726	2
3 5 -1 1 3 -1 1 -1 5 -1 -2	8484	1
3 4 -1 3 -1 5 -1 4 -1 2 4 -1 -2	783	1
1 -1 2 -1 1 -1 1 2 -1 2 -1 2 -1 -2	4184	1
5 -1 3 -1 1 -1 1 3 4 -1 -2	2622	1
1 2 6 -1 1 5 -1 6 -1 3 -1 -2	455	1
1 4 -1 1 -1 1 -1 4 -1 4 -1 3 -1 -2	1492	1
1 3 -1 1 -1 1 -1 5 -1 1 -1 -2	9013	1
5 -1 3 -1 2 4 -1 3 -1 4 6 -1 -2	199	1
1 -1 4 -1 1 -1 2 -1 1 4 -1 1 -1 -2	2255	1
3 4 -1 4 -1 5 -1 3 -1 4 5 -1 -2	1377	1
1 3 -1 1 4 -1 2 -1 5 -1 2 -1 -2	1630	1
3 6 -1 1 2 -1 1 2 -1 4 -1 -2	342	1
5 -1 2 3 6 -1 1 2 -1 1 -1 -2	451	1
1 4 -1 1 3 -1 4 -1 4 -1 1 -1 -2	1882	1
1 -1 1 5 -1 6 -1 3 6 -1 1 -1 -2	536	1
3 -1 1 -1 1 3 4 -1 3 5 -1 -2	2110	1
1 5 6 -1 4 -1 1 5 -1 2 -1 -2	898	1
1 4 -1 2 -1 1 -1 1 4 -1 3 -1 -2	1561	1
1 2 3 -1 1 5 -1 1 5 -1 -2	4674	1
1 -1 1 -1 5 -1 1 -1 3 5 -1 -2	9475	1
2 -1 2 3 -1 1 -1 1 -1 2 -1 5 -1 -2	2004	1
1 5 -1 1 3 -1 5 -1 1 5 -1 -2	10170	1
1 5 -1 1 -1 5 -1 5 -1 -2	37232	1
5 -1 4 -1 4 -1 2 -1 5 -1 6 -1 5 -1 -2	282	1
4 5 -1 2 3 -1 1 -1 4 5 -1 -2	1623	1
1 3 -1 6 -1 5 6 -1 5 -1 4 -1 -2	366	1
2 -1 1 -1 6 -1 1 -1 3 -1 3 -1 1 -1 -2	313	1
1 5 -1 6 -1 1 -1 1 -1 1 -1 5 -1 -2	2044	1
5 -1 5 -1 4 -1 5 -1 1 3 -1 5 -1 -2	2729	1
1 -1 3 4 -1 1 -1 2 -1 1 4 -1 -2	1287	1
