#subsequece (s \in Sample : s ~ D)	freq(s,D)	freq(s,Sample)

1 5 -1 1 -1 1 4 -1 3 -1 6 -1 -2	608	1
3 6 -1 1 -1 3 -1 6 -1 1 -1 3 -1 -2	277	1
1 4 -1 1 5 -1 2 6 -1 1 -1 -2	667	1
1 -1 1 -1 1 -1 1 -1 3 -1 1 -1 5 -1 -2	4919	1
3 -1 1 -1 3 5 -1 5 -1 3 -1 3 -1 -2	3320	1
1 2 -1 3 -1 1 2 -1 2 -1 2 -1 -2	2516	1
1 -1 5 -1 2 -1 1 3 -1 1 -1 3 -1 -2	2646	1
4 -1 1 2 -1 1 4 -1 1 3 -1 -2	1892	1
3 5 -1 1 -1 2 -1 5 -1 2 -1 1 -1 -2	2727	1
3 6 -1 1 -1 1 -1 5 -1 -2	1146	1
4 -1 1 -1 2 -1 1 -1 3 -1 4 5 -1 -2	1205	1
1 -1 2 5 -1 1 3 -1 1 3 -1 -2	4071	1
1 2 -1 1 2 3 -1 1 5 -1 -2	3992	1
2 -1 6 -1 2 -1 6 -1 4 -1 5 -1 6 -1 -2	108	1
6 -1 1 -1 5 -1 6 -1 3 -1 1 -1 2 -1 -2	264	1
5 -1 1 4 -1 1 2 -1 1 -1 -2	4969	1
3 -1 1 5 -1 3 5 -1 1 -1 5 -1 -2	6668	1
6 -1 1 5 -1 3 4 -1 1 5 -1 -2	603	1
5 6 -1 1 4 -1 1 6 -1 1 -1 -2	810	1
1 5 -1 2 3 -1 3 5 -1 5 -1 -2	3730	1
4 -1 3 -1 2 3 -1 5 -1 5 -1 -2	1563	1
3 -1 3 -1 1 5 -1 1 3 5 -1 -2	6540	1
5 -1 1 2 4 -1 1 -1 -2	4628	1
2 -1 1 4 5 -1 1 -1 1 -1 2 -1 -2	2998	1
5 -1 1 4 -1 3 4 5 -1 5 -1 -2	2438	1
4 -1 4 -1 3 -1 1 5 -1 5 -1 1 -1 -2	1984	1
3 -1 5 -1 5 -1 2 -1 1 2 -1 1 -1 -2	2661	1
2 4 -1 2 -1 1 -1 6 -1 4 -1 1 -1 -2	302	1
3 -1 1 -1 1 -1 2 4 -1 5 -1 4 -1 -2	1047	1
2 -1 2 -1 1 -1 1 5 6 -1 1 -1 -2	1049	1
1 5 -1 1 5 -1 1 -1 3 -1 1 -1 -2	9119	1
4 -1 1 -1 1 5 -1 2 -1 1 -1 5 -1 -2	3342	1
1 2 -1 2 -1 1 5 -1 1 -1 1 -1 -2	8367	1
5 -1 5 -1 5 -1 1 3 -1 -2	12396	1
1 4 -1 2 -1 1 2 5 -1 1 -1 -2	3763	1
1 -1 1 -1 1 -1 1 -1 1 -1 4 5 -1 -2	5823	1
1 -1 1 -1 1 5 -1 5 -1 3 -1 5 -1 -2	7044	1
1 -1 1 3 -1 5 -1 1 -1 1 3 -1 -2	6460	1
3 -1 1 -1 2 6 -1 1 -1 2 -1 4 -1 -2	235	1
3 4 6 -1 2 4 -1 1 -1 -2	250	1
5 -1 2 5 -1 4 -1 1 5 -1 2 -1 -2	3405	1
1 5 -1 4 -1 1 5 -1 -2	12461	1
4 6 -1 3 4 -1 1 -1 5 6 -1 -2	252	1
1 3 -1 1 3 -1 3 5 -1 2 -1 -2	3504	1
3 -1 1 -1 3 -1 3 5 -1 1 -1 1 -1 -2	3809	1
4 -1 4 5 -1 1 3 -1 1 -1 2 -1 -2	1583	1
1 5 -1 1 -1 1 2 -1 1 -1 4 -1 -2	4128	1
2 -1 1 5 -1 2 4 5 -1 3 -1 -2	1849	1
2 4 -1 1 -1 2 4 -1 1 -1 3 -1 -2	1116	1
1 -1 1 -1 2 3 -1 5 -1 2 6 -1 -2	473	1
5 -1 1 -1 3 -1 3 -1 5 -1 1 2 -1 -2	2618	1
4 5 -1 1 6 -1 1 4 5 -1 -2	1132	1
2 -1 1 3 -1 1 5 -1 4 -1 5 -1 -2	2115	1
1 -1 2 -1 1 2 -1 4 5 -1 2 -1 -2	2675	1
6 -1 1 5 -1 5 -1 1 -1 1 4 -1 -2	1115	1
5 -1 1 5 -1 2 -1 1 -1 1 -1 -2	12208	1
1 3 -1 4 -1 1 -1 2 -1 4 -1 -2	1559	1
4 5 -1 4 6 -1 5 -1 6 -1 1 -1 -2	384	1
2 3 -1 1 -1 1 -1 1 -1 3 -1 6 -1 -2	444	1
1 -1 1 2 -1 3 -1 1 -1 1 -1 1 -1 -2	3521	1
1 3 5 -1 5 -1 5 -1 5 -1 1 -1 -2	8146	1
1 5 -1 3 -1 3 -1 2 3 -1 -2	3304	1
3 -1 1 4 -1 3 -1 4 5 -1 5 -1 -2	1887	1
4 -1 1 3 -1 5 -1 1 4 -1 -2	3089	1
4 -1 1 -1 1 -1 1 4 -1 1 -1 3 -1 -2	1957	1
3 -1 1 6 -1 1 -1 2 -1 6 -1 -2	437	1
1 5 -1 1 -1 4 -1 1 -1 5 -1 4 -1 -2	4128	1
3 -1 1 -1 1 4 -1 1 -1 1 -1 -2	3532	1
1 -1 1 5 -1 4 -1 5 -1 1 5 -1 -2	7850	1
4 -1 1 6 -1 1 4 -1 1 -1 -2	1020	1
1 -1 2 -1 3 6 -1 3 -1 1 -1 -2	499	1
5 6 -1 4 -1 2 -1 3 -1 4 -1 -2	357	1
1 -1 6 -1 4 -1 5 -1 1 4 -1 -2	870	1
1 3 5 -1 6 -1 1 -1 4 -1 -2	781	1
1 5 -1 1 -1 4 5 -1 1 -1 5 -1 -2	7592	1
1 -1 5 -1 1 -1 1 2 4 -1 -2	3895	1
2 5 -1 5 -1 1 2 4 -1 1 -1 -2	3149	1
1 -1 2 -1 5 -1 3 -1 3 4 -1 2 -1 -2	858	1
2 -1 1 -1 5 -1 2 -1 1 5 -1 -2	9284	1
1 5 -1 1 4 -1 6 -1 4 -1 1 -1 -2	793	1
6 -1 1 -1 4 -1 1 -1 1 -1 1 -1 -2	933	1
5 -1 1 -1 2 -1 2 4 -1 2 -1 -2	2583	1
6 -1 1 2 -1 2 -1 2 3 -1 6 -1 -2	269	1
3 -1 1 -1 2 -1 2 5 -1 1 -1 3 -1 -2	2067	1
3 -1 1 4 -1 4 -1 1 -1 2 4 -1 -2	1087	1
6 -1 1 4 -1 1 -1 1 3 -1 4 -1 -2	444	1
5 -1 2 -1 1 -1 1 -1 3 -1 -2	5464	1
4 -1 1 5 -1 4 5 -1 3 5 -1 -2	3231	1
1 -1 5 -1 4 -1 1 4 -1 2 -1 -2	3195	1
5 -1 1 -1 5 -1 2 -1 1 -1 1 5 -1 -2	8680	1
3 -1 5 -1 1 4 -1 4 -1 5 -1 5 -1 -2	1878	1
3 -1 1 -1 5 -1 5 -1 1 -1 5 -1 -2	7397	1
4 -1 2 5 -1 5 -1 1 4 -1 2 -1 -2	2341	1
1 -1 2 -1 6 -1 1 5 -1 6 -1 -2	870	1
1 -1 1 -1 3 -1 2 -1 5 -1 1 -1 5 -1 -2	2565	1
5 -1 5 -1 5 -1 1 2 3 -1 2 -1 -2	2963	1
1 5 -1 1 -1 1 6 -1 1 -1 5 -1 -2	2545	1
4 -1 3 -1 2 -1 1 5 -1 2 -1 2 -1 -2	1094	1
1 2 3 -1 2 5 -1 3 -1 -2	3565	1
1 -1 2 -1 2 5 -1 5 -1 3 -1 -2	4066	1
1 -1 6 -1 3 5 -1 1 -1 1 3 -1 -2	934	1
1 2 -1 1 -1 1 -1 4 -1 1 -1 2 -1 -2	2512	1
1 -1 5 -1 1 -1 1 -1 3 -1 5 -1 -2	7554	1
1 -1 4 -1 1 -1 1 -1 5 -1 1 -1 6 -1 -2	590	1
1 -1 1 2 -1 5 -1 3 6 -1 1 -1 -2	536	1
4 -1 1 -1 1 4 -1 3 -1 4 -1 5 -1 -2	1470	1
6 -1 3 -1 6 -1 1 -1 1 -1 2 6 -1 -2	189	1
3 -1 1 -1 4 -1 1 5 -1 3 -1 -2	2839	1
1 -1 2 -1 1 -1 1 -1 4 -1 -2	4919	1
1 -1 2 -1 2 -1 3 -1 1 3 5 -1 -2	2682	1
2 -1 2 -1 1 3 -1 1 5 -1 2 -1 -2	2985	1
1 5 -1 1 3 -1 2 -1 1 -1 3 -1 -2	3521	1
1 5 -1 1 -1 2 -1 3 4 -1 5 -1 -2	1729	1
3 -1 5 -1 1 5 -1 5 -1 2 -1 1 -1 -2	3683	1
5 -1 5 -1 1 -1 1 -1 2 6 -1 1 -1 -2	834	1
2 5 -1 1 -1 2 -1 1 2 5 -1 -2	8247	1
5 -1 1 4 -1 3 -1 3 5 -1 5 -1 -2	2616	1
1 5 -1 1 4 -1 1 -1 1 3 -1 -2	3962	1
5 -1 1 2 5 -1 2 -1 1 -1 3 -1 -2	3636	1
5 -1 1 5 -1 1 5 -1 1 4 -1 -2	9092	1
3 -1 1 2 -1 1 -1 5 6 -1 1 -1 -2	705	1
2 -1 1 5 -1 5 -1 3 -1 2 5 -1 -2	3830	1
5 -1 1 3 -1 2 5 -1 5 -1 1 -1 -2	4523	1
4 -1 3 5 -1 3 4 -1 3 -1 3 -1 -2	1265	1
3 -1 2 6 -1 1 5 -1 3 -1 2 -1 -2	404	1
1 3 -1 4 -1 5 -1 1 -1 3 5 -1 -2	2522	1
5 -1 1 -1 1 -1 3 -1 1 3 -1 1 -1 -2	4877	1
4 -1 1 -1 2 -1 4 5 -1 2 -1 -2	2606	1
4 -1 1 -1 2 -1 1 -1 2 5 -1 1 -1 -2	2526	1
5 -1 1 -1 5 -1 1 -1 1 4 -1 -2	7998	1
3 -1 1 -1 3 5 -1 5 -1 1 -1 1 -1 -2	4871	1
4 -1 4 5 -1 4 5 -1 5 -1 -2	7046	1
1 2 -1 4 -1 3 -1 5 -1 1 -1 -2	2157	1
5 -1 1 -1 2 -1 5 -1 1 -1 3 -1 1 -1 -2	2587	1
2 -1 5 -1 1 -1 4 -1 1 2 -1 -2	3474	1
3 -1 3 -1 2 5 -1 1 -1 3 5 -1 -2	2850	1
2 -1 1 -1 1 -1 2 3 5 -1 1 -1 -2	2994	1
2 3 5 -1 4 5 -1 1 -1 4 -1 -2	1578	1
5 -1 4 5 -1 4 -1 5 -1 1 -1 2 -1 -2	2427	1
3 -1 1 -1 2 -1 2 -1 4 -1 1 -1 -2	1358	1
4 5 -1 1 -1 3 4 -1 3 -1 5 -1 -2	1712	1
2 -1 1 5 -1 1 3 -1 1 -1 2 -1 -2	3551	1
4 -1 5 -1 1 -1 2 -1 1 -1 1 6 -1 -2	521	1
4 -1 4 -1 1 -1 1 -1 -2	10011	1
5 -1 1 -1 1 5 -1 2 5 -1 1 -1 -2	10824	1
4 5 -1 1 -1 1 4 -1 -2	8775	1
1 -1 1 -1 1 -1 1 3 -1 2 -1 1 -1 -2	3648	1
1 5 6 -1 1 5 -1 3 -1 3 -1 -2	1101	1
4 -1 1 -1 1 -1 1 5 -1 4 -1 -2	5931	1
5 -1 5 -1 5 -1 1 -1 3 -1 1 5 -1 -2	7224	1
2 6 -1 1 -1 2 -1 2 -1 5 -1 1 -1 -2	584	1
2 -1 5 6 -1 1 4 5 -1 1 -1 -2	865	1
1 4 -1 2 3 -1 2 4 -1 -2	1473	1
4 -1 5 -1 4 -1 5 -1 1 -1 2 4 -1 -2	1489	1
1 -1 4 5 -1 1 2 3 6 -1 -2	332	1
3 -1 3 5 -1 1 -1 2 -1 5 -1 -2	3860	1
1 -1 3 -1 3 -1 1 3 -1 1 -1 -2	6116	2
3 -1 4 -1 1 4 -1 2 4 5 -1 -2	1308	1
5 -1 1 2 4 -1 1 -1 1 5 -1 -2	3730	1
1 2 -1 1 -1 2 -1 -2	16099	1
4 -1 6 -1 2 3 -1 3 4 5 -1 -2	272	1
3 -1 3 -1 3 5 -1 5 -1 5 -1 1 -1 -2	4062	1
1 -1 1 -1 2 5 -1 3 -1 2 3 -1 -2	2404	1
1 -1 2 5 -1 1 2 -1 5 -1 1 -1 -2	8041	1
1 -1 1 -1 2 -1 6 -1 6 -1 1 -1 -2	625	1
3 -1 1 5 -1 5 -1 4 -1 5 -1 -2	3708	1
5 -1 5 -1 1 -1 1 4 5 -1 -2	9114	1
3 5 -1 2 -1 2 -1 2 -1 5 -1 1 -1 -2	2236	1
1 -1 1 -1 3 6 -1 1 4 -1 2 -1 -2	351	1
1 2 -1 1 3 -1 4 5 -1 -2	2865	1
2 -1 3 5 -1 1 2 -1 1 5 -1 -2	4327	1
5 -1 1 -1 3 -1 2 3 -1 2 3 -1 -2	1855	1
3 -1 5 -1 2 -1 1 4 -1 3 -1 3 -1 -2	976	1
2 5 6 -1 5 -1 1 -1 3 -1 3 -1 -2	482	1
3 4 -1 5 -1 4 6 -1 6 -1 1 -1 -2	208	1
4 5 -1 1 2 -1 1 -1 4 -1 4 -1 -2	2260	1
1 -1 6 -1 1 -1 6 -1 1 -1 1 2 -1 -2	587	1
5 -1 1 -1 3 -1 2 -1 1 2 -1 -2	3758	1
1 -1 1 3 -1 6 -1 1 2 5 -1 -2	879	1
5 -1 3 -1 5 -1 3 -1 3 -1 1 5 -1 -2	4111	1
2 3 4 -1 3 -1 2 6 -1 4 -1 -2	217	1
4 -1 5 -1 1 6 -1 1 5 -1 4 -1 -2	800	1
1 -1 1 -1 1 -1 1 3 -1 -2	13021	1
5 -1 3 -1 1 -1 1 2 5 -1 2 -1 -2	3496	1
1 2 -1 3 -1 3 -1 5 -1 1 3 -1 -2	2696	1
2 5 -1 2 -1 2 -1 1 -1 1 -1 -2	7773	1
5 -1 3 -1 1 -1 1 -1 2 -1 5 -1 1 -1 -2	2583	1
1 6 -1 1 -1 5 -1 3 -1 2 -1 5 -1 -2	589	1
5 -1 1 -1 3 -1 3 -1 1 -1 4 6 -1 -2	282	1
4 5 -1 2 5 -1 1 4 -1 2 -1 -2	2958	1
1 2 -1 5 -1 2 5 -1 1 5 -1 -2	10117	1
5 -1 1 3 -1 2 5 -1 3 -1 1 -1 -2	3469	1
1 -1 1 4 -1 2 -1 3 -1 1 -1 4 -1 -2	1157	1
1 -1 2 -1 1 6 -1 1 5 -1 5 -1 -2	1403	1
2 5 -1 3 -1 3 5 -1 1 -1 1 -1 -2	3431	1
1 3 -1 1 -1 1 -1 1 -1 6 -1 4 -1 -2	450	1
1 3 4 -1 6 -1 5 -1 1 -1 2 -1 -2	372	1
1 2 -1 2 -1 2 -1 2 5 -1 5 -1 -2	5817	1
1 5 -1 2 -1 1 3 5 -1 5 -1 -2	5366	1
1 -1 5 -1 1 -1 1 4 -1 1 -1 -2	8117	1
1 -1 5 -1 4 -1 1 5 -1 1 -1 5 -1 -2	6036	1
3 4 -1 1 -1 1 2 -1 1 4 -1 -2	1544	1
5 -1 1 -1 4 -1 4 -1 3 -1 2 -1 5 -1 -2	880	1
2 -1 1 5 -1 3 -1 3 5 -1 1 -1 -2	3474	1
1 3 -1 1 -1 2 -1 2 5 -1 3 -1 -2	2699	1
1 -1 3 -1 4 -1 1 -1 2 -1 4 -1 3 -1 -2	616	1
3 5 -1 5 -1 1 5 -1 1 4 -1 -2	3929	1
4 -1 4 -1 4 -1 1 2 4 -1 2 -1 -2	1329	1
4 6 -1 1 2 -1 1 3 -1 -2	467	1
5 -1 1 5 -1 2 5 -1 1 -1 5 -1 -2	11205	1
5 -1 3 -1 2 -1 1 3 -1 2 3 -1 -2	2020	1
1 3 -1 3 -1 3 -1 1 -1 1 4 -1 -2	2096	1
2 4 5 -1 4 -1 4 5 -1 3 -1 -2	1407	1
3 -1 5 -1 5 -1 1 -1 4 5 -1 5 -1 -2	2688	1
4 -1 2 6 -1 1 2 -1 1 -1 1 -1 -2	482	1
1 -1 6 -1 3 5 -1 2 3 -1 4 -1 -2	327	1
3 5 -1 1 -1 5 -1 1 3 -1 -2	8532	1
3 -1 1 -1 2 -1 2 -1 2 3 -1 -2	2209	1
1 -1 1 3 -1 5 -1 1 -1 1 -1 1 -1 -2	6546	1
3 -1 1 -1 1 3 -1 1 -1 5 -1 -2	6995	1
2 -1 1 4 -1 2 -1 5 -1 1 4 -1 -2	2248	1
6 -1 1 5 -1 1 5 -1 1 -1 6 -1 -2	1541	1
6 -1 1 -1 5 -1 6 -1 2 -1 5 6 -1 -2	377	1
1 3 4 -1 4 -1 5 -1 1 5 -1 -2	2438	1
5 -1 3 -1 1 -1 1 -1 1 5 6 -1 -2	1125	1
4 5 -1 3 4 5 -1 1 4 -1 -2	2362	1
4 -1 1 -1 6 -1 4 -1 3 5 -1 -2	506	1
3 6 -1 4 -1 4 -1 3 -1 2 -1 -2	242	1
1 4 -1 1 5 -1 3 -1 2 4 -1 -2	1637	1
4 -1 5 -1 5 -1 1 3 5 -1 4 -1 -2	2429	1
1 -1 1 -1 6 -1 4 -1 4 -1 2 -1 3 -1 -2	190	1
1 -1 2 -1 1 -1 1 2 -1 1 -1 -2	9383	1
1 5 -1 4 -1 6 -1 3 -1 1 3 -1 -2	487	1
4 5 -1 1 3 -1 5 -1 1 -1 1 -1 -2	3307	1
1 -1 1 -1 3 -1 5 -1 5 -1 1 4 -1 -2	2579	1
1 -1 2 -1 2 -1 1 -1 1 -1 1 2 -1 -2	5059	1
5 -1 3 -1 3 -1 4 -1 1 2 -1 3 -1 -2	1036	1
2 -1 1 -1 4 5 -1 2 3 4 -1 -2	1034	1
4 -1 2 -1 4 -1 5 -1 3 -1 5 -1 4 -1 -2	639	1
1 -1 1 2 -1 1 3 -1 5 6 -1 -2	883	1
1 -1 6 -1 3 -1 1 -1 -2	1795	1
2 -1 1 -1 4 -1 2 -1 1 -1 5 -1 4 -1 -2	1211	1
4 -1 4 -1 2 -1 1 2 5 -1 2 -1 -2	2041	1
1 -1 2 -1 2 3 -1 1 5 -1 -2	4037	1
5 -1 1 -1 5 -1 5 -1 1 -1 3 5 -1 -2	7084	1
5 -1 2 -1 3 6 -1 2 5 -1 4 -1 -2	287	1
3 -1 3 5 6 -1 2 -1 3 5 -1 -2	524	1
1 -1 4 5 -1 4 5 -1 1 -1 -2	7245	1
3 -1 1 3 -1 3 -1 3 5 -1 5 -1 -2	4464	1
1 -1 2 -1 1 -1 1 -1 3 -1 1 5 -1 -2	3643	1
2 -1 3 5 -1 1 2 -1 5 -1 5 -1 -2	3631	1
1 -1 4 -1 1 -1 3 -1 1 -1 2 -1 4 -1 -2	827	1
2 -1 1 -1 1 -1 3 5 -1 4 -1 -2	2215	1
3 -1 1 -1 6 -1 3 5 -1 1 5 -1 -2	957	1
2 -1 3 5 -1 5 -1 1 -1 1 -1 2 -1 -2	2766	1
4 -1 5 -1 1 -1 1 -1 3 6 -1 -2	477	1
1 -1 1 -1 5 -1 4 5 -1 -2	10551	1
1 5 -1 1 -1 3 5 -1 5 -1 1 -1 -2	8716	1
1 -1 5 -1 1 3 -1 3 -1 1 4 -1 -2	2529	1
2 5 -1 1 -1 1 -1 1 -1 4 -1 2 -1 -2	2527	1
5 -1 3 -1 6 -1 5 -1 6 -1 1 5 -1 -2	511	1
1 3 5 -1 5 -1 1 3 5 -1 -2	8554	1
4 -1 5 -1 1 -1 1 -1 3 -1 6 -1 -2	485	1
6 -1 1 -1 1 -1 1 -1 2 6 -1 -2	707	1
2 -1 1 5 -1 1 -1 1 4 -1 -2	5135	1
4 -1 1 3 -1 2 -1 5 -1 1 2 -1 -2	1696	1
1 3 4 5 -1 1 -1 2 -1 2 -1 -2	1599	1
1 -1 4 -1 1 -1 5 -1 5 -1 3 -1 2 -1 -2	1210	1
1 5 -1 1 -1 2 -1 1 -1 1 -1 5 -1 -2	8593	1
1 -1 5 6 -1 5 -1 5 -1 1 -1 1 -1 -2	1986	1
1 2 -1 5 6 -1 4 5 -1 1 -1 -2	884	1
3 -1 3 -1 3 5 -1 1 -1 1 -1 -2	5731	1
2 -1 1 -1 1 5 -1 1 -1 -2	15413	1
3 -1 1 3 5 -1 2 -1 1 3 -1 -2	3423	1
3 -1 1 -1 3 -1 2 3 -1 5 -1 4 -1 -2	918	1
1 -1 5 -1 1 5 -1 3 5 -1 -2	11469	1
6 -1 6 -1 1 3 6 -1 1 5 -1 -2	473	1
2 -1 2 3 -1 1 -1 4 -1 1 -1 2 -1 -2	1030	1
3 -1 1 5 -1 1 5 -1 5 -1 2 -1 -2	4827	1
1 -1 3 -1 1 -1 1 3 5 -1 4 -1 -2	2578	1
1 3 -1 1 2 -1 1 -1 1 -1 2 -1 -2	3448	1
1 5 -1 2 -1 1 -1 5 6 -1 -2	1779	1
5 -1 4 -1 1 -1 4 6 -1 5 -1 -2	574	1
3 4 -1 5 -1 5 -1 1 3 -1 2 -1 -2	1408	1
2 -1 3 -1 1 -1 4 5 -1 1 -1 -2	2199	1
1 5 -1 1 -1 1 5 -1 1 -1 2 -1 -2	11214	1
1 -1 4 -1 5 -1 1 5 -1 5 -1 -2	8399	1
2 3 -1 1 -1 5 -1 5 -1 5 -1 -2	4145	1
3 -1 1 -1 1 5 -1 1 3 -1 1 -1 -2	6486	1
1 5 -1 2 5 -1 2 -1 1 -1 -2	11413	1
2 3 -1 1 -1 1 -1 1 -1 1 4 -1 -2	1758	1
3 5 -1 2 4 -1 1 5 -1 3 -1 -2	1749	1
1 -1 1 -1 5 -1 1 -1 5 -1 1 5 -1 -2	18506	1
1 5 -1 1 -1 1 -1 1 -1 1 4 -1 -2	7589	1
4 -1 1 4 -1 2 5 -1 1 -1 1 -1 -2	2981	1
3 -1 3 -1 3 -1 1 -1 1 -1 6 -1 -2	648	1
5 -1 6 -1 5 6 -1 6 -1 2 6 -1 -2	340	1
3 -1 4 -1 6 -1 1 6 -1 -2	443	1
1 -1 1 5 -1 5 -1 1 3 6 -1 -2	960	1
1 3 -1 5 -1 5 -1 2 3 -1 4 -1 -2	1439	1
3 4 -1 1 -1 1 3 -1 1 -1 5 -1 -2	2172	1
5 -1 5 6 -1 1 2 5 -1 1 -1 -2	1697	1
6 -1 2 -1 2 -1 3 -1 1 -1 2 -1 -2	420	1
1 -1 3 -1 1 3 -1 1 2 5 -1 -2	4016	1
1 3 5 6 -1 6 -1 6 -1 5 -1 -2	467	1
5 -1 5 -1 1 -1 1 -1 5 -1 4 -1 -2	6712	1
