#subsequence (s \in Sample : s ~ D)	freq(s,D)	freq(s,Sample)

4 -1 9 -1 1 -1 1 -1 -2	700	1
7 -1 3 -1 -2	1161	11
8 -1 8 -1 1 -1 -2	3375	4
2 9 -1 1 -1 -2	1599	1
5 -1 8 -1 -2	4390	24
3 -1 1 -1 -2	1536	25
7 -1 1 -1 2 -1 -2	1265	2
3 -1 8 -1 5 -1 -2	1051	1
4 9 -1 -2	1122	4
8 -1 9 -1 8 -1 -2	3327	3
2 9 -1 -2	2102	14
3 -1 1 -1 10 -1 -2	311	1
2 7 -1 8 -1 -2	1027	2
7 -1 2 -1 -2	1736	19
7 -1 2 -1 1 2 -1 -2	858	1
5 -1 10 -1 -2	1153	5
7 -1 4 -1 -2	920	3
1 7 -1 2 7 -1 8 -1 -2	604	1
9 -1 5 -1 -2	4954	25
1 9 -1 5 -1 -2	3362	1
1 9 -1 1 -1 -2	3915	5
7 -1 6 8 -1 10 -1 -2	54	1
5 7 -1 -2	3387	16
3 -1 10 -1 1 8 -1 8 -1 -2	161	1
2 7 -1 5 -1 -2	1174	3
5 -1 5 -1 1 7 -1 -2	2044	1
2 -1 8 -1 3 -1 -2	524	1
9 -1 9 -1 -2	6200	28
8 -1 5 -1 5 -1 -2	3587	2
2 -1 9 -1 2 -1 2 8 -1 -2	648	1
8 -1 8 -1 -2	5073	21
1 -1 9 -1 4 5 -1 -2	685	1
9 -1 9 10 -1 -2	864	2
4 -1 1 10 -1 -2	237	1
10 -1 1 -1 1 -1 -2	897	1
1 -1 8 -1 10 -1 -2	716	1
1 -1 7 10 -1 -2	517	1
5 9 -1 -2	4701	27
1 -1 2 -1 1 9 -1 -2	1353	3
8 -1 1 -1 8 -1 -2	3336	2
2 -1 2 -1 -2	2490	24
1 -1 1 -1 5 -1 -2	4089	10
9 -1 1 -1 6 -1 -2	315	3
5 -1 9 -1 1 -1 1 7 -1 -2	1414	1
9 -1 1 7 -1 -2	2375	3
1 -1 6 -1 9 -1 2 4 -1 -2	35	1
4 9 -1 4 8 -1 4 -1 -2	366	1
2 5 -1 -2	2161	14
7 8 -1 -2	2743	9
8 -1 9 -1 -2	4113	17
9 -1 10 -1 5 -1 -2	835	1
9 -1 2 -1 8 -1 1 2 -1 -2	678	1
1 -1 1 -1 5 -1 5 -1 -2	3117	1
5 -1 1 -1 1 -1 5 9 -1 -2	2238	1
7 -1 1 -1 1 -1 -2	2815	5
4 8 -1 -2	959	4
3 -1 3 -1 -2	1658	10
8 -1 10 -1 -2	975	10
7 -1 8 9 -1 9 -1 5 -1 5 -1 -2	956	1
2 -1 5 -1 -2	2377	20
2 -1 5 6 -1 -2	164	1
1 -1 8 -1 7 -1 -2	2154	2
1 10 -1 9 -1 2 -1 -2	305	1
5 -1 1 -1 5 -1 -2	4073	3
3 -1 5 -1 -2	1649	14
5 -1 4 -1 7 -1 8 -1 2 -1 -2	167	1
5 -1 7 -1 -2	3622	20
8 -1 7 -1 1 7 -1 -2	1619	1
1 6 -1 -2	376	3
2 10 -1 -2	395	4
7 -1 7 -1 5 -1 -2	2850	1
7 8 -1 7 -1 -2	2265	2
7 -1 4 -1 5 8 -1 9 -1 1 -1 -2	246	1
2 9 -1 9 -1 2 -1 -2	1364	1
1 -1 10 -1 -2	1107	20
2 -1 1 5 -1 5 -1 -2	1400	1
1 2 -1 -2	2046	19
2 -1 2 5 -1 -2	1689	1
5 -1 4 -1 -2	1307	4
1 2 5 -1 -2	1388	2
2 6 -1 3 -1 -2	52	1
3 8 -1 1 -1 -2	907	1
2 -1 7 -1 -2	1673	9
5 8 -1 5 -1 7 -1 -2	1976	1
1 4 -1 1 -1 -2	950	2
5 9 -1 5 -1 1 -1 -2	2917	1
3 -1 2 -1 -2	829	7
7 -1 7 -1 9 -1 -2	2780	2
3 5 -1 5 -1 5 -1 8 -1 -2	730	1
2 -1 7 -1 8 -1 -2	1114	1
5 -1 8 -1 2 -1 1 8 -1 -2	838	1
1 -1 1 -1 9 -1 -2	3989	4
1 5 -1 3 7 -1 5 -1 5 -1 -2	397	1
4 -1 1 -1 5 -1 1 -1 -2	710	1
1 -1 4 5 7 -1 7 -1 1 -1 2 -1 9 -1 -2	75	1
8 -1 6 -1 1 -1 1 7 -1 -2	152	1
2 -1 10 -1 -2	549	4
6 10 -1 -2	72	1
2 -1 2 -1 2 -1 -2	1893	3
8 -1 9 -1 10 -1 7 9 -1 -2	346	1
8 -1 1 8 -1 -2	3331	6
8 9 -1 5 -1 -2	2941	1
9 -1 8 -1 -2	4135	24
1 -1 1 3 8 -1 3 -1 3 -1 -2	323	1
9 -1 1 -1 1 -1 -2	3944	7
1 6 -1 6 -1 9 -1 -2	186	1
2 -1 7 -1 5 -1 -2	1272	1
2 -1 8 -1 -2	2046	14
3 7 -1 3 -1 -2	714	1
4 10 -1 -2	261	2
1 7 -1 1 -1 1 -1 -2	2278	1
3 -1 3 -1 5 9 -1 -2	828	1
2 -1 3 9 -1 3 -1 8 -1 9 -1 -2	191	1
10 -1 1 -1 7 -1 1 -1 -2	467	1
4 5 -1 -2	1212	5
9 -1 1 -1 7 -1 -2	2479	1
8 -1 8 -1 10 -1 -2	785	1
1 3 -1 1 -1 5 -1 -2	938	1
1 10 -1 1 -1 -2	854	2
2 -1 9 -1 2 -1 1 -1 -2	1073	1
5 -1 8 -1 3 -1 -2	1049	1
8 -1 1 -1 7 8 -1 -2	1690	1
10 -1 4 9 -1 -2	267	1
1 -1 1 -1 9 -1 5 -1 -2	2728	1
9 -1 7 -1 5 -1 -2	2608	1
3 4 -1 -2	356	2
6 -1 6 -1 -2	420	5
1 -1 9 -1 5 -1 -2	3434	2
5 -1 2 -1 -2	2410	17
9 -1 7 -1 4 -1 1 -1 -2	465	1
8 -1 3 8 -1 -2	1011	2
2 8 -1 -2	1747	6
1 4 8 -1 2 -1 -2	273	1
7 -1 1 -1 5 -1 -2	2512	5
5 -1 8 -1 1 -1 -2	3047	3
2 -1 3 -1 3 -1 -2	527	1
2 -1 7 10 -1 -2	295	1
1 2 8 -1 -2	1150	1
2 4 -1 -2	487	3
2 5 -1 9 -1 -2	1606	1
4 10 -1 7 -1 1 -1 -2	131	1
2 -1 3 -1 -2	810	7
8 -1 8 -1 8 -1 1 -1 -2	2542	1
1 -1 7 -1 2 -1 2 -1 -2	761	1
8 -1 3 -1 5 -1 -2	1045	1
1 -1 5 9 -1 -2	3376	3
8 9 -1 1 6 -1 -2	227	1
9 -1 1 -1 4 -1 -2	919	3
9 -1 1 -1 3 -1 -2	1151	1
1 7 9 -1 -2	2133	2
5 -1 1 -1 8 -1 -2	3047	3
7 -1 1 7 -1 -2	2576	1
4 -1 5 -1 5 -1 5 -1 7 -1 -2	396	1
7 9 -1 -2	3256	7
1 7 -1 7 -1 1 -1 8 -1 -2	1271	1
9 -1 1 2 -1 -2	1568	1
2 -1 1 7 -1 -2	1192	1
5 -1 5 9 -1 -2	4170	2
5 -1 10 -1 4 -1 -2	267	1
5 7 -1 2 -1 7 -1 -2	1009	1
2 -1 9 -1 2 -1 -2	1680	2
1 -1 2 5 -1 -2	1601	3
5 8 -1 1 -1 -2	3028	2
1 -1 8 -1 8 -1 -2	3305	4
1 8 -1 5 -1 -2	2971	2
9 -1 4 -1 9 -1 -2	1036	1
1 -1 8 -1 2 -1 -2	1428	3
4 -1 2 -1 -2	601	5
5 7 -1 5 -1 -2	3007	1
1 -1 5 7 -1 -2	2462	4
1 -1 1 -1 2 -1 -2	1911	2
9 10 -1 1 -1 5 -1 5 -1 -2	432	1
10 -1 9 -1 7 -1 -2	635	1
1 -1 1 -1 10 -1 -2	911	2
3 7 -1 -2	950	5
2 3 -1 -2	642	4
9 -1 1 -1 7 9 -1 -2	1989	1
1 5 -1 1 -1 -2	3978	5
1 -1 1 5 8 -1 9 -1 -2	1780	1
5 -1 7 -1 5 -1 -2	3055	5
10 -1 6 -1 3 -1 4 -1 -2	9	1
2 3 5 -1 -2	466	1
1 5 -1 4 -1 -2	968	1
7 -1 10 -1 -2	879	3
1 3 9 -1 -2	946	1
3 8 -1 3 -1 -2	878	1
2 -1 9 -1 3 8 -1 1 -1 -2	288	1
5 -1 7 -1 1 -1 -2	2545	3
1 -1 1 -1 1 -1 -2	5023	14
8 -1 1 -1 9 -1 -2	2916	1
9 -1 5 -1 1 2 -1 8 -1 -2	792	1
1 -1 9 -1 1 -1 -2	3921	3
5 7 -1 9 -1 3 7 -1 -2	469	1
1 -1 2 -1 2 -1 7 -1 -2	762	1
1 -1 3 9 -1 -2	1086	1
8 -1 10 -1 8 -1 10 -1 -2	398	1
8 -1 5 -1 8 -1 9 -1 -2	2273	1
1 -1 5 -1 8 -1 2 -1 -2	1031	1
3 -1 1 -1 1 -1 -2	1255	2
5 8 -1 2 9 -1 -2	1147	1
5 -1 3 -1 1 -1 -2	1168	1
1 -1 8 -1 1 -1 4 10 -1 10 -1 -2	61	1
9 10 -1 6 -1 -2	84	1
1 -1 1 3 -1 -2	1218	2
3 -1 4 -1 -2	433	2
1 -1 4 7 -1 -2	582	2
3 5 -1 5 -1 -2	1341	1
5 -1 5 -1 2 -1 5 -1 2 -1 -2	901	1
5 9 -1 7 -1 -2	2660	1
9 -1 8 -1 1 -1 1 -1 -2	2252	1
1 -1 1 2 10 -1 8 -1 1 -1 5 -1 -2	94	1
5 -1 5 -1 5 -1 -2	5525	2
5 -1 7 9 -1 -2	2513	1
5 -1 7 -1 7 -1 -2	2848	1
3 9 -1 5 -1 -2	1135	1
7 -1 5 -1 -2	3637	19
9 -1 5 -1 2 -1 -2	1717	1
5 -1 5 -1 2 -1 -2	2040	2
2 9 -1 8 -1 -2	1438	2
6 9 -1 1 -1 1 -1 -2	240	2
3 5 -1 -2	1524	7
1 -1 1 -1 1 -1 7 -1 -2	2176	1
8 -1 3 5 -1 -2	1031	1
8 -1 5 -1 2 -1 -2	1542	1
7 -1 6 -1 -2	353	2
1 -1 9 -1 9 -1 -2	3960	4
3 4 -1 7 -1 -2	217	1
5 -1 4 -1 1 -1 -2	920	2
1 -1 3 -1 -2	1581	15
1 -1 2 -1 1 -1 -2	1836	2
1 -1 5 -1 1 -1 9 -1 -2	2683	1
7 -1 1 2 -1 1 5 -1 9 -1 -2	583	1
8 -1 1 9 -1 1 -1 -2	2426	1
2 -1 1 5 -1 1 -1 -2	1361	1
6 -1 1 -1 -2	411	4
1 5 7 -1 2 -1 3 -1 -2	306	1
4 -1 1 -1 1 -1 -2	1008	1
9 -1 8 -1 1 8 -1 -2	2345	1
1 -1 8 10 -1 -2	638	1
9 -1 5 8 -1 -2	3029	2
5 6 -1 -2	397	3
8 -1 4 -1 1 -1 -2	799	3
8 -1 3 -1 -2	1353	5
8 9 -1 1 9 -1 -2	2441	1
1 4 -1 7 -1 -2	640	2
7 -1 8 -1 5 8 -1 -2	1833	1
5 -1 5 8 -1 -2	3666	4
8 -1 5 7 -1 -2	2247	1
1 -1 5 8 -1 -2	3030	2
1 9 -1 8 -1 -2	2933	1
1 5 -1 1 7 -1 -2	2064	1
1 -1 10 -1 1 -1 -2	919	2
6 -1 4 -1 -2	133	3
7 -1 8 -1 10 -1 -2	569	1
1 5 8 -1 -2	2716	2
7 9 -1 7 -1 -2	2715	2
8 -1 7 -1 -2	3029	9
8 -1 6 -1 -2	397	4
1 9 -1 9 -1 10 -1 1 -1 1 -1 -2	391	1
4 8 -1 1 -1 -2	717	2
4 7 -1 3 -1 5 9 -1 -2	146	1
6 -1 8 -1 6 -1 -2	246	1
9 -1 3 -1 9 -1 -2	1302	1
1 3 -1 1 5 -1 1 -1 7 -1 8 -1 -2	275	1
5 -1 2 -1 9 -1 -2	1700	1
1 5 -1 2 -1 4 -1 -2	388	1
7 -1 5 -1 7 -1 -2	2833	2
5 10 -1 -2	1022	5
7 -1 5 -1 1 9 -1 -2	1912	1
8 -1 9 -1 1 -1 7 -1 -2	1518	2
1 -1 1 -1 1 9 -1 -2	3296	1
2 -1 1 10 -1 -2	382	2
7 -1 5 -1 5 -1 -2	3039	1
2 -1 9 -1 -2	2280	14
4 -1 10 -1 -2	347	2
9 -1 9 -1 1 -1 -2	4034	3
1 8 -1 9 -1 -2	2872	2
5 9 -1 7 -1 2 -1 -2	1057	1
1 7 -1 8 -1 -2	2123	3
3 -1 4 -1 1 2 -1 -2	150	1
10 -1 9 -1 2 -1 -2	401	1
1 6 -1 9 -1 -2	299	3
9 -1 4 -1 9 -1 10 -1 -2	194	1
1 5 -1 5 -1 -2	4013	2
9 -1 2 5 9 -1 -2	1274	1
9 -1 9 -1 9 -1 -2	5278	2
5 -1 3 -1 3 -1 -2	1137	1
7 -1 3 -1 7 -1 -2	870	1
9 -1 8 -1 5 -1 -2	2990	1
1 -1 4 -1 -2	1256	12
4 -1 1 -1 4 -1 -2	835	1
1 -1 1 5 -1 -2	3994	3
6 -1 2 -1 1 7 -1 -2	110	1
9 -1 8 -1 9 -1 -2	3421	2
1 8 -1 1 -1 7 -1 7 -1 -2	1225	1
4 -1 9 -1 -2	1240	2
1 -1 3 8 -1 1 -1 -2	740	1
4 8 -1 9 -1 -2	729	1
5 -1 5 -1 2 -1 6 -1 -2	126	1
7 -1 7 -1 9 -1 2 -1 -2	962	1
8 -1 5 -1 1 -1 -2	3030	4
1 -1 9 -1 4 -1 -2	919	2
5 8 -1 2 3 -1 -2	369	1
7 -1 2 7 -1 8 -1 -2	801	1
1 -1 1 -1 8 -1 -2	3501	7
1 9 -1 5 -1 8 -1 1 5 -1 -2	1473	1
5 -1 5 -1 8 -1 -2	3724	1
10 -1 4 -1 5 -1 10 -1 9 -1 -2	83	1
1 -1 1 -1 4 -1 -2	1048	2
7 -1 8 -1 5 -1 -2	2269	1
10 -1 3 -1 -2	419	3
1 -1 7 -1 10 -1 2 9 -1 -2	186	1
9 -1 9 -1 5 -1 5 -1 -2	3271	1
1 7 -1 2 -1 -2	1235	2
4 -1 5 9 -1 1 9 -1 9 -1 7 -1 -2	256	1
9 -1 7 -1 3 -1 -2	857	1
2 5 -1 2 -1 5 -1 7 -1 -2	677	1
4 -1 1 7 -1 -2	655	1
3 8 -1 9 -1 -2	885	1
10 -1 5 -1 -2	1103	4
9 -1 3 -1 -2	1603	5
3 9 -1 -2	1450	6
8 -1 2 -1 1 -1 -2	1463	2
5 -1 5 -1 5 9 -1 -2	3556	1
4 -1 4 -1 1 -1 8 -1 -2	514	1
7 -1 1 -1 7 -1 1 -1 -2	1937	1
5 -1 9 -1 5 -1 9 -1 -2	3232	2
1 -1 1 9 -1 -2	3908	3
6 -1 3 -1 -2	166	1
6 7 -1 5 -1 -2	236	1
4 -1 1 4 -1 8 -1 -2	547	1
2 10 -1 9 -1 -2	321	1
1 -1 3 -1 1 -1 -2	1272	3
1 -1 7 -1 7 -1 -2	2587	2
2 -1 3 -1 4 -1 2 -1 -2	106	1
4 -1 6 -1 -2	147	2
10 -1 9 -1 -2	1074	4
9 -1 3 -1 2 -1 -2	619	1
1 8 -1 7 -1 -2	2145	2
5 -1 1 7 -1 -2	2436	1
8 9 -1 1 -1 -2	2846	2
8 -1 8 9 -1 3 -1 -2	817	1
1 -1 8 -1 3 -1 -2	992	1
3 -1 5 -1 3 -1 -2	1135	1
8 -1 1 9 -1 8 -1 -2	2318	1
1 2 -1 5 -1 -2	1603	1
1 -1 1 9 -1 7 -1 -2	2079	1
5 -1 2 -1 1 -1 -2	1686	2
1 -1 2 -1 5 -1 -2	1689	2
9 -1 1 -1 1 -1 5 -1 7 -1 -2	1270	1
8 10 -1 9 -1 -2	641	1
1 5 7 -1 -2	2176	2
5 7 8 -1 1 -1 -2	1500	1
3 -1 8 -1 1 9 -1 -2	741	1
7 -1 7 -1 1 -1 8 -1 -2	1580	1
3 8 -1 5 -1 -2	949	1
1 9 -1 9 -1 -2	3926	3
5 9 10 -1 5 -1 7 -1 5 -1 -2	306	1
8 -1 7 -1 5 -1 -2	2264	2
1 -1 5 -1 8 -1 -2	3058	2
5 -1 7 -1 2 -1 5 7 -1 1 5 -1 -2	423	1
1 3 -1 9 -1 -2	1052	1
5 -1 1 -1 5 -1 1 7 -1 9 -1 -2	1048	1
2 -1 1 -1 7 -1 -2	1202	1
9 -1 1 3 -1 1 -1 -2	881	1
7 -1 8 -1 7 -1 -2	2348	1
1 -1 9 -1 5 -1 9 -1 -2	2674	1
10 -1 1 5 -1 -2	805	1
10 -1 1 -1 5 -1 -2	794	2
2 10 -1 7 -1 -2	269	1
8 -1 1 -1 5 7 -1 -2	1640	1
8 -1 9 -1 1 -1 -2	2933	2
9 -1 2 -1 2 -1 -2	1651	1
7 8 9 -1 -2	1811	1
5 -1 10 -1 1 -1 -2	813	1
1 -1 3 5 -1 2 -1 -2	457	1
5 8 -1 5 -1 -2	3642	1
5 -1 9 -1 1 9 -1 -2	2826	1
1 -1 1 -1 5 9 -1 -2	2823	1
4 -1 2 -1 1 8 -1 -2	321	1
1 -1 7 -1 9 -1 -2	2454	3
4 9 -1 2 -1 -2	444	1
10 -1 1 4 -1 9 -1 5 7 -1 8 -1 -2	69	1
3 10 -1 -2	298	2
9 -1 10 -1 -2	1116	7
9 -1 3 7 -1 1 -1 8 -1 -2	383	1
6 -1 5 -1 1 -1 -2	313	1
5 -1 9 -1 9 -1 -2	4139	2
1 8 9 -1 7 10 -1 5 -1 1 8 9 -1 -2	166	1
7 -1 5 -1 2 -1 -2	1347	1
1 7 -1 4 -1 -2	678	1
2 -1 1 -1 1 -1 4 -1 -2	354	1
5 -1 7 -1 4 -1 9 -1 -2	486	1
10 -1 8 -1 10 -1 -2	603	1
1 -1 2 -1 1 2 -1 -2	1288	1
7 -1 1 2 -1 8 -1 -2	796	1
1 -1 3 5 8 -1 5 -1 5 -1 4 8 -1 5 -1 -2	66	1
1 4 5 -1 -2	787	1
8 -1 1 -1 10 -1 -2	714	1
1 -1 8 -1 5 -1 -2	3026	2
1 7 9 -1 1 -1 -2	1856	1
4 -1 1 -1 9 -1 -2	901	1
10 -1 1 7 -1 1 -1 -2	529	1
5 -1 1 8 -1 -2	2979	1
1 -1 7 -1 4 -1 -2	667	1
9 -1 5 -1 7 -1 -2	2600	1
5 9 -1 6 -1 -2	349	1
3 -1 1 -1 8 -1 -2	1004	2
2 -1 4 -1 9 -1 -2	465	1
10 -1 9 -1 5 -1 7 -1 1 -1 -2	306	1
10 -1 8 -1 -2	981	2
9 -1 1 9 -1 -2	3959	2
1 -1 10 -1 5 -1 2 -1 -2	300	1
1 -1 1 5 -1 4 -1 -2	802	1
8 -1 5 -1 6 7 -1 -2	181	1
10 -1 2 -1 -2	542	4
2 5 -1 5 -1 8 9 -1 2 4 -1 5 -1 -2	100	1
5 -1 3 8 9 -1 -2	669	1
5 -1 6 -1 -2	430	2
2 -1 3 -1 2 -1 2 -1 -2	377	1
5 -1 9 -1 7 -1 -2	2622	3
6 -1 7 -1 1 2 -1 7 -1 4 -1 1 -1 -2	19	1
1 -1 7 9 -1 -2	2368	3
1 -1 2 6 -1 -2	121	1
1 7 -1 5 -1 1 -1 -2	2001	1
9 -1 5 -1 1 -1 -2	3420	5
4 -1 1 -1 5 -1 1 5 -1 9 -1 6 -1 -2	32	1
4 -1 5 -1 4 -1 -2	867	2
9 -1 8 -1 4 -1 -2	809	1
2 -1 5 -1 7 8 -1 -2	857	1
2 -1 3 -1 1 -1 -2	585	1
2 7 -1 -2	1477	5
1 -1 4 9 -1 4 -1 -2	590	1
1 -1 6 -1 -2	420	3
1 7 -1 5 -1 9 -1 2 -1 -2	726	1
1 -1 4 -1 4 9 -1 -2	582	1
2 -1 8 -1 1 -1 -2	1439	2
2 5 -1 1 -1 -2	1613	1
2 -1 4 -1 -2	615	3
5 -1 9 -1 9 -1 7 9 -1 -2	1703	1
3 -1 1 -1 9 -1 -2	1116	1
9 -1 1 -1 4 -1 7 -1 -2	489	1
2 3 -1 3 -1 -2	466	1
5 -1 2 -1 8 9 -1 -2	1156	1
1 8 -1 5 8 -1 -2	2485	1
1 -1 8 -1 9 -1 -2	2924	2
5 -1 2 -1 8 -1 -2	1552	1
1 -1 4 7 -1 5 -1 -2	454	1
6 -1 3 5 -1 1 -1 -2	103	1
5 7 -1 7 -1 -2	2838	1
8 -1 4 5 -1 9 -1 7 9 -1 7 -1 -2	195	1
1 -1 1 -1 7 -1 -2	2832	2
8 -1 3 -1 7 -1 -2	740	1
10 -1 10 -1 -2	1060	2
4 9 -1 1 -1 -2	867	2
1 4 -1 9 -1 -2	847	1
5 9 -1 7 8 -1 -2	1716	1
1 5 9 -1 -2	3016	2
1 5 -1 3 -1 9 -1 -2	865	1
5 7 -1 8 9 -1 -2	1752	1
4 9 -1 9 -1 1 -1 -2	734	1
5 -1 2 -1 2 -1 -2	1707	1
5 -1 1 9 -1 -2	3360	1
10 -1 3 4 -1 -2	92	1
9 -1 1 8 -1 -2	2878	2
8 -1 3 -1 1 -1 -2	984	1
2 -1 1 2 9 -1 -2	1088	1
4 -1 1 -1 1 -1 10 -1 -2	205	1
1 -1 8 -1 1 -1 -2	3394	4
4 -1 1 5 -1 -2	932	2
7 -1 1 -1 10 -1 -2	620	1
7 -1 9 -1 1 -1 2 -1 -2	915	1
1 -1 10 -1 3 -1 -2	303	1
5 -1 4 -1 8 -1 -2	857	1
2 5 -1 3 -1 -2	608	1
5 7 8 -1 9 -1 9 -1 7 -1 -2	930	1
9 -1 1 -1 5 -1 -2	3422	5
7 -1 3 -1 3 -1 -2	789	1
7 -1 1 -1 3 -1 -2	872	1
9 -1 2 -1 1 -1 -2	1644	2
1 7 -1 1 -1 -2	2743	2
3 -1 8 -1 8 -1 -2	1095	1
6 7 -1 -2	298	3
8 -1 2 -1 9 -1 5 8 -1 -2	850	1
1 -1 1 2 -1 -2	1800	1
1 -1 2 -1 10 -1 3 -1 -2	120	1
1 -1 5 -1 7 -1 -2	2491	1
8 -1 1 5 -1 -2	2992	2
7 9 -1 5 -1 -2	2530	1
3 -1 1 2 -1 -2	592	1
6 -1 1 -1 10 -1 -2	76	1
9 -1 5 9 -1 -2	4159	1
8 -1 6 -1 1 -1 -2	279	2
1 8 -1 1 -1 1 -1 -2	2865	1
4 7 -1 3 -1 -2	209	1
3 6 7 -1 -2	52	1
4 -1 5 -1 2 -1 9 -1 -2	322	1
5 -1 1 -1 7 -1 7 -1 -2	1758	1
4 -1 9 -1 8 -1 1 -1 -2	582	1
7 -1 1 -1 5 9 -1 -2	1880	1
2 -1 1 -1 8 -1 -2	1447	1
4 -1 7 -1 -2	912	5
9 -1 1 -1 9 -1 -2	3964	1
5 -1 4 9 -1 -2	889	2
4 -1 8 -1 1 -1 -2	806	1
7 -1 5 8 -1 9 -1 -2	1719	1
2 -1 8 -1 9 -1 -2	1474	1
9 -1 8 9 -1 6 -1 -2	255	1
4 7 -1 2 -1 -2	308	1
9 -1 3 -1 4 -1 -2	330	2
7 10 -1 -2	711	1
9 -1 9 -1 5 -1 -2	4187	2
7 -1 5 -1 8 -1 7 -1 1 -1 -2	1029	1
9 -1 7 -1 9 -1 -2	2959	1
5 10 -1 1 -1 -2	779	1
5 -1 2 -1 5 -1 -2	1972	2
7 -1 10 -1 2 -1 -2	346	1
4 -1 7 -1 1 -1 -2	670	1
1 5 -1 2 -1 5 -1 -2	1405	1
5 9 -1 5 8 9 -1 -2	2154	1
7 -1 3 -1 1 -1 -2	845	1
1 -1 2 -1 2 -1 -2	1597	2
10 -1 1 -1 9 -1 -2	778	1
5 9 -1 9 -1 4 -1 -2	817	1
1 -1 1 7 -1 8 -1 8 -1 -2	1302	1
2 -1 7 8 -1 -2	1094	1
9 -1 9 -1 10 -1 9 -1 -2	708	1
5 -1 3 -1 8 -1 -2	1083	1
1 -1 1 5 7 9 -1 -2	1305	1
5 7 -1 2 -1 -2	1333	1
10 -1 1 8 -1 -2	746	1
5 -1 1 -1 2 -1 -2	1711	2
4 7 9 -1 1 4 -1 -2	289	1
5 -1 8 9 -1 -2	2963	1
1 -1 3 5 -1 -2	1149	1
5 -1 1 -1 6 -1 -2	314	2
1 -1 8 9 -1 -2	2847	2
1 -1 9 -1 7 10 -1 -2	407	1
1 8 -1 1 -1 8 -1 -2	2760	1
5 9 -1 1 -1 3 -1 1 -1 -2	688	1
4 -1 1 4 -1 -2	826	1
1 5 -1 8 -1 -2	3027	1
1 -1 1 -1 1 5 -1 1 -1 1 -1 -2	1916	1
6 -1 1 6 -1 -2	268	1
3 -1 3 -1 6 -1 7 -1 1 -1 -2	44	1
9 -1 5 -1 2 -1 9 -1 9 -1 -2	954	1
6 -1 8 -1 5 -1 -2	291	1
10 -1 2 -1 2 -1 2 -1 -2	239	1
7 -1 2 5 -1 -2	1264	1
8 -1 5 -1 1 -1 7 -1 -2	1566	1
5 -1 9 -1 4 -1 5 -1 -2	728	1
