#subsequence (s \in Sample : s ~ D)	freq(s,D)	freq(s,Sample)

1 -1 107 -1 83 -1 10 -1 12 -1 51 -1 18 -1 30 -1 19 -1 71 -1 26 -1 53 -1 32 -1 82 -1 50 -1 67 -1 110 -1 93 -1 117 -1 104 -1 134 -1 77 -1 69 -1 153 -1 182 -1 111 -1 62 -1 247 -1 84 -1 -2	1	1
46 -1 39 -1 118 -1 12 -1 13 -1 42 -1 51 -1 17 -1 65 -1 19 -1 85 -1 26 -1 67 -1 110 -1 94 -1 133 -1 77 -1 115 -1 135 -1 100 -1 185 -1 62 -1 256 -1 257 -1 -2	1	1
121 -1 186 -1 61 -1 107 -1 9 -1 10 -1 96 -1 179 -1 16 -1 46 -1 23 -1 141 -1 147 -1 157 -1 122 -1 166 -1 25 -1 79 -1 134 -1 49 -1 70 -1 94 -1 136 -1 67 -1 52 -1 249 -1 91 -1 153 -1 135 -1 -2	1	1
23 -1 118 -1 9 -1 35 -1 52 -1 65 -1 30 -1 19 -1 85 -1 41 -1 36 -1 82 -1 38 -1 99 -1 50 -1 110 -1 94 -1 132 -1 103 -1 77 -1 135 -1 54 -1 96 -1 111 -1 33 -1 62 -1 257 -1 84 -1 -2	1	1
2 -1 95 -1 107 -1 99 -1 39 -1 13 -1 66 -1 143 -1 179 -1 17 -1 82 -1 155 -1 156 -1 147 -1 140 -1 78 -1 1 -1 57 -1 119 -1 136 -1 146 -1 249 -1 60 -1 259 -1 145 -1 262 -1 175 -1 -2	1	1
15 -1 23 -1 9 -1 13 -1 42 -1 35 -1 30 -1 20 -1 109 -1 19 -1 26 -1 86 -1 41 -1 82 -1 67 -1 110 -1 113 -1 94 -1 103 -1 133 -1 68 -1 77 -1 135 -1 69 -1 153 -1 6 -1 31 -1 189 -1 101 -1 79 -1 84 -1 -2	1	1
2 -1 73 -1 15 -1 8 -1 39 -1 9 -1 29 -1 10 -1 17 -1 20 -1 22 -1 71 -1 26 -1 41 -1 50 -1 93 -1 103 -1 133 -1 54 -1 95 -1 106 -1 182 -1 111 -1 187 -1 189 -1 33 -1 253 -1 256 -1 257 -1 -2	1	1
81 -1 61 -1 110 -1 109 -1 178 -1 14 -1 16 -1 46 -1 125 -1 35 -1 122 -1 78 -1 70 -1 101 -1 67 -1 146 -1 245 -1 163 -1 168 -1 246 -1 247 -1 52 -1 249 -1 120 -1 253 -1 60 -1 259 -1 145 -1 153 -1 135 -1 -2	1	1
2 -1 46 -1 107 -1 118 -1 10 -1 72 -1 109 -1 71 -1 85 -1 53 -1 41 -1 50 -1 67 -1 110 -1 113 -1 68 -1 77 -1 115 -1 143 -1 54 -1 95 -1 96 -1 106 -1 169 -1 6 -1 182 -1 189 -1 59 -1 -2	1	1
2 -1 15 -1 8 -1 118 -1 72 -1 42 -1 17 -1 35 -1 18 -1 109 -1 22 -1 71 -1 85 -1 36 -1 82 -1 99 -1 50 -1 113 -1 117 -1 104 -1 115 -1 135 -1 143 -1 54 -1 147 -1 31 -1 63 -1 190 -1 245 -1 101 -1 256 -1 84 -1 -2	1	1
2 -1 73 -1 23 -1 39 -1 107 -1 83 -1 12 -1 13 -1 42 -1 17 -1 65 -1 18 -1 30 -1 109 -1 22 -1 19 -1 71 -1 36 -1 82 -1 38 -1 24 -1 99 -1 110 -1 103 -1 133 -1 134 -1 54 -1 69 -1 95 -1 153 -1 6 -1 187 -1 189 -1 33 -1 70 -1 101 -1 253 -1 59 -1 257 -1 -2	1	1
1 -1 139 -1 158 -1 10 -1 40 -1 153 -1 13 -1 89 -1 14 -1 138 -1 90 -1 114 -1 19 -1 107 -1 129 -1 26 -1 27 -1 28 -1 109 -1 165 -1 42 -1 100 -1 99 -1 117 -1 70 -1 57 -1 78 -1 92 -1 118 -1 119 -1 132 -1 179 -1 141 -1 171 -1 149 -1 122 -1 247 -1 -2	1	1
46 -1 5 -1 15 -1 118 -1 83 -1 10 -1 13 -1 42 -1 22 -1 86 -1 36 -1 82 -1 99 -1 113 -1 117 -1 115 -1 135 -1 69 -1 145 -1 147 -1 106 -1 169 -1 6 -1 182 -1 187 -1 256 -1 257 -1 84 -1 -2	1	1
2 -1 73 -1 23 -1 1 -1 107 -1 12 -1 13 -1 51 -1 71 -1 53 -1 99 -1 110 -1 113 -1 94 -1 132 -1 77 -1 143 -1 95 -1 147 -1 96 -1 169 -1 63 -1 187 -1 245 -1 84 -1 258 -1 -2	1	1
2 -1 73 -1 1 -1 10 -1 12 -1 72 -1 13 -1 35 -1 30 -1 22 -1 85 -1 26 -1 53 -1 86 -1 38 -1 99 -1 110 -1 94 -1 132 -1 104 -1 68 -1 134 -1 77 -1 135 -1 69 -1 100 -1 95 -1 149 -1 96 -1 182 -1 185 -1 63 -1 187 -1 70 -1 256 -1 79 -1 84 -1 -2	1	1
2 -1 73 -1 5 -1 29 -1 83 -1 10 -1 17 -1 35 -1 65 -1 18 -1 20 -1 53 -1 99 -1 50 -1 108 -1 117 -1 94 -1 132 -1 103 -1 133 -1 135 -1 54 -1 147 -1 106 -1 6 -1 31 -1 185 -1 70 -1 245 -1 247 -1 59 -1 256 -1 257 -1 258 -1 -2	1	1
73 -1 15 -1 23 -1 1 -1 118 -1 9 -1 10 -1 42 -1 35 -1 52 -1 20 -1 26 -1 82 -1 38 -1 24 -1 50 -1 93 -1 117 -1 94 -1 103 -1 133 -1 135 -1 54 -1 100 -1 147 -1 149 -1 96 -1 153 -1 169 -1 6 -1 182 -1 187 -1 70 -1 59 -1 84 -1 258 -1 -2	1	1
