#subsequence (s \in Sample : s ~ D)	freq(s,D)	freq(s,Sample)

1 -1 2 6 -1 -2	211	1
5 -1 1 -1 3 5 -1 5 -1 -2	1223	1
1 -1 1 -1 3 -1 1 -1 -2	1505	1
3 6 -1 3 -1 1 4 -1 -2	69	1
1 -1 1 6 -1 -2	499	1
1 -1 5 -1 2 -1 -2	2201	4
1 3 -1 5 -1 -2	1641	1
1 -1 4 5 -1 -2	1442	1
4 5 -1 5 -1 1 -1 -2	1243	1
1 -1 3 5 -1 -2	1678	1
2 3 -1 -2	861	6
5 -1 1 -1 2 -1 -2	2177	1
2 4 -1 1 -1 -2	647	1
3 4 -1 -2	592	3
1 -1 4 -1 1 -1 2 -1 -2	620	1
4 6 -1 -2	156	2
4 -1 1 5 -1 -2	1500	1
2 5 -1 2 -1 -2	2168	1
1 -1 3 -1 1 -1 3 -1 2 -1 -2	418	1
1 -1 2 3 -1 -2	707	1
1 3 -1 2 -1 -2	846	1
3 -1 2 4 -1 -2	334	1
1 3 -1 1 -1 -2	1772	4
3 -1 5 -1 3 -1 -2	1624	1
1 -1 6 -1 1 -1 3 -1 5 -1 -2	134	1
5 -1 1 -1 1 -1 5 -1 -2	4100	1
2 5 -1 1 5 -1 -2	1984	1
1 6 -1 4 -1 -2	216	1
6 -1 2 6 -1 -2	164	1
6 -1 6 -1 5 -1 -2	388	1
5 -1 1 -1 1 -1 1 -1 -2	4118	1
1 -1 1 -1 3 -1 3 -1 -2	1213	1
2 -1 4 -1 1 -1 4 -1 -2	463	1
1 4 5 -1 -2	1321	1
1 -1 5 -1 1 -1 2 -1 1 -1 -2	1283	1
3 -1 1 -1 6 -1 -2	219	1
1 3 -1 4 -1 -2	624	1
1 -1 5 -1 5 -1 5 -1 -2	4230	1
1 5 -1 1 -1 4 -1 -2	1331	1
2 4 -1 2 -1 -2	624	1
2 4 5 -1 -2	633	1
1 -1 1 -1 1 -1 4 -1 -2	1278	1
5 -1 1 -1 3 -1 5 -1 -2	1396	1
5 -1 2 -1 2 -1 -2	2116	1
1 3 -1 6 -1 3 -1 1 -1 -2	121	1
6 -1 2 -1 -2	340	3
4 -1 1 -1 1 -1 3 -1 -2	488	1
3 -1 5 -1 3 -1 3 -1 -2	1058	1
2 -1 1 2 -1 -2	1908	1
5 -1 1 -1 6 -1 -2	495	1
5 -1 2 -1 1 -1 4 -1 -2	636	1
1 -1 4 -1 4 -1 -2	1268	1
4 -1 1 -1 5 -1 1 -1 -2	1116	1
2 -1 3 5 -1 -2	907	1
3 -1 1 -1 3 -1 5 -1 -2	1092	1
1 -1 1 -1 3 4 -1 -2	432	1
1 -1 1 3 -1 -2	1783	1
1 5 -1 2 -1 4 -1 -2	733	1
4 -1 1 5 -1 1 -1 -2	1252	1
3 -1 1 4 -1 -2	621	1
3 -1 3 -1 2 -1 -2	765	1
6 -1 2 -1 1 -1 5 -1 -2	224	1
6 -1 3 -1 1 -1 -2	202	1
3 -1 1 5 -1 -2	1772	2
1 -1 5 -1 2 4 -1 -2	557	1
1 -1 4 -1 1 -1 1 -1 -2	1221	1
1 -1 1 -1 3 -1 -2	1839	1
5 -1 1 -1 2 -1 1 -1 1 5 -1 -2	1158	1
4 -1 1 3 -1 -2	628	1
3 5 -1 1 -1 -2	1675	1
4 -1 5 -1 4 -1 -2	1320	1
5 -1 2 3 -1 -2	741	1
2 4 -1 5 -1 -2	676	1
3 -1 1 -1 2 -1 -2	853	1
3 4 -1 1 -1 1 -1 -2	419	1
5 -1 1 -1 3 -1 5 -1 1 -1 -2	1073	1
4 -1 2 -1 4 -1 -2	645	1
1 2 -1 1 -1 3 -1 1 4 -1 -2	265	1
5 -1 2 -1 5 -1 -2	2490	2
5 -1 2 -1 6 -1 -2	291	1
1 5 -1 1 -1 1 -1 -2	4481	2
1 -1 2 4 -1 -2	652	1
3 -1 3 -1 5 -1 -2	1601	1
5 -1 1 5 -1 1 -1 -2	4515	1
2 -1 2 -1 1 -1 -2	1949	1
1 -1 2 5 -1 -2	2165	1
6 -1 5 -1 1 -1 -2	474	1
1 -1 5 -1 1 -1 5 6 -1 -2	354	1
1 4 -1 1 -1 1 -1 4 -1 -2	824	1
3 -1 3 -1 1 -1 -2	1528	1
2 -1 1 3 -1 -2	854	1
5 6 -1 2 -1 -2	290	1
4 -1 1 -1 5 -1 -2	1408	1
5 -1 3 5 -1 -2	1901	1
1 -1 1 -1 1 5 -1 -2	4474	1
5 -1 1 2 -1 -2	2081	1
5 -1 4 5 -1 5 -1 -2	1426	1
4 5 -1 4 -1 -2	1339	1
2 -1 1 4 5 -1 -2	670	1
6 -1 1 5 -1 -2	502	1
