#subsequence (s \in Sample : s ~ D)	freq(s,D)	freq(s,Sample)

27 -1 112 -1 143 -1 29 -1 184 -1 273 -1 -2	1	1
46 -1 119 -1 26 -1 -2	3	1
53 -1 68 -1 119 -1 120 -1 143 -1 -2	2	1
78 -1 -2	382	2
158 -1 10 -1 130 -1 19 -1 154 -1 58 -1 75 -1 259 -1 -2	1	1
10 -1 35 -1 73 -1 78 -1 12 -1 -2	13	1
96 -1 35 -1 36 -1 132 -1 53 -1 25 -1 63 -1 248 -1 -2	1	1
51 -1 17 -1 35 -1 11 -1 49 -1 133 -1 247 -1 254 -1 21 -1 -2	1	1
14 -1 22 -1 28 -1 1 -1 66 -1 117 -1 143 -1 149 -1 65 -1 20 -1 261 -1 -2	1	1
22 -1 76 -1 52 -1 175 -1 34 -1 254 -1 -2	1	1
125 -1 19 -1 36 -1 70 -1 57 -1 39 -1 -2	1	1
84 -1 8 -1 105 -1 81 -1 -2	1	1
15 -1 63 -1 26 -1 43 -1 79 -1 110 -1 117 -1 47 -1 132 -1 83 -1 209 -1 227 -1 -2	1	1
1 -1 168 -1 190 -1 3 -1 252 -1 17 -1 -2	1	1
48 -1 43 -1 23 -1 63 -1 -2	1	1
61 -1 8 -1 69 -1 111 -1 92 -1 93 -1 132 -1 89 -1 90 -1 172 -1 260 -1 -2	1	1
46 -1 18 -1 82 -1 96 -1 185 -1 63 -1 189 -1 70 -1 62 -1 256 -1 79 -1 -2	1	1
11 -1 -2	455	2
25 -1 11 -1 31 -1 63 -1 259 -1 -2	1	1
11 -1 17 -1 66 -1 -2	37	1
79 -1 8 -1 28 -1 31 -1 36 -1 57 -1 144 -1 16 -1 -2	1	1
9 -1 70 -1 8 -1 54 -1 41 -1 66 -1 245 -1 -2	1	1
22 -1 8 -1 9 -1 26 -1 35 -1 41 -1 52 -1 253 -1 -2	2	1
1 -1 59 -1 78 -1 -2	39	1
18 -1 25 -1 139 -1 88 -1 255 -1 -2	1	1
2 -1 42 -1 62 -1 108 -1 109 -1 6 -1 114 -1 121 -1 144 -1 -2	1	1
19 -1 42 -1 22 -1 29 -1 132 -1 139 -1 -2	1	1
48 -1 44 -1 118 -1 149 -1 245 -1 82 -1 6 -1 -2	1	1
17 -1 109 -1 117 -1 139 -1 50 -1 38 -1 -2	1	1
1 -1 33 -1 56 -1 23 -1 15 -1 67 -1 -2	1	1
77 -1 9 -1 22 -1 26 -1 36 -1 46 -1 126 -1 245 -1 -2	1	1
44 -1 144 -1 231 -1 246 -1 -2	2	1
72 -1 18 -1 181 -1 253 -1 -2	2	1
1 -1 44 -1 80 -1 11 -1 109 -1 23 -1 124 -1 144 -1 85 -1 -2	1	1
39 -1 57 -1 20 -1 21 -1 18 -1 73 -1 262 -1 -2	1	1
10 -1 47 -1 97 -1 109 -1 138 -1 139 -1 143 -1 150 -1 30 -1 -2	1	1
11 -1 24 -1 22 -1 43 -1 37 -1 118 -1 134 -1 66 -1 179 -1 187 -1 219 -1 -2	1	1
20 -1 63 -1 108 -1 5 -1 81 -1 146 -1 175 -1 -2	1	1
4 -1 90 -1 16 -1 22 -1 12 -1 76 -1 118 -1 253 -1 -2	1	1
42 -1 13 -1 -2	53	1
121 -1 23 -1 31 -1 49 -1 117 -1 106 -1 168 -1 60 -1 145 -1 153 -1 -2	1	1
69 -1 37 -1 80 -1 30 -1 64 -1 132 -1 33 -1 245 -1 -2	1	1
66 -1 12 -1 49 -1 62 -1 255 -1 -2	1	1
1 -1 72 -1 30 -1 71 -1 110 -1 113 -1 -2	2	1
54 -1 67 -1 118 -1 135 -1 143 -1 21 -1 -2	1	1
14 -1 69 -1 118 -1 245 -1 26 -1 41 -1 -2	1	1
92 -1 30 -1 193 -1 38 -1 -2	1	1
41 -1 58 -1 255 -1 -2	11	1
11 -1 82 -1 110 -1 -2	9	1
26 -1 113 -1 141 -1 43 -1 56 -1 54 -1 -2	1	1
5 -1 34 -1 -2	104	1
78 -1 38 -1 150 -1 20 -1 -2	1	1
14 -1 53 -1 6 -1 258 -1 -2	6	1
49 -1 67 -1 50 -1 -2	6	1
13 -1 58 -1 44 -1 38 -1 14 -1 -2	1	1
1 -1 80 -1 61 -1 35 -1 -2	1	1
30 -1 41 -1 253 -1 -2	59	1
2 -1 99 -1 179 -1 35 -1 49 -1 119 -1 70 -1 137 -1 105 -1 249 -1 145 -1 175 -1 -2	1	1
8 -1 68 -1 65 -1 35 -1 149 -1 189 -1 -2	1	1
9 -1 68 -1 22 -1 29 -1 17 -1 143 -1 144 -1 84 -1 162 -1 38 -1 -2	1	1
9 -1 17 -1 89 -1 7 -1 113 -1 72 -1 -2	1	1
39 -1 31 -1 113 -1 117 -1 8 -1 41 -1 147 -1 57 -1 -2	1	1
16 -1 36 -1 122 -1 67 -1 60 -1 91 -1 175 -1 -2	1	1
13 -1 70 -1 36 -1 93 -1 -2	1	1
113 -1 138 -1 28 -1 178 -1 85 -1 -2	1	1
31 -1 18 -1 84 -1 48 -1 63 -1 65 -1 253 -1 -2	1	1
23 -1 16 -1 143 -1 -2	64	1
11 -1 49 -1 50 -1 136 -1 137 -1 -2	2	1
70 -1 111 -1 50 -1 17 -1 55 -1 89 -1 -2	1	1
10 -1 13 -1 44 -1 33 -1 139 -1 144 -1 75 -1 180 -1 256 -1 -2	1	1
20 -1 68 -1 -2	61	1
15 -1 46 -1 25 -1 143 -1 21 -1 14 -1 -2	1	1
1 -1 20 -1 58 -1 -2	45	1
50 -1 39 -1 26 -1 104 -1 27 -1 54 -1 60 -1 78 -1 -2	1	1
113 -1 153 -1 90 -1 119 -1 259 -1 -2	1	1
99 -1 64 -1 68 -1 133 -1 65 -1 93 -1 -2	1	1
8 -1 18 -1 35 -1 195 -1 197 -1 32 -1 -2	5	1
30 -1 41 -1 117 -1 6 -1 247 -1 -2	1	1
4 -1 14 -1 25 -1 100 -1 -2	2	1
12 -1 109 -1 68 -1 182 -1 -2	1	1
9 -1 42 -1 31 -1 71 -1 74 -1 118 -1 139 -1 54 -1 -2	1	1
4 -1 61 -1 55 -1 119 -1 20 -1 -2	1	1
117 -1 259 -1 101 -1 112 -1 -2	1	1
9 -1 17 -1 110 -1 22 -1 54 -1 132 -1 63 -1 150 -1 31 -1 253 -1 51 -1 -2	1	1
45 -1 27 -1 114 -1 44 -1 121 -1 43 -1 -2	1	1
18 -1 36 -1 1 -1 20 -1 70 -1 6 -1 16 -1 -2	1	1
40 -1 17 -1 118 -1 139 -1 29 -1 246 -1 253 -1 -2	2	1
41 -1 32 -1 26 -1 36 -1 88 -1 110 -1 139 -1 30 -1 -2	1	1
70 -1 78 -1 82 -1 109 -1 -2	2	1
32 -1 118 -1 123 -1 52 -1 255 -1 -2	1	1
8 -1 10 -1 149 -1 38 -1 -2	16	1
56 -1 42 -1 48 -1 -2	10	1
132 -1 40 -1 67 -1 19 -1 -2	1	1
2 -1 60 -1 37 -1 39 -1 117 -1 181 -1 209 -1 253 -1 -2	1	1
166 -1 95 -1 113 -1 176 -1 40 -1 138 -1 53 -1 27 -1 84 -1 78 -1 94 -1 171 -1 150 -1 -2	1	1
39 -1 13 -1 51 -1 35 -1 18 -1 86 -1 94 -1 104 -1 96 -1 153 -1 -2	1	1
4 -1 37 -1 117 -1 132 -1 150 -1 35 -1 47 -1 -2	1	1
74 -1 249 -1 -2	8	1
78 -1 7 -1 14 -1 96 -1 73 -1 35 -1 132 -1 48 -1 184 -1 190 -1 245 -1 19 -1 261 -1 -2	1	1
9 -1 24 -1 41 -1 19 -1 -2	7	1
20 -1 17 -1 19 -1 27 -1 53 -1 118 -1 139 -1 84 -1 260 -1 72 -1 -2	1	1
15 -1 8 -1 84 -1 139 -1 24 -1 183 -1 -2	1	1
26 -1 71 -1 55 -1 79 -1 14 -1 247 -1 40 -1 -2	1	1
9 -1 26 -1 14 -1 11 -1 90 -1 53 -1 147 -1 49 -1 -2	1	1
4 -1 13 -1 108 -1 31 -1 34 -1 66 -1 256 -1 68 -1 257 -1 -2	1	1
92 -1 27 -1 36 -1 133 -1 146 -1 55 -1 147 -1 -2	1	1
13 -1 59 -1 11 -1 33 -1 117 -1 12 -1 -2	2	1
18 -1 90 -1 117 -1 133 -1 246 -1 -2	6	1
9 -1 20 -1 112 -1 99 -1 80 -1 97 -1 246 -1 -2	1	1
17 -1 34 -1 35 -1 110 -1 -2	16	1
103 -1 26 -1 18 -1 40 -1 83 -1 1 -1 245 -1 58 -1 261 -1 -2	1	1
5 -1 57 -1 111 -1 143 -1 245 -1 247 -1 -2	1	1
20 -1 34 -1 -2	119	1
134 -1 8 -1 140 -1 9 -1 17 -1 90 -1 79 -1 92 -1 179 -1 141 -1 122 -1 253 -1 -2	1	1
14 -1 35 -1 71 -1 78 -1 82 -1 133 -1 143 -1 1 -1 144 -1 146 -1 245 -1 60 -1 250 -1 -2	1	1
60 -1 26 -1 111 -1 56 -1 45 -1 190 -1 284 -1 -2	1	1
14 -1 52 -1 20 -1 143 -1 21 -1 245 -1 248 -1 -2	1	1
18 -1 70 -1 47 -1 89 -1 96 -1 97 -1 52 -1 195 -1 34 -1 -2	1	1
9 -1 31 -1 52 -1 73 -1 84 -1 110 -1 41 -1 60 -1 -2	1	1
35 -1 60 -1 82 -1 44 -1 124 -1 133 -1 144 -1 180 -1 235 -1 -2	1	1
5 -1 8 -1 62 -1 65 -1 55 -1 117 -1 154 -1 20 -1 180 -1 70 -1 -2	1	1
89 -1 117 -1 6 -1 179 -1 180 -1 -2	2	1
79 -1 22 -1 98 -1 66 -1 90 -1 65 -1 117 -1 135 -1 89 -1 149 -1 64 -1 218 -1 86 -1 -2	1	1
7 -1 53 -1 72 -1 139 -1 38 -1 -2	1	1
9 -1 20 -1 106 -1 22 -1 56 -1 4 -1 -2	1	1
78 -1 95 -1 108 -1 133 -1 144 -1 245 -1 25 -1 249 -1 62 -1 259 -1 -2	1	1
30 -1 43 -1 -2	62	1
73 -1 70 -1 93 -1 40 -1 253 -1 -2	1	1
35 -1 63 -1 69 -1 110 -1 118 -1 195 -1 104 -1 -2	1	1
81 -1 11 -1 96 -1 143 -1 20 -1 147 -1 122 -1 58 -1 137 -1 175 -1 135 -1 -2	1	1
109 -1 117 -1 94 -1 27 -1 60 -1 246 -1 253 -1 -2	1	1
15 -1 83 -1 12 -1 72 -1 132 -1 104 -1 6 -1 253 -1 79 -1 -2	1	1
17 -1 73 -1 15 -1 26 -1 104 -1 60 -1 137 -1 253 -1 71 -1 -2	1	1
9 -1 17 -1 61 -1 6 -1 23 -1 47 -1 256 -1 -2	1	1
24 -1 50 -1 49 -1 29 -1 113 -1 38 -1 31 -1 199 -1 -2	1	1
10 -1 26 -1 139 -1 246 -1 -2	72	1
8 -1 18 -1 26 -1 121 -1 52 -1 150 -1 246 -1 89 -1 -2	1	1
17 -1 77 -1 113 -1 132 -1 76 -1 -2	2	1
29 -1 1 -1 130 -1 102 -1 16 -1 49 -1 266 -1 -2	1	1
9 -1 39 -1 68 -1 57 -1 137 -1 245 -1 153 -1 175 -1 -2	1	1
4 -1 17 -1 25 -1 7 -1 22 -1 -2	2	1
8 -1 62 -1 36 -1 27 -1 53 -1 180 -1 209 -1 80 -1 -2	1	1
51 -1 109 -1 113 -1 104 -1 143 -1 147 -1 63 -1 101 -1 253 -1 258 -1 -2	1	1
34 -1 189 -1 -2	31	1
24 -1 35 -1 74 -1 42 -1 149 -1 150 -1 -2	1	1
11 -1 39 -1 69 -1 55 -1 120 -1 150 -1 -2	1	1
14 -1 117 -1 149 -1 150 -1 21 -1 -2	13	1
144 -1 32 -1 -2	73	1
60 -1 59 -1 53 -1 136 -1 45 -1 -2	1	1
1 -1 9 -1 20 -1 112 -1 103 -1 28 -1 143 -1 -2	1	1
33 -1 53 -1 26 -1 27 -1 35 -1 46 -1 18 -1 245 -1 -2	1	1
24 -1 133 -1 53 -1 11 -1 -2	1	1
68 -1 14 -1 22 -1 245 -1 27 -1 -2	2	1
21 -1 120 -1 -2	42	1
10 -1 12 -1 31 -1 36 -1 113 -1 7 -1 101 -1 88 -1 -2	1	1
42 -1 9 -1 26 -1 79 -1 133 -1 27 -1 25 -1 -2	1	1
15 -1 22 -1 25 -1 -2	41	1
176 -1 54 -1 154 -1 74 -1 36 -1 41 -1 79 -1 92 -1 147 -1 254 -1 259 -1 -2	1	1
8 -1 109 -1 52 -1 -2	13	1
2 -1 28 -1 9 -1 72 -1 38 -1 27 -1 43 -1 21 -1 11 -1 132 -1 -2	1	1
77 -1 38 -1 11 -1 31 -1 83 -1 -2	1	1
55 -1 41 -1 79 -1 58 -1 -2	1	1
1 -1 52 -1 3 -1 72 -1 166 -1 255 -1 263 -1 -2	1	1
80 -1 24 -1 27 -1 30 -1 53 -1 91 -1 -2	1	1
9 -1 67 -1 46 -1 133 -1 139 -1 144 -1 -2	3	1
2 -1 46 -1 1 -1 107 -1 29 -1 83 -1 35 -1 50 -1 67 -1 104 -1 133 -1 96 -1 189 -1 -2	1	1
58 -1 111 -1 17 -1 121 -1 29 -1 6 -1 -2	1	1
14 -1 67 -1 19 -1 23 -1 40 -1 10 -1 139 -1 143 -1 245 -1 -2	1	1
108 -1 28 -1 48 -1 103 -1 82 -1 253 -1 -2	1	1
8 -1 84 -1 44 -1 65 -1 113 -1 133 -1 85 -1 -2	2	1
54 -1 76 -1 49 -1 22 -1 30 -1 77 -1 209 -1 -2	1	1
121 -1 10 -1 88 -1 65 -1 60 -1 97 -1 143 -1 223 -1 -2	1	1
5 -1 59 -1 36 -1 -2	16	1
8 -1 61 -1 141 -1 68 -1 56 -1 58 -1 119 -1 245 -1 50 -1 145 -1 -2	1	1
11 -1 39 -1 36 -1 139 -1 32 -1 12 -1 38 -1 -2	1	1
13 -1 22 -1 29 -1 23 -1 132 -1 72 -1 162 -1 48 -1 262 -1 -2	1	1
23 -1 83 -1 19 -1 26 -1 41 -1 67 -1 135 -1 6 -1 59 -1 -2	1	1
91 -1 54 -1 66 -1 113 -1 33 -1 252 -1 -2	1	1
52 -1 93 -1 57 -1 110 -1 187 -1 -2	1	1
10 -1 72 -1 53 -1 100 -1 145 -1 70 -1 101 -1 -2	1	1
11 -1 46 -1 34 -1 246 -1 55 -1 -2	1	1
4 -1 69 -1 116 -1 39 -1 250 -1 -2	1	1
42 -1 40 -1 44 -1 11 -1 110 -1 117 -1 139 -1 168 -1 76 -1 253 -1 -2	1	1
135 -1 18 -1 253 -1 259 -1 -2	1	1
68 -1 110 -1 61 -1 143 -1 -2	5	1
8 -1 18 -1 107 -1 129 -1 78 -1 119 -1 171 -1 150 -1 21 -1 85 -1 -2	1	1
76 -1 32 -1 48 -1 98 -1 117 -1 33 -1 29 -1 -2	1	1
20 -1 26 -1 47 -1 113 -1 58 -1 209 -1 -2	3	1
50 -1 25 -1 18 -1 117 -1 3 -1 -2	1	1
95 -1 61 -1 107 -1 178 -1 148 -1 157 -1 35 -1 49 -1 57 -1 119 -1 102 -1 52 -1 -2	1	1
125 -1 23 -1 155 -1 156 -1 78 -1 1 -1 70 -1 67 -1 105 -1 259 -1 -2	1	1
9 -1 71 -1 113 -1 190 -1 246 -1 24 -1 -2	1	1
52 -1 16 -1 29 -1 139 -1 181 -1 -2	1	1
5 -1 23 -1 -2	133	1
98 -1 18 -1 53 -1 26 -1 253 -1 58 -1 -2	1	1
90 -1 110 -1 199 -1 46 -1 266 -1 -2	1	1
73 -1 83 -1 32 -1 108 -1 113 -1 132 -1 135 -1 143 -1 247 -1 256 -1 -2	1	1
65 -1 123 -1 30 -1 -2	1	1
2 -1 10 -1 108 -1 24 -1 51 -1 16 -1 64 -1 87 -1 39 -1 118 -1 -2	1	1
246 -1 -2	420	4
58 -1 81 -1 6 -1 23 -1 110 -1 120 -1 245 -1 -2	1	1
86 -1 22 -1 41 -1 79 -1 214 -1 245 -1 96 -1 36 -1 -2	1	1
87 -1 45 -1 -2	13	1
18 -1 113 -1 133 -1 16 -1 -2	27	1
18 -1 23 -1 161 -1 -2	2	1
32 -1 54 -1 83 -1 20 -1 64 -1 28 -1 38 -1 117 -1 139 -1 85 -1 149 -1 190 -1 210 -1 -2	1	1
99 -1 110 -1 82 -1 23 -1 57 -1 113 -1 136 -1 247 -1 249 -1 -2	1	1
105 -1 113 -1 -2	10	1
11 -1 20 -1 -2	173	1
68 -1 23 -1 128 -1 129 -1 149 -1 -2	1	1
8 -1 5 -1 51 -1 113 -1 143 -1 45 -1 39 -1 198 -1 86 -1 255 -1 -2	1	1
4 -1 21 -1 12 -1 62 -1 108 -1 71 -1 253 -1 -2	1	1
4 -1 40 -1 26 -1 79 -1 62 -1 133 -1 143 -1 41 -1 144 -1 63 -1 183 -1 72 -1 255 -1 -2	1	1
1 -1 40 -1 67 -1 29 -1 132 -1 -2	1	1
48 -1 9 -1 26 -1 41 -1 249 -1 -2	1	1
54 -1 13 -1 95 -1 26 -1 14 -1 79 -1 144 -1 62 -1 -2	1	1
11 -1 13 -1 49 -1 111 -1 133 -1 149 -1 -2	2	1
51 -1 10 -1 36 -1 117 -1 -2	7	1
38 -1 28 -1 -2	72	1
83 -1 39 -1 62 -1 40 -1 31 -1 139 -1 25 -1 22 -1 253 -1 -2	1	1
2 -1 63 -1 35 -1 68 -1 113 -1 117 -1 120 -1 144 -1 -2	1	1
120 -1 2 -1 8 -1 98 -1 19 -1 91 -1 112 -1 30 -1 245 -1 253 -1 -2	1	1
8 -1 44 -1 14 -1 20 -1 39 -1 53 -1 113 -1 58 -1 191 -1 -2	1	1
15 -1 103 -1 182 -1 -2	1	1
10 -1 29 -1 21 -1 79 -1 110 -1 218 -1 256 -1 -2	1	1
9 -1 65 -1 35 -1 48 -1 40 -1 45 -1 75 -1 -2	1	1
15 -1 13 -1 105 -1 21 -1 69 -1 95 -1 118 -1 119 -1 25 -1 170 -1 -2	1	1
61 -1 99 -1 122 -1 58 -1 91 -1 97 -1 153 -1 175 -1 268 -1 -2	1	1
80 -1 43 -1 110 -1 133 -1 29 -1 -2	1	1
10 -1 38 -1 16 -1 132 -1 177 -1 -2	1	1
10 -1 26 -1 47 -1 -2	69	1
48 -1 102 -1 73 -1 133 -1 -2	1	1
8 -1 69 -1 110 -1 47 -1 66 -1 -2	3	1
15 -1 84 -1 39 -1 146 -1 218 -1 -2	1	1
120 -1 53 -1 -2	20	1
4 -1 35 -1 118 -1 144 -1 11 -1 39 -1 -2	1	1
10 -1 9 -1 53 -1 36 -1 73 -1 50 -1 55 -1 -2	1	1
140 -1 53 -1 180 -1 19 -1 109 -1 42 -1 119 -1 179 -1 104 -1 -2	1	1
62 -1 38 -1 47 -1 133 -1 144 -1 146 -1 153 -1 53 -1 -2	1	1
8 -1 17 -1 19 -1 26 -1 255 -1 -2	22	1
9 -1 12 -1 13 -1 35 -1 19 -1 38 -1 117 -1 153 -1 6 -1 182 -1 185 -1 189 -1 -2	1	1
37 -1 -2	330	6
1 -1 52 -1 62 -1 113 -1 117 -1 119 -1 22 -1 133 -1 19 -1 -2	1	1
9 -1 80 -1 108 -1 20 -1 37 -1 59 -1 30 -1 73 -1 -2	1	1
40 -1 12 -1 28 -1 50 -1 37 -1 111 -1 32 -1 -2	1	1
18 -1 34 -1 133 -1 143 -1 149 -1 -2	21	1
17 -1 50 -1 18 -1 117 -1 4 -1 -2	1	1
46 -1 52 -1 108 -1 113 -1 117 -1 68 -1 69 -1 70 -1 -2	1	1
2 -1 20 -1 13 -1 9 -1 79 -1 71 -1 84 -1 -2	1	1
2 -1 10 -1 36 -1 110 -1 94 -1 132 -1 149 -1 70 -1 256 -1 79 -1 -2	1	1
1 -1 60 -1 134 -1 101 -1 253 -1 85 -1 -2	1	1
28 -1 47 -1 56 -1 143 -1 149 -1 -2	4	1
86 -1 74 -1 57 -1 59 -1 85 -1 -2	1	1
35 -1 27 -1 10 -1 117 -1 118 -1 29 -1 253 -1 -2	2	1
12 -1 9 -1 17 -1 133 -1 246 -1 -2	9	1
5 -1 37 -1 110 -1 64 -1 250 -1 7 -1 -2	1	1
32 -1 117 -1 132 -1 49 -1 309 -1 -2	2	1
3 -1 54 -1 36 -1 -2	13	1
7 -1 18 -1 113 -1 147 -1 161 -1 198 -1 -2	1	1
84 -1 117 -1 147 -1 -2	13	1
36 -1 8 -1 35 -1 44 -1 121 -1 139 -1 59 -1 62 -1 -2	1	1
32 -1 36 -1 54 -1 17 -1 45 -1 252 -1 -2	1	1
121 -1 73 -1 107 -1 91 -1 26 -1 -2	1	1
30 -1 113 -1 41 -1 -2	13	1
27 -1 19 -1 24 -1 36 -1 79 -1 81 -1 144 -1 -2	1	1
26 -1 6 -1 62 -1 40 -1 49 -1 139 -1 30 -1 23 -1 -2	1	1
36 -1 143 -1 -2	430	1
57 -1 62 -1 54 -1 55 -1 5 -1 65 -1 118 -1 86 -1 -2	1	1
17 -1 120 -1 253 -1 -2	99	1
110 -1 60 -1 17 -1 79 -1 83 -1 143 -1 -2	1	1
11 -1 75 -1 78 -1 -2	18	1
39 -1 133 -1 106 -1 189 -1 -2	1	1
66 -1 65 -1 37 -1 191 -1 76 -1 -2	2	1
74 -1 63 -1 99 -1 88 -1 118 -1 250 -1 -2	1	1
59 -1 91 -1 286 -1 -2	1	1
112 -1 168 -1 22 -1 35 -1 75 -1 117 -1 170 -1 144 -1 147 -1 150 -1 -2	1	1
4 -1 79 -1 47 -1 113 -1 144 -1 255 -1 -2	2	1
2 -1 37 -1 26 -1 43 -1 143 -1 21 -1 -2	2	1
92 -1 4 -1 50 -1 34 -1 6 -1 189 -1 -2	1	1
2 -1 58 -1 49 -1 54 -1 45 -1 29 -1 -2	1	1
10 -1 35 -1 113 -1 253 -1 -2	122	1
58 -1 79 -1 16 -1 38 -1 42 -1 118 -1 143 -1 248 -1 -2	1	1
2 -1 8 -1 30 -1 13 -1 15 -1 31 -1 110 -1 120 -1 7 -1 163 -1 257 -1 -2	1	1
66 -1 178 -1 179 -1 125 -1 73 -1 76 -1 84 -1 67 -1 246 -1 50 -1 -2	1	1
20 -1 28 -1 62 -1 255 -1 -2	5	1
50 -1 22 -1 77 -1 32 -1 21 -1 68 -1 180 -1 253 -1 -2	1	1
9 -1 46 -1 29 -1 21 -1 28 -1 -2	1	1
3 -1 15 -1 35 -1 73 -1 6 -1 143 -1 21 -1 -2	1	1
8 -1 9 -1 19 -1 46 -1 28 -1 101 -1 40 -1 149 -1 -2	1	1
82 -1 108 -1 61 -1 118 -1 -2	2	1
35 -1 71 -1 27 -1 38 -1 -2	2	1
16 -1 17 -1 23 -1 44 -1 22 -1 117 -1 143 -1 144 -1 50 -1 -2	1	1
6 -1 83 -1 8 -1 1 -1 74 -1 22 -1 66 -1 249 -1 -2	1	1
4 -1 113 -1 117 -1 123 -1 80 -1 139 -1 180 -1 -2	1	1
16 -1 15 -1 73 -1 39 -1 61 -1 79 -1 245 -1 93 -1 -2	1	1
24 -1 44 -1 102 -1 47 -1 109 -1 110 -1 11 -1 -2	1	1
8 -1 63 -1 17 -1 85 -1 78 -1 50 -1 269 -1 -2	1	1
8 -1 15 -1 50 -1 110 -1 145 -1 -2	2	1
1 -1 44 -1 82 -1 79 -1 110 -1 256 -1 -2	1	1
73 -1 54 -1 68 -1 20 -1 99 -1 52 -1 -2	1	1
85 -1 27 -1 10 -1 5 -1 143 -1 -2	1	1
1 -1 62 -1 35 -1 99 -1 179 -1 -2	1	1
74 -1 4 -1 59 -1 39 -1 41 -1 110 -1 -2	1	1
24 -1 68 -1 -2	44	1
158 -1 115 -1 167 -1 22 -1 129 -1 58 -1 75 -1 99 -1 117 -1 79 -1 92 -1 149 -1 246 -1 -2	1	1
25 -1 -2	318	4
4 -1 14 -1 98 -1 48 -1 117 -1 -2	1	1
5 -1 52 -1 71 -1 86 -1 36 -1 117 -1 133 -1 147 -1 31 -1 182 -1 62 -1 -2	1	1
36 -1 56 -1 6 -1 -2	26	1
75 -1 78 -1 6 -1 110 -1 1 -1 7 -1 179 -1 66 -1 -2	1	1
3 -1 16 -1 -2	61	1
29 -1 8 -1 69 -1 40 -1 79 -1 110 -1 -2	1	1
33 -1 17 -1 1 -1 209 -1 39 -1 -2	1	1
5 -1 1 -1 82 -1 83 -1 197 -1 -2	2	1
10 -1 45 -1 11 -1 125 -1 26 -1 122 -1 136 -1 67 -1 249 -1 -2	1	1
72 -1 107 -1 104 -1 245 -1 67 -1 52 -1 19 -1 50 -1 -2	1	1
4 -1 109 -1 64 -1 33 -1 -2	1	1
79 -1 -2	346	2
94 -1 30 -1 54 -1 73 -1 113 -1 147 -1 -2	1	1
9 -1 43 -1 27 -1 87 -1 139 -1 230 -1 235 -1 -2	1	1
28 -1 1 -1 145 -1 43 -1 -2	3	1
67 -1 41 -1 68 -1 105 -1 143 -1 -2	1	1
73 -1 253 -1 -2	164	1
41 -1 28 -1 16 -1 108 -1 79 -1 257 -1 -2	1	1
5 -1 118 -1 133 -1 74 -1 146 -1 21 -1 253 -1 -2	1	1
118 -1 85 -1 99 -1 115 -1 54 -1 100 -1 145 -1 63 -1 190 -1 62 -1 -2	1	1
109 -1 65 -1 30 -1 60 -1 124 -1 143 -1 -2	1	1
61 -1 119 -1 168 -1 80 -1 -2	1	1
