#subsequence (s \in Sample : s ~ D)	freq(s,D)	freq(s,Sample)

1 -1 1 -1 3 -1 -2	14043	2
6 -1 1 -1 -2	4664	13
5 -1 1 -1 5 -1 3 -1 -2	10108	1
2 4 -1 4 -1 -2	4431	1
1 2 5 -1 -2	15122	3
3 -1 4 -1 5 -1 -2	4247	1
1 -1 2 3 -1 -2	5184	3
4 -1 2 -1 3 -1 -2	2357	1
4 -1 6 -1 -2	1520	1
5 -1 5 -1 3 -1 -2	15193	3
2 -1 1 2 -1 3 5 -1 -2	3859	1
1 -1 4 -1 1 -1 2 -1 -2	3935	1
3 5 -1 1 -1 1 -1 -2	10474	1
1 5 -1 1 -1 1 -1 -2	37580	1
3 5 -1 1 -1 -2	12882	2
3 5 -1 5 -1 -2	15139	1
5 -1 1 2 -1 -2	15950	2
1 4 -1 4 -1 -2	9937	1
2 -1 5 -1 1 -1 -2	16123	1
4 6 -1 4 -1 6 -1 -2	489	1
3 -1 5 -1 3 -1 -2	12358	1
1 -1 3 -1 1 -1 -2	13718	3
6 -1 5 -1 -2	4867	2
2 5 -1 4 -1 -2	5862	1
1 5 -1 1 -1 5 -1 -2	37730	1
3 -1 3 -1 3 -1 -2	13382	2
5 -1 5 -1 5 -1 -2	60499	5
1 3 -1 1 -1 -2	13725	3
4 -1 2 -1 2 -1 -2	4894	1
1 5 -1 1 3 4 -1 -2	2693	1
2 -1 5 -1 2 -1 -2	16420	1
3 -1 3 5 -1 -2	13098	1
5 -1 6 -1 -2	4944	4
4 -1 1 -1 5 -1 -2	10790	1
1 -1 5 -1 1 -1 -2	43146	3
2 -1 5 -1 5 -1 -2	19165	3
1 -1 1 -1 5 -1 3 -1 -2	9867	1
4 -1 1 4 -1 -2	9987	1
4 -1 6 -1 3 4 -1 -2	365	1
1 4 5 -1 -2	10431	1
2 -1 1 4 -1 -2	5313	1
4 -1 2 -1 5 -1 -2	5665	1
2 6 -1 -2	1702	3
1 -1 6 -1 1 -1 -2	3887	1
2 5 -1 1 -1 -2	16605	2
4 5 -1 5 -1 -2	12924	1
5 -1 2 -1 2 -1 -2	16471	1
5 -1 1 -1 5 -1 -2	44121	2
1 -1 1 -1 1 -1 1 -1 -2	40248	2
1 -1 1 3 -1 -2	13951	4
1 -1 4 5 -1 -2	11202	1
1 -1 1 2 -1 -2	17184	1
2 3 5 -1 -2	5224	1
1 -1 2 -1 1 -1 2 -1 -2	10516	1
5 -1 1 4 5 -1 1 -1 -2	7692	1
5 -1 5 -1 4 -1 5 -1 -2	9994	1
1 3 -1 2 -1 1 -1 -2	5021	1
5 6 -1 5 -1 -2	4175	1
4 -1 3 -1 -2	5351	6
5 -1 6 -1 1 -1 -2	3625	1
2 -1 6 -1 -2	2124	2
1 -1 1 5 -1 1 -1 -2	37466	1
5 -1 4 -1 2 -1 -2	5629	1
1 -1 3 5 -1 5 -1 -2	10878	1
2 -1 4 -1 4 -1 1 -1 -2	3073	1
6 -1 1 5 -1 -2	3834	1
2 -1 5 -1 3 -1 -2	6185	1
1 2 -1 1 5 -1 -2	14207	2
3 5 -1 2 5 -1 -2	5835	1
5 -1 3 -1 3 -1 -2	12548	1
1 2 -1 2 5 -1 5 -1 -2	10018	1
3 -1 1 -1 5 -1 -2	12404	1
6 -1 6 -1 6 -1 -2	2715	1
4 5 -1 6 -1 -2	1295	1
3 -1 3 -1 5 6 -1 -2	1025	1
3 -1 6 -1 -2	1773	1
4 -1 4 5 -1 -2	10930	1
3 4 -1 -2	4382	5
1 -1 4 -1 3 -1 1 -1 -2	3100	1
4 -1 5 -1 2 3 -1 -2	1723	1
5 6 -1 -2	4685	2
1 5 -1 3 -1 -2	13528	1
5 -1 4 -1 1 -1 -2	10982	1
4 -1 5 -1 1 -1 -2	10871	1
1 -1 2 -1 1 -1 -2	17297	1
5 -1 5 -1 2 -1 -2	19849	1
2 -1 1 -1 2 3 -1 -2	3812	1
3 -1 1 -1 5 -1 6 -1 -2	1066	1
5 -1 1 -1 2 -1 5 -1 -2	12618	1
1 -1 5 -1 5 -1 1 -1 -2	32076	1
5 -1 1 -1 5 -1 1 -1 -2	32331	1
4 -1 1 -1 2 -1 -2	5267	1
3 -1 1 -1 3 -1 -2	11617	1
1 6 -1 1 -1 -2	3804	1
1 -1 1 3 5 -1 -2	10636	2
5 -1 3 4 -1 5 -1 -2	3092	1
1 -1 2 -1 3 -1 -2	5929	1
1 4 5 -1 5 -1 -2	9215	1
4 -1 1 5 -1 -2	11691	1
3 -1 2 -1 3 -1 -2	5336	1
1 -1 5 -1 3 -1 -2	12758	1
2 -1 2 -1 1 -1 -2	15340	1
1 3 -1 4 -1 1 -1 -2	3509	1
1 -1 5 -1 1 -1 1 -1 -2	32189	1
1 4 -1 1 -1 -2	11720	1
2 5 -1 5 -1 2 -1 2 -1 -2	9016	1
1 4 -1 3 -1 -2	4173	1
3 -1 2 5 -1 -2	6391	1
2 -1 4 -1 4 -1 -2	4574	1
5 -1 2 -1 1 -1 -2	16415	1
1 -1 1 -1 1 5 -1 -2	37504	1
4 -1 5 -1 3 -1 -2	4289	1
2 3 -1 1 -1 3 -1 -2	3685	1
1 -1 3 5 -1 1 -1 -2	10594	1
1 5 -1 3 -1 5 -1 -2	11273	1
4 6 -1 2 -1 -2	580	1
1 -1 2 5 -1 2 -1 -2	11599	1
2 -1 1 5 -1 -2	17037	1
1 5 -1 4 -1 -2	11932	1
1 6 -1 1 -1 6 -1 -2	2302	1
5 -1 1 2 -1 2 -1 -2	11163	1
1 -1 1 -1 1 -1 1 3 -1 -2	9220	1
2 -1 2 -1 1 -1 1 -1 -2	10930	1
2 6 -1 4 -1 -2	627	1
1 2 -1 2 -1 -2	15090	1
3 -1 1 4 -1 -2	4206	1
5 -1 1 -1 1 -1 1 -1 -2	32393	1
3 -1 1 5 -1 -2	13259	2
1 -1 2 5 -1 -2	16546	1
4 -1 5 -1 2 -1 -2	5590	1
6 -1 1 -1 6 -1 -2	2690	1
2 -1 2 -1 4 -1 -2	5093	1
1 -1 4 -1 1 -1 -2	11629	2
5 -1 5 -1 5 -1 1 -1 -2	34281	1
2 -1 5 -1 4 -1 -2	5585	1
3 6 -1 -2	1328	3
1 2 -1 5 -1 -2	15808	1
2 -1 3 5 -1 -2	6532	1
1 3 4 -1 -2	3315	1
1 2 -1 3 6 -1 -2	594	1
3 -1 2 -1 5 -1 -2	6126	1
2 -1 1 -1 2 -1 5 -1 -2	10055	1
1 -1 5 -1 4 -1 -2	11086	1
6 -1 6 -1 4 -1 -2	933	1
6 -1 1 2 -1 2 -1 -2	1214	1
1 -1 3 5 -1 -2	13070	1
1 5 -1 3 5 -1 -2	11919	1
6 -1 4 -1 5 -1 -2	1338	1
