#subsequence (s \in Sample : s ~ D)	freq(s,D)	freq(s,Sample)

1 -1 1 3 -1 -2	18024	8
4 -1 1 5 -1 1 -1 4 -1 -2	8185	1
3 4 -1 2 5 -1 -2	2968	1
1 4 -1 1 -1 -2	15393	7
1 5 -1 1 -1 1 4 5 -1 -2	10199	1
1 -1 2 3 -1 -2	7415	1
1 5 -1 5 -1 1 5 -1 -2	41644	1
2 5 -1 3 -1 2 -1 1 5 -1 -2	4818	1
3 -1 5 -1 2 -1 -2	9100	2
1 2 -1 4 -1 -2	7932	2
1 2 -1 5 -1 2 -1 -2	15306	1
1 -1 1 -1 3 5 -1 1 -1 -2	12134	1
5 -1 3 -1 1 3 -1 1 -1 -2	9575	1
3 -1 3 -1 3 -1 -2	16676	4
1 4 -1 5 -1 1 -1 -2	12363	1
3 -1 1 6 -1 -2	2201	1
1 4 -1 2 -1 2 -1 4 -1 -2	3438	1
2 -1 1 -1 1 -1 1 -1 1 -1 -2	13640	1
5 -1 5 -1 1 4 -1 -2	12866	1
1 -1 2 -1 1 -1 5 -1 -2	17358	3
3 -1 2 -1 1 -1 2 -1 -2	5729	1
1 3 -1 1 -1 1 4 -1 -2	4980	1
1 -1 5 -1 6 -1 -2	4972	5
1 -1 2 5 -1 1 -1 -2	18384	1
2 -1 1 -1 2 -1 -2	19521	2
2 -1 3 5 -1 6 -1 3 -1 -2	812	1
4 -1 4 -1 5 -1 -2	13898	2
2 -1 3 -1 5 -1 1 -1 -2	6856	1
5 -1 1 -1 5 -1 5 -1 -2	43174	2
3 -1 1 -1 3 5 6 -1 2 -1 3 5 -1 -2	426	1
6 -1 2 -1 -2	3241	3
3 -1 1 -1 3 6 -1 3 -1 5 -1 -2	677	1
1 6 -1 1 -1 3 4 -1 -2	751	1
3 5 -1 5 -1 1 -1 -2	14915	1
1 -1 1 2 -1 5 -1 -2	17992	1
3 5 -1 1 -1 -2	17274	11
1 -1 4 5 -1 2 4 -1 1 -1 -2	3310	1
1 -1 5 -1 3 -1 -2	17464	3
5 -1 1 4 -1 5 -1 5 -1 1 6 -1 2 -1 1 -1 -2	374	1
5 -1 1 -1 3 -1 -2	17533	2
3 -1 1 2 -1 1 -1 -2	7397	1
1 5 -1 3 -1 3 -1 -2	12927	1
1 5 -1 2 -1 -2	22882	5
2 -1 2 -1 3 -1 -2	8264	3
1 -1 1 -1 1 -1 5 -1 -2	42097	2
1 5 -1 5 -1 -2	53389	14
1 3 -1 5 -1 -2	16601	3
1 5 -1 4 -1 2 -1 2 -1 1 2 -1 1 -1 -2	1916	1
2 -1 3 -1 1 2 -1 1 -1 3 -1 -2	3024	1
1 2 -1 2 -1 3 -1 -2	6600	1
4 -1 1 -1 3 -1 -2	6323	4
5 -1 4 -1 4 -1 1 -1 1 -1 -2	6871	1
3 5 -1 3 -1 5 -1 -2	14233	1
6 -1 3 -1 -2	2682	4
1 2 -1 2 -1 -2	19396	3
1 -1 4 -1 4 -1 1 -1 -2	9921	1
2 4 -1 -2	7985	8
1 5 -1 2 -1 1 3 -1 -2	6999	1
3 -1 1 -1 2 5 -1 -2	7544	1
2 -1 3 -1 1 -1 2 -1 -2	5758	1
1 -1 1 4 5 -1 -2	12319	1
4 -1 6 -1 2 -1 -2	1210	1
1 -1 2 5 -1 -2	21853	7
1 3 4 -1 3 -1 2 6 -1 -2	382	1
4 -1 3 -1 5 -1 -2	6604	2
1 -1 4 -1 4 -1 4 -1 -2	8260	2
1 5 -1 5 -1 2 -1 1 5 -1 -2	14948	1
4 5 -1 4 -1 1 -1 2 -1 1 -1 1 -1 5 -1 -2	1532	1
3 -1 1 -1 4 -1 1 3 -1 1 -1 -2	2754	1
2 -1 2 5 -1 -2	22115	8
5 -1 1 5 -1 5 -1 -2	46706	2
1 3 -1 3 5 -1 3 5 -1 -2	8400	1
1 -1 2 -1 6 -1 -2	2591	1
1 4 -1 1 -1 5 -1 1 2 -1 2 5 -1 -2	3005	1
1 4 -1 1 -1 4 -1 -2	10650	1
1 5 -1 6 -1 5 -1 -2	4553	1
1 2 -1 1 -1 1 -1 -2	18712	3
1 5 -1 5 -1 1 -1 -2	45651	2
1 4 -1 1 5 -1 2 -1 1 -1 -2	5184	1
2 -1 1 -1 1 5 -1 -2	18973	1
4 -1 4 -1 2 4 -1 -2	4292	1
1 2 -1 2 4 -1 -2	5134	1
2 -1 2 -1 5 -1 -2	21810	5
5 -1 5 -1 5 -1 5 -1 -2	55625	2
5 -1 3 -1 1 -1 -2	17399	6
1 -1 1 -1 4 -1 -2	16021	5
1 2 6 -1 -2	1889	1
3 -1 4 -1 1 -1 -2	6284	2
2 5 -1 2 -1 1 -1 -2	16335	1
2 -1 4 -1 1 -1 -2	7860	1
3 -1 1 5 -1 1 -1 5 -1 4 -1 -2	3642	1
1 -1 1 5 -1 1 -1 -2	45339	1
4 -1 1 -1 5 6 -1 -2	1666	2
1 -1 1 -1 1 2 -1 -2	18995	3
1 -1 2 4 -1 -2	6582	2
1 2 -1 3 -1 5 -1 -2	7323	1
3 -1 4 -1 4 -1 -2	5285	2
1 -1 2 -1 5 -1 1 -1 -2	17394	2
1 -1 5 -1 2 -1 2 -1 -2	14425	1
1 4 5 -1 -2	13831	4
5 -1 2 4 -1 -2	6817	1
1 2 -1 1 -1 -2	21787	11
1 -1 1 -1 1 -1 1 -1 -2	49424	9
4 -1 2 -1 -2	10322	16
1 -1 2 -1 4 6 -1 -2	811	1
1 4 -1 2 6 -1 -2	970	1
3 -1 3 -1 5 -1 5 -1 1 -1 -2	8278	1
2 5 -1 5 -1 -2	25052	3
1 3 -1 1 4 5 -1 2 -1 2 -1 -2	1923	1
1 -1 2 -1 2 -1 -2	19702	3
2 -1 1 2 -1 -2	19395	2
1 -1 5 -1 5 -1 5 -1 -2	42980	1
5 -1 5 -1 3 -1 1 -1 -2	14468	1
3 -1 5 -1 5 -1 1 -1 -2	13970	1
5 -1 5 -1 2 3 -1 -2	6763	1
1 6 -1 1 -1 2 -1 -2	2274	1
4 -1 3 -1 -2	7980	4
2 -1 3 -1 4 -1 -2	3737	1
2 -1 3 -1 3 -1 -2	7660	1
1 4 -1 3 -1 -2	6462	3
5 -1 2 -1 2 5 -1 5 -1 3 -1 -2	4356	1
5 -1 2 -1 5 -1 -2	25519	4
3 -1 1 2 -1 2 -1 1 -1 -2	5012	1
1 5 -1 6 -1 6 -1 6 -1 -2	1792	1
1 -1 1 -1 4 -1 1 -1 -2	12917	1
1 -1 1 -1 2 -1 5 -1 1 -1 3 -1 -2	3954	1
4 6 -1 2 -1 4 -1 4 -1 3 -1 6 -1 3 -1 -2	49	1
1 -1 4 -1 2 -1 -2	8067	4
3 -1 1 5 -1 1 -1 -2	15006	1
4 -1 4 -1 1 -1 5 -1 1 -1 1 -1 -2	4649	1
1 -1 1 4 -1 3 -1 -2	5601	1
1 -1 1 4 -1 -2	15491	4
1 -1 1 -1 2 -1 -2	23030	11
2 -1 1 -1 4 -1 -2	7874	3
3 -1 5 -1 1 -1 -2	17042	2
2 -1 5 -1 1 -1 -2	21703	7
4 -1 5 -1 1 -1 -2	14966	3
3 5 -1 1 -1 2 -1 1 -1 -2	6206	1
4 5 -1 1 -1 1 3 -1 -2	4955	1
1 -1 3 -1 3 -1 1 5 -1 -2	9838	1
4 -1 3 -1 4 -1 2 -1 -2	2416	1
3 -1 1 2 -1 1 5 -1 -2	6810	1
1 2 6 -1 1 -1 4 -1 1 -1 -2	698	1
5 -1 3 -1 4 -1 2 -1 4 -1 1 -1 -2	1208	1
1 3 5 -1 -2	15903	3
2 4 -1 1 -1 2 -1 -2	4854	1
5 -1 2 5 -1 3 -1 5 -1 1 -1 -2	5043	1
5 -1 3 -1 1 -1 1 2 -1 -2	6100	1
5 -1 5 -1 2 -1 4 -1 5 -1 -2	5369	1
5 -1 1 -1 1 -1 3 -1 -2	14351	1
1 2 3 -1 2 -1 -2	5306	1
1 -1 1 -1 1 -1 3 -1 -2	15373	1
3 5 -1 1 -1 1 -1 2 -1 -2	6224	1
1 3 -1 3 -1 -2	15563	2
1 -1 2 5 -1 1 6 -1 -2	1999	1
2 -1 3 5 -1 -2	9368	3
1 5 -1 4 5 -1 4 -1 -2	9536	1
1 -1 3 -1 1 -1 2 -1 1 -1 -2	5405	1
1 5 -1 3 5 -1 1 -1 -2	13573	1
6 -1 5 -1 1 -1 -2	5009	2
1 3 -1 2 -1 1 2 -1 -2	5516	1
1 3 -1 2 -1 -2	8793	2
2 -1 4 -1 4 -1 -2	6559	1
1 -1 1 6 -1 1 -1 -2	4376	1
3 5 -1 2 -1 3 -1 -2	6625	1
5 -1 2 -1 4 -1 3 -1 5 -1 -2	2472	1
3 -1 3 -1 1 -1 -2	15537	5
1 3 -1 4 -1 -2	6471	1
4 -1 5 -1 2 -1 2 -1 -2	5414	1
2 -1 3 -1 1 -1 4 -1 -2	2939	1
1 5 -1 4 6 -1 -2	1392	1
2 -1 1 -1 3 -1 -2	8771	2
5 -1 3 -1 1 -1 1 -1 3 -1 -2	8308	1
1 -1 4 -1 5 -1 3 -1 5 -1 6 -1 -2	506	1
1 -1 3 -1 5 -1 -2	17302	4
1 -1 1 4 -1 5 -1 1 -1 -2	10168	1
4 -1 4 -1 4 -1 -2	13331	2
5 -1 2 -1 1 -1 3 -1 1 -1 3 -1 -2	2905	1
2 -1 5 -1 2 -1 4 -1 -2	5508	1
3 -1 5 -1 5 -1 5 -1 -2	15948	1
5 -1 1 -1 1 3 -1 -2	14585	1
3 -1 3 -1 5 -1 -2	16461	1
5 -1 5 -1 2 -1 -2	25922	4
2 -1 3 -1 4 -1 1 3 -1 6 -1 -2	358	1
5 -1 6 -1 1 -1 -2	5071	1
5 -1 4 -1 1 4 -1 1 2 4 -1 3 -1 -2	1066	1
5 -1 1 -1 2 -1 -2	22153	5
5 -1 1 5 -1 2 -1 -2	19936	2
4 -1 4 -1 6 -1 -2	1583	1
5 -1 1 3 -1 -2	16805	1
1 -1 1 -1 2 -1 1 4 -1 1 5 -1 -2	4153	1
2 -1 1 -1 5 -1 3 -1 -2	7087	1
1 -1 4 -1 1 3 -1 6 -1 -2	778	1
1 -1 1 2 -1 5 -1 5 -1 -2	14661	1
5 6 -1 1 -1 -2	5005	1
3 -1 1 3 -1 5 -1 1 -1 -2	9507	1
1 4 -1 1 3 -1 -2	5781	1
4 -1 2 -1 4 5 -1 -2	5645	1
5 -1 2 3 -1 1 3 -1 -2	4741	1
4 -1 6 -1 -2	2377	4
1 5 -1 4 5 -1 -2	13950	1
2 -1 4 -1 2 5 -1 -2	6105	2
4 -1 2 4 -1 4 -1 6 -1 6 -1 -2	238	1
1 -1 1 3 5 -1 5 -1 1 -1 -2	10239	1
1 -1 2 -1 1 -1 2 -1 -2	14883	1
3 -1 3 -1 2 -1 5 -1 -2	5950	1
1 4 -1 3 -1 1 4 -1 2 4 -1 -2	1343	1
1 -1 1 3 -1 1 -1 -2	15496	1
1 5 -1 1 -1 5 -1 -2	45663	1
3 5 -1 5 -1 1 5 -1 -2	13776	1
4 5 -1 5 -1 -2	16908	1
1 4 -1 5 -1 -2	14693	3
3 -1 6 -1 1 4 5 -1 5 -1 -2	769	1
5 -1 3 -1 1 -1 1 -1 -2	13844	1
2 -1 1 -1 1 -1 1 -1 -2	18106	1
4 -1 5 -1 5 -1 2 -1 -2	6790	1
1 -1 3 -1 1 -1 1 2 -1 4 -1 1 -1 1 -1 -2	1092	1
1 3 -1 5 -1 1 -1 -2	14119	1
1 -1 4 -1 1 5 -1 1 4 -1 -2	7144	1
2 -1 5 -1 2 -1 2 5 -1 -2	12452	1
1 6 -1 6 -1 -2	3702	1
1 5 -1 1 -1 4 -1 4 -1 -2	8337	1
1 6 -1 1 -1 5 -1 1 -1 2 -1 6 -1 5 -1 -2	376	1
2 5 -1 2 -1 1 -1 2 -1 -2	10828	1
3 -1 5 -1 1 3 -1 -2	12151	1
3 5 -1 3 -1 4 -1 -2	4917	1
3 -1 2 -1 -2	11008	10
3 -1 3 -1 2 -1 -2	7859	1
1 -1 1 -1 3 4 -1 1 -1 -2	3672	1
1 -1 5 -1 4 -1 -2	15286	2
5 -1 5 -1 3 5 -1 -2	17308	1
1 -1 1 -1 5 -1 4 -1 -2	12257	1
1 -1 5 6 -1 4 -1 -2	1919	1
1 4 -1 2 -1 -2	8036	3
4 -1 1 -1 1 2 -1 -2	6791	1
1 -1 2 4 -1 4 -1 -2	4595	1
5 -1 5 -1 5 -1 1 -1 -2	44084	1
1 -1 1 -1 1 4 -1 1 -1 -2	11095	1
1 5 6 -1 -2	4611	1
2 -1 1 4 -1 6 -1 -2	1113	1
1 2 -1 2 -1 4 -1 1 5 -1 -2	4326	1
1 -1 2 5 -1 1 3 -1 1 -1 5 -1 -2	4430	1
3 -1 5 -1 1 -1 6 -1 -2	1782	1
4 -1 2 4 -1 -2	6087	1
1 3 -1 1 5 -1 -2	15073	1
3 6 -1 1 -1 -2	1610	1
5 -1 1 -1 1 2 -1 3 -1 -2	6252	1
1 -1 4 -1 6 -1 -2	1961	1
1 -1 3 5 -1 -2	17381	5
1 2 -1 1 2 3 -1 -2	4897	1
3 5 -1 5 -1 -2	19507	4
4 6 -1 1 -1 5 -1 -2	1190	1
2 -1 1 -1 5 -1 -2	21572	6
5 -1 6 -1 2 -1 -2	2745	2
2 -1 5 -1 2 -1 1 -1 -2	14707	1
1 -1 5 -1 3 5 -1 -2	15170	1
1 3 -1 6 -1 -2	2290	1
5 -1 5 -1 1 -1 5 -1 -2	43464	2
2 5 -1 1 3 -1 -2	7726	2
3 -1 4 -1 1 -1 5 -1 -2	4980	1
5 -1 6 -1 -2	6579	6
5 -1 1 -1 6 -1 -2	5011	2
5 -1 4 5 -1 1 -1 -2	13094	1
1 -1 6 -1 1 -1 3 -1 -2	1833	1
1 -1 1 5 -1 1 -1 1 -1 -2	36756	1
2 -1 1 5 -1 1 -1 5 -1 -2	15521	1
1 6 -1 1 -1 -2	5033	1
5 -1 5 -1 4 -1 -2	17439	2
3 -1 5 -1 2 -1 5 -1 2 -1 -2	4533	1
1 -1 2 5 -1 1 -1 2 -1 5 -1 -2	9138	1
4 5 -1 3 -1 2 -1 2 -1 1 -1 -2	1816	1
1 -1 1 2 -1 2 -1 -2	16211	1
4 5 -1 1 -1 2 3 -1 -2	2651	1
5 -1 1 -1 4 -1 3 -1 1 -1 -2	4052	1
1 6 -1 1 -1 1 -1 -2	4403	1
6 -1 3 -1 2 -1 -2	1308	1
3 -1 1 4 -1 4 -1 -2	4260	1
4 5 -1 4 5 -1 -2	12709	1
4 6 -1 1 5 -1 -2	1312	1
1 2 -1 1 -1 2 -1 1 -1 -2	12778	1
1 -1 5 -1 2 -1 1 5 -1 -2	15983	1
1 -1 1 -1 5 -1 5 -1 -2	41713	3
1 3 -1 4 -1 5 6 -1 1 4 5 -1 -2	513	1
1 -1 3 -1 2 -1 1 -1 1 -1 -2	5387	1
1 5 -1 3 -1 1 -1 -2	15330	2
3 -1 1 -1 1 -1 4 -1 1 -1 -2	3865	1
1 -1 1 -1 2 -1 2 -1 -2	14899	1
4 5 -1 1 -1 -2	15060	5
2 5 -1 1 -1 4 -1 1 -1 -2	5682	1
5 -1 2 -1 2 -1 3 -1 -2	6255	1
1 -1 3 -1 2 -1 3 -1 -2	5715	1
1 6 -1 1 6 -1 -2	3254	1
6 -1 4 -1 4 -1 -2	1776	1
2 -1 1 5 -1 1 -1 -2	18988	2
1 -1 4 -1 4 -1 -2	12934	2
6 -1 1 -1 1 -1 -2	5255	2
3 -1 3 4 -1 5 -1 -2	3946	1
1 6 -1 -2	5662	7
2 -1 6 -1 -2	3159	3
5 -1 1 5 -1 1 -1 -2	45637	2
3 -1 1 -1 1 -1 1 -1 2 -1 -2	5429	1
1 5 -1 3 5 -1 -2	16049	1
1 5 -1 1 3 6 -1 1 -1 3 -1 4 -1 1 -1 -2	280	1
3 -1 1 -1 2 3 -1 -2	5415	1
2 -1 4 -1 6 -1 -2	1195	1
1 4 -1 1 -1 1 4 -1 -2	9435	1
3 -1 1 -1 2 -1 1 5 -1 -2	6361	1
1 5 -1 1 -1 1 4 -1 -2	11765	1
2 -1 1 -1 2 -1 1 -1 -2	15004	1
1 2 3 -1 -2	6676	1
6 -1 4 -1 1 -1 -2	2129	1
5 -1 1 2 -1 5 -1 1 -1 -2	14742	1
1 2 5 -1 -2	19671	4
1 -1 5 -1 4 -1 5 -1 6 -1 -2	1203	1
5 -1 1 -1 1 5 -1 1 4 -1 3 -1 -2	3524	1
1 3 -1 5 -1 2 -1 -2	7400	1
2 -1 1 6 -1 1 5 -1 -2	2036	1
1 4 5 -1 4 -1 -2	10328	1
6 -1 1 5 -1 5 -1 5 -1 -2	3765	1
2 -1 1 2 3 -1 -2	5309	1
4 -1 5 -1 2 -1 1 -1 2 -1 2 -1 -2	2227	1
3 -1 2 4 -1 -2	3279	1
1 -1 4 -1 5 -1 -2	15175	5
1 -1 6 -1 1 -1 -2	5288	1
1 -1 3 -1 5 -1 1 5 -1 -2	12466	1
6 -1 2 -1 1 -1 -2	2644	1
1 -1 1 5 -1 5 6 -1 4 -1 -2	1480	1
3 -1 1 -1 2 -1 2 -1 1 5 -1 -2	3856	1
2 4 -1 1 -1 1 -1 -2	5619	1
1 -1 2 -1 3 -1 -2	8850	4
1 -1 3 -1 4 -1 -2	6428	1
1 -1 1 -1 1 3 -1 -2	15681	1
5 -1 1 6 -1 1 -1 -2	4148	1
1 -1 2 4 5 -1 6 -1 1 -1 -2	720	1
1 -1 6 -1 5 -1 6 -1 -2	2528	1
3 -1 1 -1 5 -1 1 5 -1 -2	12261	1
1 -1 3 -1 5 -1 1 -1 3 -1 -2	8260	1
2 -1 2 -1 2 -1 -2	21226	3
2 -1 4 5 -1 -2	8354	2
1 5 -1 1 3 -1 -2	15373	1
5 -1 5 -1 1 -1 1 -1 5 -1 4 -1 1 -1 -2	4322	1
2 5 -1 1 -1 5 -1 -2	18772	1
5 -1 1 -1 2 3 -1 2 -1 -2	4313	1
6 -1 5 6 -1 1 -1 1 -1 -2	2396	1
2 -1 1 2 5 -1 1 -1 3 -1 -2	4698	1
1 3 -1 4 5 -1 4 -1 -2	3861	1
2 -1 5 -1 1 -1 1 -1 -2	17221	1
4 -1 1 -1 2 -1 -2	7929	2
1 -1 4 -1 1 -1 1 2 -1 2 -1 5 -1 3 -1 -2	921	1
3 -1 1 5 -1 -2	17774	4
2 5 -1 5 -1 1 -1 1 -1 -2	15187	1
4 -1 1 -1 4 -1 4 -1 1 -1 -2	5647	1
2 -1 2 -1 3 -1 1 -1 -2	6030	2
5 -1 1 -1 3 -1 3 -1 2 -1 -2	4163	1
3 -1 3 5 -1 5 -1 -2	14176	1
5 -1 2 3 -1 -2	7652	1
1 3 5 -1 1 -1 2 -1 2 -1 -2	4416	1
1 -1 6 -1 1 -1 2 -1 -2	2171	1
2 -1 5 -1 3 5 -1 -2	8133	1
4 5 -1 1 -1 1 -1 -2	12579	1
3 -1 5 -1 1 6 -1 -2	1893	1
1 5 -1 1 4 -1 6 -1 -2	1696	1
4 -1 6 -1 1 -1 1 5 -1 -2	1478	1
2 -1 6 -1 1 4 -1 2 -1 1 -1 2 -1 -2	411	1
1 2 -1 2 -1 1 -1 -2	16203	1
1 2 -1 5 -1 -2	20731	3
1 3 4 5 -1 -2	4263	1
1 -1 1 -1 2 -1 1 -1 -2	18414	2
2 -1 3 -1 1 -1 -2	8664	3
1 4 -1 4 -1 -2	12915	1
1 5 -1 2 -1 2 -1 2 5 -1 -2	9711	1
1 -1 2 5 -1 3 -1 5 -1 -2	6345	1
4 -1 4 -1 2 4 6 -1 5 -1 -2	325	1
1 4 -1 1 3 -1 1 -1 1 -1 -2	4185	1
1 -1 2 -1 5 -1 1 -1 5 -1 -2	13210	2
